KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
3.108,9660000,24.329,2.217,5210042,1.452,920,2013,12,23,Poco
4.176,17892000,24.329,2.266,9863589,0.359,1704,2013,12,24,Medio
3.233,8893500,24.329,1.039,2248655,1.121,847,2014,1,1,Poco
3.448,9702000,24.329,3.164,7469211,0.328,924,2014,1,2,Medio
3.105,6520500,24.329,3.193,5064974,0.177,621,2014,2,3,Medio
2.726,3864000,24.329,1.227,1153156,0.231,368,2014,2,4,Medio
3.217,5134500,24.329,1.037,1295537,0.652,489,2014,3,5,Medio
2.979,4536000,24.329,0.863,952526,1.070,432,2014,3,6,Poco
3.121,5407500,24.329,0.997,1311770,1.103,515,2014,4,7,Poco
3.093,4872000,24.329,1.415,1676779,1.168,464,2014,4,8,Poco
2.188,4158000,24.329,2.571,2601257,0.206,396,2014,5,9,Medio
4.971,5323500,25.939,0.909,1255797,0.460,507,2014,5,10,Medio
3.000,3748500,28.312,0.492,522221,1.984,357,2014,6,11,Poco
2.593,2341500,28.312,0.513,340232,1.302,223,2014,6,12,Poco
2.905,4179000,28.312,2.472,2924794,0.889,398,2014,7,13,Medio
3.425,6006000,28.312,0.672,1142925,2.335,572,2014,8,15,Poco
3.240,7077000,28.312,1.259,2521828,2.123,674,2014,8,16,Poco
3.230,5019000,25.997,1.790,2335921,0.245,478,2014,9,17,Medio
3.008,4042500,25.922,0.658,689644,0.701,385,2014,9,18,Medio
2.960,4662000,25.922,0.875,1057278,1.497,444,2014,10,19,Poco
3.846,9166500,25.922,1.555,3694348,0.569,873,2014,10,20,Medio
3.336,4483500,25.922,0.646,750214,1.542,427,2014,11,21,Poco
3.289,7287000,24.810,1.458,2635885,0.771,694,2014,11,22,Medio
3.174,5932500,23.596,0.433,606753,0.758,565,2014,12,23,Medio
4.440,11749500,25.922,0.751,2285818,3.742,1119,2014,12,24,Poco
3.373,7119000,25.922,1.256,2316993,1.109,678,2015,1,1,Poco
3.413,5733000,24.705,0.843,1193414,0.255,546,2015,1,2,Medio
3.511,6489000,24.329,0.408,643563,1.402,618,2015,2,3,Poco
3.538,3381000,24.329,0.181,149136,3.155,322,2015,2,4,Nada
4.911,6394500,24.329,0.465,722955,3.260,609,2015,3,5,Nada
5.905,5890500,20.453,0.524,631385,1.948,561,2015,3,6,Poco
4.489,4336500,16.883,0.445,325657,2.282,413,2015,4,7,Poco
5.991,7214500,18.104,0.920,1201432,1.368,677,2015,4,8,Poco
4.529,5313000,24.111,0.917,1174250,1.363,462,2015,5,9,Poco
4.825,4439000,24.111,0.877,938921,0.499,386,2015,5,10,Medio
3.762,2725500,24.111,0.485,318815,1.224,237,2015,6,11,Poco
3.479,1920500,24.111,0.651,301476,0.982,167,2015,6,12,Medio
4.220,1989500,24.874,0.211,104214,0.600,173,2015,7,13,Medio
3.831,3657000,24.901,0.241,219630,7.721,318,2015,7,14,Nada
3.752,4703500,24.901,0.430,503185,5.252,409,2015,8,15,Nada
3.968,4289500,25.940,0.282,314179,2.507,373,2015,8,16,Poco
3.369,2518500,28.854,0.124,90141,5.155,219,2015,9,17,Nada
3.671,3335000,28.854,0.197,189385,4.918,290,2015,9,18,Nada
3.935,3484500,28.854,0.262,263415,4.442,303,2015,10,19,Nada
5.240,5649000,25.390,0.347,497721,3.720,524,2015,10,20,Nada
5.460,6478500,24.675,0.366,585707,5.406,617,2015,11,21,Nada
4.115,5356500,21.005,0.487,548472,2.815,535,2015,11,22,Poco
4.551,7190000,20.909,0.840,1263493,1.504,719,2015,12,23,Poco
6.330,19560000,20.909,3.115,12738351,1.397,1956,2015,12,24,Medio
4.139,11590000,20.909,1.287,3119021,0.360,1159,2016,1,1,Medio
4.607,13590000,20.909,1.845,5243259,1.108,1359,2016,1,2,Poco
4.122,9150000,20.909,1.259,2409582,0.038,915,2016,2,3,Medio
3.832,6860000,20.909,0.649,931352,1.220,686,2016,2,4,Poco
4.529,7110000,20.909,0.965,1435164,0.727,711,2016,3,5,Medio
3.980,5890000,20.909,0.371,457220,0.981,589,2016,3,6,Medio
4.719,6890000,20.909,0.332,478938,3.651,689,2016,4,7,Nada
4.567,8220000,20.909,0.605,1039583,2.606,822,2016,4,8,Poco
3.721,6140000,20.909,0.899,1154121,1.414,614,2016,5,9,Poco
3.419,5308000,17.082,1.083,981748,0.531,530,2016,5,10,Medio
3.950,4389000,24.380,0.509,544230,0.920,399,2016,6,11,Medio
3.560,4895000,24.380,0.577,688803,1.878,445,2016,6,12,Poco
3.206,6666000,24.380,0.917,1491083,1.258,606,2016,7,13,Poco
3.841,8239000,24.380,2.011,4038933,1.541,749,2016,7,14,Poco
4.159,8327000,24.380,1.450,2944087,0.553,757,2016,8,16,Medio
3.775,8844000,24.380,1.415,3052060,0.922,804,2016,9,17,Medio
3.512,6336000,24.380,1.431,2210591,0.625,576,2016,9,18,Medio
