KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
8.667,1300000,21.087,2.167,593954,2.169,650,2013,12,23,Nada
9.654,1004000,21.087,2.902,614340,0.005,502,2014,1,2,Poco
7.125,684000,21.087,2.000,288472,0.481,342,2014,2,3,Poco
6.697,442000,21.087,0.886,82558,0.000,221,2014,2,4,Poco
9.403,1354000,21.087,1.690,482639,1.406,677,2014,3,5,Nada
11.375,1092000,21.087,1.404,323209,0.731,546,2014,3,6,Poco
9.478,872000,21.087,1.690,310742,0.989,436,2014,4,7,Poco
8.381,352000,21.087,0.564,41871,0.072,176,2014,4,8,Poco
7.721,664000,21.087,0.843,117985,1.513,332,2014,5,9,Nada
10.676,726000,21.087,0.949,145288,0.648,363,2014,5,10,Poco
9.326,858000,22.657,0.607,118042,1.932,429,2014,6,11,Nada
6.800,272000,28.030,0.173,13226,2.274,136,2014,6,12,Nada
11.800,1062000,28.030,1.179,350875,2.315,531,2014,7,13,Nada
12.434,1318000,27.420,3.058,1105133,0.506,659,2014,7,14,Medio
14.118,1440000,27.762,1.481,592256,0.557,720,2014,8,15,Poco
12.127,1916000,28.030,2.639,1417367,1.140,958,2014,8,16,Poco
12.833,2464000,27.352,0.922,621481,0.736,1232,2014,9,18,Medio
11.677,3106000,28.030,1.390,1209910,1.605,1553,2014,10,19,Poco
12.504,3476000,28.030,2.040,1987549,0.228,1738,2014,10,20,Medio
13.065,3240000,28.030,1.729,1570176,0.920,1620,2014,11,21,Medio
12.885,4690000,28.030,3.006,3952291,0.297,2345,2014,11,22,Mucho
11.447,3480000,29.191,1.099,1116603,0.564,1740,2014,12,23,Medio
13.858,7234000,30.871,1.254,2799366,1.101,3617,2014,12,24,Medio
11.747,5098000,30.871,1.061,1669088,1.433,2549,2015,1,1,Medio
11.848,3910000,30.871,1.528,1844323,0.428,1955,2015,1,2,Medio
10.716,3922000,30.871,1.215,1471533,0.528,1961,2015,2,3,Medio
10.391,3990000,30.871,2.220,2734963,0.834,1995,2015,2,4,Medio
10.843,4012000,29.922,0.521,625337,0.977,2006,2015,3,6,Medio
13.500,4320000,28.977,0.479,599939,2.557,2160,2015,4,7,Medio
13.619,3214000,28.977,0.633,589347,1.532,1607,2015,4,8,Poco
11.991,2614000,28.977,1.493,1130791,0.857,1307,2015,5,9,Medio
11.292,1343000,35.031,0.984,462778,0.060,542,2015,5,10,Medio
10.815,1757500,36.557,0.353,226682,0.868,703,2015,6,11,Medio
2.214,77500,37.879,0.012,346,3.509,31,2015,6,12,Nada
3.714,65000,37.879,0.012,296,5.365,26,2015,7,13,Nada
1.824,77500,37.879,0.018,537,8.053,31,2015,7,14,Nada
1.722,77500,37.879,0.014,399,45.989,31,2015,8,15,Nada
1.389,62500,37.879,0.009,214,109.466,25,2015,8,16,Nada
1.692,55000,37.879,0.011,236,80.414,22,2015,9,17,Nada
1.500,45000,37.879,0.014,239,60.000,18,2015,9,18,Nada
7.345,1010000,37.496,0.196,74362,46.523,404,2015,10,19,Nada
7.922,1010000,25.000,0.139,35115,20.993,404,2015,10,20,Nada
7.077,460000,25.000,0.070,8104,9.817,184,2015,11,21,Nada
12.636,1390000,25.000,0.192,66739,7.618,556,2015,11,22,Nada
11.825,2365000,25.000,0.338,199901,8.578,946,2015,12,23,Nada
10.623,2045000,25.000,0.426,217587,4.137,818,2015,12,24,Nada
15.089,3810000,25.000,1.992,1897529,1.964,1524,2016,1,1,Poco
10.190,2012500,25.000,0.795,400015,0.010,805,2016,1,2,Medio
11.274,2057500,25.000,0.514,264169,1.920,823,2016,2,3,Poco
8.735,1070000,25.000,0.438,117185,1.134,428,2016,2,4,Nada
8.458,1247500,25.000,0.967,301600,1.113,499,2016,3,5,Nada
8.744,940000,35.397,0.253,84246,0.461,376,2016,3,6,Medio
8.625,1035000,36.364,0.165,62028,6.219,414,2016,4,7,Nada
9.523,1047500,36.364,0.198,75515,5.407,419,2016,4,8,Nada
7.719,617500,36.364,0.139,31150,4.725,247,2016,5,9,Nada
6.852,462500,36.364,0.118,19875,4.603,185,2016,5,10,Nada
6.250,375000,36.364,0.107,14558,5.196,150,2016,6,11,Nada
7.820,1192500,36.364,0.435,188469,6.887,477,2016,6,12,Nada
9.554,1767500,36.364,1.399,898928,3.174,707,2016,7,13,Nada
7.714,540000,36.117,0.329,64219,0.342,216,2016,7,14,Medio
13.073,1797500,27.500,0.792,391421,2.486,719,2016,8,15,Poco
8.511,957500,27.500,0.465,122315,1.199,383,2016,8,16,Nada
7.787,915000,27.500,0.452,113697,2.260,366,2016,9,17,Nada
9.595,1007500,27.500,0.934,258763,1.281,403,2016,9,18,Nada
