KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
1.273,126000,24.444,0.875,26950,0.913,28,2013,12,23,Medio
1.320,148500,24.304,0.641,23126,1.330,33,2013,12,24,Poco
1.278,310500,24.351,1.394,105394,1.957,69,2014,1,1,Medio
1.297,216000,24.444,1.200,63360,0.900,48,2014,1,2,Medio
1.368,117000,24.444,0.605,17293,0.820,26,2014,2,3,Medio
1.450,130500,24.444,0.637,20332,0.944,29,2014,2,4,Medio
1.143,108000,24.444,0.444,11733,1.340,24,2014,3,5,Poco
1.184,202500,24.444,0.692,34269,2.354,45,2014,3,6,Poco
1.243,207000,24.444,0.657,33251,2.082,46,2014,4,7,Poco
1.533,103500,24.444,0.380,9618,1.878,23,2014,4,8,Poco
1.100,99000,24.444,0.379,9179,1.289,22,2014,5,9,Poco
1.056,85500,24.444,0.245,5124,2.209,19,2014,5,10,Poco
1.029,175000,32.000,0.496,27801,4.125,35,2014,6,11,Nada
1.138,165000,28.446,0.641,30076,2.092,33,2014,6,12,Poco
0.938,75000,24.182,0.353,6401,1.724,15,2014,7,13,Nada
1.208,145000,24.182,0.951,33339,1.265,29,2014,7,14,Poco
1.179,165000,24.182,0.835,33334,1.013,33,2014,8,15,Poco
1.069,155000,24.182,0.653,24462,2.065,31,2014,8,16,Poco
1.111,150000,24.182,0.938,34006,1.355,30,2014,9,17,Poco
1.167,175000,24.182,1.186,50208,0.702,35,2014,9,18,Medio
0.963,130000,24.182,0.531,16681,1.156,26,2014,10,19,Nada
1.071,150000,24.182,0.638,23153,2.011,30,2014,10,20,Poco
1.238,130000,24.182,0.578,18163,1.088,26,2014,11,21,Poco
1.069,155000,24.182,0.747,27998,2.085,31,2014,11,22,Poco
1.065,165000,24.182,0.957,38165,0.897,33,2014,12,23,Medio
1.129,175000,24.182,0.986,41722,1.433,35,2014,12,24,Poco
1.050,210000,24.182,1.556,78994,0.848,42,2015,1,1,Medio
1.128,220000,24.182,1.492,79349,0.709,44,2015,1,2,Medio
1.156,185000,24.182,1.000,44736,0.818,37,2015,2,3,Medio
1.233,185000,24.182,0.643,28787,1.000,37,2015,2,4,Poco
1.172,170000,24.182,0.548,22544,1.881,34,2015,3,5,Poco
1.030,170000,24.182,0.895,36782,1.389,34,2015,3,6,Poco
1.333,220000,24.182,1.833,97533,0.743,44,2015,4,7,Medio
1.136,125000,24.182,0.725,21904,0.589,25,2015,4,8,Medio
1.087,125000,24.182,0.633,19131,1.369,25,2015,5,9,Poco
1.174,135000,24.182,0.701,22894,1.021,27,2015,5,10,Poco
1.000,120000,24.182,0.727,21104,1.753,24,2015,6,11,Poco
1.000,110000,24.182,0.880,23408,0.829,22,2015,6,12,Medio
1.000,75000,24.182,0.361,6555,1.192,15,2015,7,13,Poco
1.083,65000,24.182,0.274,4302,2.656,13,2015,7,14,Poco
1.000,90000,24.182,0.409,8903,2.460,18,2015,8,15,Poco
1.000,90000,24.182,0.474,10309,3.065,18,2015,8,16,Nada
1.278,115000,24.182,0.836,23259,1.776,23,2015,9,17,Poco
1.208,145000,24.182,1.094,38372,1.322,29,2015,9,18,Poco
1.222,110000,24.182,0.846,22508,1.157,22,2015,10,19,Poco
0.900,90000,24.182,0.581,12637,1.014,18,2015,10,20,Nada
1.174,135000,24.182,0.947,30927,1.609,27,2015,11,21,Poco
1.087,125000,24.182,0.769,23252,0.896,25,2015,11,22,Medio
1.194,215000,24.182,0.989,51393,1.929,43,2015,12,23,Poco
1.070,230000,24.182,1.045,58146,1.326,46,2015,12,24,Poco
1.073,220000,24.182,1.760,93632,1.211,44,2016,1,1,Poco
1.103,215000,24.182,1.911,99360,0.090,43,2016,1,2,Medio
1.359,265000,24.182,1.342,85983,0.925,53,2016,2,3,Mucho
1.231,160000,24.182,0.744,28793,0.814,32,2016,2,4,Medio
1.192,155000,24.182,0.689,25821,1.125,31,2016,3,5,Poco
1.250,200000,24.182,1.250,60455,1.086,40,2016,3,6,Poco
3.200,160000,24.182,0.889,34392,0.641,32,2016,4,7,Medio
1.211,115000,24.182,0.597,16613,1.456,23,2016,4,8,Poco
2.148,290000,24.182,3.222,225966,0.853,58,2016,5,9,Mucho
1.353,115000,24.182,1.314,36549,0.239,23,2016,5,10,Medio
1.421,144500,27.845,0.982,39505,0.750,27,2016,6,11,Medio
4.455,269500,24.132,1.661,108027,0.806,49,2016,6,12,Medio
1.760,242000,24.132,1.173,68523,0.909,44,2016,7,13,Medio
2.000,187000,24.132,0.895,40377,1.125,34,2016,7,14,Poco
2.222,220000,24.132,0.870,46166,0.732,40,2016,8,15,Medio
1.400,115500,24.132,0.416,11591,1.551,21,2016,8,16,Poco
3.500,269500,24.132,1.922,124972,1.263,49,2016,9,17,Medio
2.182,132000,24.132,1.263,40237,0.300,24,2016,9,18,Medio
