KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
0.800,12000,24.394,0.167,488,6.500,4,2013,12,23,Nada
1.000,39000,24.312,0.510,4834,4.125,13,2013,12,24,Nada
1.071,45000,24.313,0.476,5210,3.480,15,2014,1,1,Nada
1.000,72000,24.394,0.889,15612,3.188,24,2014,1,2,Nada
1.000,18000,24.394,0.222,976,1.154,6,2014,2,3,Poco
1.000,30000,24.394,0.294,2152,2.267,10,2014,2,4,Poco
1.000,9000,24.394,0.092,203,2.550,3,2014,3,5,Poco
1.000,12000,24.394,0.138,404,4.895,4,2014,3,6,Nada
1.000,21000,24.286,0.246,1253,4.765,7,2014,4,7,Nada
1.000,3000,24.242,0.034,25,6.429,1,2014,4,8,Nada
1.000,30000,24.242,0.417,3030,7.250,10,2014,5,9,Nada
0.857,18000,24.242,0.375,1636,3.167,6,2014,5,10,Nada
1.000,6000,24.318,0.091,133,2.294,2,2014,6,11,Poco
1.000,27000,24.394,0.340,2237,5.167,9,2014,6,12,Nada
1.000,30000,24.394,0.588,4305,3.882,10,2014,7,13,Nada
1.000,27000,24.394,0.720,4742,1.714,9,2014,7,14,Poco
0.909,30000,24.394,0.769,5629,1.393,10,2014,8,15,Nada
0.941,48000,24.394,1.067,12490,1.345,16,2014,8,16,Poco
1.000,30000,24.394,0.588,4305,1.457,10,2014,9,17,Poco
1.619,102000,24.394,1.360,33839,1.417,34,2014,9,18,Medio
1.000,75000,24.394,0.820,14996,1.650,25,2014,10,19,Poco
1.000,60000,24.394,0.870,12727,1.217,20,2014,10,20,Poco
1.000,45000,24.394,0.732,8032,0.684,15,2014,11,21,Medio
1.000,60000,24.394,0.870,12727,1.150,20,2014,11,22,Poco
1.000,69000,24.394,1.394,23463,1.255,23,2014,12,23,Poco
1.000,66000,24.394,0.917,14758,0.517,22,2014,12,24,Medio
1.000,48000,24.394,0.533,6245,1.754,16,2015,1,1,Poco
0.952,60000,24.394,0.909,13306,1.082,20,2015,1,2,Poco
1.000,42000,24.394,0.560,5737,1.138,14,2015,2,3,Poco
1.000,21000,24.394,0.203,1039,1.680,7,2015,2,4,Poco
0.917,33000,24.394,0.310,2494,3.000,11,2015,3,5,Nada
1.000,12000,24.394,0.121,355,2.813,4,2015,3,6,Poco
1.000,39000,24.394,0.377,3585,4.909,13,2015,4,7,Nada
1.000,21000,24.394,0.177,908,3.536,7,2015,4,8,Nada
1.000,33000,24.394,0.272,2186,5.750,11,2015,5,9,Nada
1.000,54000,24.394,0.581,7649,3.387,18,2015,5,10,Nada
1.000,21000,24.394,0.298,1526,2.250,7,2015,6,11,Poco
0.923,36000,24.394,0.500,4391,1.667,12,2015,6,12,Nada
0.875,21000,24.394,0.203,1039,2.270,7,2015,7,13,Nada
1.000,33000,24.394,0.310,2494,4.731,11,2015,7,14,Nada
1.000,51000,24.394,0.630,7833,3.000,17,2015,8,15,Poco
1.000,60000,24.394,0.833,12197,2.057,20,2015,8,16,Poco
1.000,54000,24.394,0.720,9484,1.500,18,2015,9,17,Poco
0.933,42000,24.394,0.483,4946,1.418,14,2015,9,18,Nada
1.000,39000,24.394,0.426,4055,1.846,13,2015,10,19,Poco
0.929,39000,24.394,0.473,4497,1.933,13,2015,10,20,Nada
1.000,36000,24.394,0.480,4215,1.950,12,2015,11,21,Poco
0.938,45000,24.394,0.566,6214,1.895,15,2015,11,22,Nada
1.077,42000,24.394,0.636,6520,2.175,14,2015,12,23,Poco
1.000,54000,24.394,0.581,7649,1.098,18,2015,12,24,Poco
1.375,99000,24.394,1.082,26130,3.000,33,2016,1,1,Medio
1.000,45000,24.394,0.566,6214,0.646,15,2016,1,2,Medio
0.950,57000,24.394,0.644,8955,1.773,19,2016,2,3,Poco
1.000,51000,24.394,0.791,9837,0.896,17,2016,2,4,Medio
1.000,45000,24.394,0.492,5399,1.353,15,2016,3,5,Poco
1.000,84000,24.394,0.824,16875,2.235,28,2016,3,6,Medio
1.000,36000,24.394,0.353,3099,1.500,12,2016,4,7,Poco
1.100,33000,24.394,0.338,2725,2.073,11,2016,4,8,Poco
1.067,48000,24.394,0.667,7806,1.588,16,2016,5,9,Poco
1.000,39000,24.394,0.531,5048,1.615,13,2016,5,10,Poco
1.000,24500,25.937,0.333,2118,2.100,8,2016,6,11,Poco
1.045,80500,35.195,1.353,38331,1.622,23,2016,6,12,Poco
1.182,91000,26.074,1.238,29377,0.955,26,2016,7,13,Mucho
0.933,49000,24.416,0.667,7976,1.474,14,2016,7,14,Nada
1.526,101500,24.416,1.487,36855,0.667,29,2016,8,15,Mucho
1.077,49000,24.416,0.424,5075,1.087,14,2016,8,16,Poco
1.067,56000,24.416,0.485,6629,2.158,16,2016,9,17,Poco
1.067,56000,24.416,0.941,12868,1.271,16,2016,9,18,Poco
