KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
1.000,24000,40.909,0.923,9063,1.909,6,2013,12,23,Poco
1.000,116000,40.909,5.800,275236,1.059,29,2013,12,24,Medio
1.154,120000,40.909,6.667,327273,0.286,30,2014,1,1,Mucho
1.000,40000,40.909,1.818,29752,0.231,10,2014,1,2,Medio
1.045,92000,40.909,3.286,123662,0.261,23,2014,2,3,Medio
1.111,40000,40.909,0.952,15584,0.381,10,2014,2,4,Medio
1.125,36000,40.657,0.818,11975,0.907,9,2014,3,5,Medio
0.909,40000,38.636,1.111,17172,0.643,10,2014,3,6,Medio
1.000,24000,38.636,1.000,9273,0.931,6,2014,4,7,Medio
1.000,24000,38.636,1.200,11127,0.360,6,2014,4,8,Medio
1.143,32000,38.636,1.455,17983,0.955,8,2014,5,9,Medio
1.000,28000,38.636,2.333,25242,0.600,7,2014,5,10,Medio
1.000,36000,38.636,1.800,25036,0.286,9,2014,6,11,Medio
1.000,36000,38.636,1.636,22760,1.000,9,2014,6,12,Poco
1.000,16000,38.636,1.143,7065,0.360,4,2014,7,13,Medio
1.000,32000,38.636,3.200,39564,0.545,8,2014,7,14,Medio
1.000,20000,38.636,1.429,11039,0.143,5,2014,8,15,Medio
1.000,56000,38.636,3.500,75727,1.059,14,2014,8,16,Poco
1.000,28000,38.636,1.167,12621,0.222,7,2014,9,17,Medio
1.000,56000,38.636,1.750,37864,1.154,14,2014,9,18,Poco
1.000,48000,38.636,2.182,40463,0.514,12,2014,10,19,Medio
1.000,68000,38.636,2.833,74439,0.455,17,2014,10,20,Medio
1.000,28000,38.636,1.167,12621,0.488,7,2014,11,21,Medio
1.077,56000,38.636,2.545,55074,0.417,14,2014,11,22,Medio
1.083,52000,38.636,1.733,34824,0.474,13,2014,12,23,Medio
0.938,60000,38.636,1.765,40909,0.794,15,2014,12,24,Medio
1.167,56000,38.636,1.750,37864,0.571,14,2015,1,1,Medio
1.000,88000,38.636,5.500,187000,0.571,22,2015,1,2,Medio
0.923,48000,38.636,4.000,74182,0.360,12,2015,2,4,Medio
1.500,72000,38.636,18.000,500727,0.167,18,2015,3,6,Medio
1.000,12000,38.636,0.600,2782,0.000,3,2015,4,8,Medio
1.000,28000,38.636,0.824,8909,0.909,7,2015,5,9,Medio
1.000,20000,38.636,0.714,5519,0.955,5,2015,5,10,Medio
1.000,32000,38.636,1.600,19782,1.400,8,2015,6,11,Poco
1.000,12000,38.636,0.667,3091,0.450,3,2015,6,12,Medio
1.000,20000,38.636,0.909,7025,1.125,5,2015,7,13,Poco
1.200,24000,38.636,1.200,11127,0.938,6,2015,7,14,Medio
1.222,44000,38.636,3.143,53429,1.071,11,2015,8,15,Poco
0.857,24000,38.636,2.000,18545,0.273,6,2015,8,16,Poco
1.000,32000,38.636,1.600,19782,0.522,8,2015,9,17,Medio
1.000,36000,38.636,1.385,19259,0.720,9,2015,9,18,Medio
1.091,48000,38.636,1.714,31792,0.913,12,2015,10,19,Medio
1.000,40000,38.636,1.429,22078,0.724,10,2015,10,20,Medio
1.286,72000,38.636,5.143,143065,0.677,18,2015,11,21,Medio
1.200,24000,38.636,6.000,55636,0.000,6,2015,11,22,Medio
1.067,64000,38.636,16.000,395636,0.176,16,2015,12,23,Medio
1.083,52000,38.636,1.000,20091,0.000,13,2015,12,24,Medio
1.000,80000,38.636,6.667,206061,0.000,20,2016,1,1,Mucho
1.000,64000,38.636,5.333,131879,0.367,16,2016,1,2,Medio
1.167,84000,38.636,1.000,32455,0.000,21,2016,2,3,Mucho
1.000,52000,38.636,2.364,47488,0.383,13,2016,3,5,Medio
1.333,48000,38.636,2.000,37091,0.341,12,2016,3,6,Medio
1.056,76000,38.636,3.455,101438,0.600,19,2016,4,7,Medio
1.143,32000,38.636,1.231,15217,0.273,8,2016,4,8,Medio
1.125,36000,38.636,1.200,16691,0.692,9,2016,5,9,Medio
1.000,16000,38.636,0.615,3804,0.500,4,2016,5,10,Medio
1.222,44000,38.636,1.692,28769,1.000,11,2016,6,11,Poco
1.000,36000,38.636,1.636,22760,0.750,9,2016,6,12,Medio
1.091,48000,38.636,4.800,89018,0.625,12,2016,7,13,Medio
1.000,24000,38.636,1.714,15896,0.000,6,2016,7,14,Medio
1.000,80000,36.420,3.333,97121,0.778,20,2016,8,15,Medio
1.333,48000,35.227,1.714,28987,0.395,12,2016,8,16,Medio
1.056,76000,35.227,1.900,50868,0.711,19,2016,9,17,Medio
1.111,40000,35.227,1.000,14091,0.647,10,2016,9,18,Medio
