KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
1.000,96000,22.159,2.000,42545,1.714,12,2013,12,23,Poco
1.100,176000,22.159,5.500,214500,0.000,22,2013,12,24,Mucho
1.091,96000,22.159,0.706,15016,0.522,12,2014,1,1,Medio
1.000,144000,22.159,1.059,33786,1.696,18,2014,1,2,Poco
1.143,128000,22.159,1.333,37818,0.462,16,2014,2,3,Medio
0.941,128000,22.159,0.696,19731,1.043,16,2014,2,4,Nada
0.941,128000,22.159,0.727,20628,1.800,16,2014,3,5,Nada
1.000,72000,22.159,0.486,7762,0.875,9,2014,3,6,Medio
1.000,56000,22.159,0.359,4455,1.683,7,2014,4,7,Poco
1.000,96000,22.159,0.632,13435,1.500,12,2014,4,8,Poco
1.000,144000,22.159,1.385,44182,2.357,18,2014,5,9,Poco
1.000,72000,22.159,1.059,16893,0.324,9,2014,5,10,Medio
1.000,40000,22.159,0.476,4221,1.000,5,2014,6,11,Nada
1.000,24000,22.159,0.462,2455,0.750,3,2014,6,12,Poco
1.000,64000,22.159,1.143,16208,0.882,8,2014,7,13,Medio
1.000,56000,22.159,0.609,7553,1.688,7,2014,7,14,Poco
1.000,80000,22.159,1.111,19697,2.333,10,2014,8,15,Poco
1.000,48000,22.159,1.200,12764,0.480,6,2014,8,16,Poco
1.000,56000,22.159,0.824,10219,0.783,7,2014,9,17,Medio
1.000,88000,22.159,1.048,20429,1.435,11,2014,9,18,Poco
1.000,112000,22.159,0.778,19303,1.250,14,2014,10,19,Poco
0.900,72000,22.159,0.419,6679,2.438,9,2014,10,20,Nada
1.000,160000,22.159,1.250,44318,1.500,20,2014,11,21,Poco
1.000,80000,22.159,0.400,7091,1.047,10,2014,11,22,Poco
1.000,152000,22.159,0.745,25096,2.692,19,2014,12,23,Nada
1.040,208000,22.159,1.444,66576,0.980,26,2014,12,24,Medio
1.000,176000,22.159,1.222,47667,1.091,22,2015,1,1,Poco
1.000,178000,23.034,2.000,82000,0.716,22,2015,1,2,Medio
1.000,85000,26.738,0.625,14205,0.257,10,2015,2,3,Medio
1.000,93500,26.738,0.537,13415,1.444,11,2015,2,4,Poco
1.000,127500,26.738,2.000,68182,1.047,15,2015,3,5,Poco
1.000,93500,26.738,1.100,27500,0.000,11,2015,3,6,Medio
1.077,119000,26.738,1.077,34266,1.622,14,2015,4,7,Poco
1.000,51000,26.738,2.000,27273,0.450,6,2015,4,8,Poco
1.000,102000,26.738,4.000,109091,0.000,12,2015,5,9,Medio
1.000,102000,26.738,1.333,36364,0.562,12,2015,5,10,Medio
1.000,102000,26.738,2.000,54545,1.200,12,2015,6,11,Poco
1.000,93500,26.738,3.143,78571,0.000,11,2015,6,12,Medio
1.000,76500,26.738,0.783,16008,0.600,9,2015,7,13,Medio
1.000,93500,26.738,1.048,26190,1.500,11,2015,7,14,Poco
1.000,59500,26.738,0.519,8249,0.484,7,2015,8,15,Medio
1.000,85000,26.738,0.571,12987,2.444,10,2015,8,16,Poco
1.000,42500,26.738,0.222,2525,1.393,5,2015,9,17,Poco
1.000,59500,26.738,0.246,3907,4.364,7,2015,9,18,Nada
1.000,119000,26.738,0.778,24747,3.409,14,2015,10,19,Nada
1.133,144500,25.039,0.829,30004,1.269,17,2015,10,20,Poco
1.000,85000,21.925,0.400,7455,2.368,10,2015,11,21,Poco
1.000,42500,21.925,0.286,2662,1.463,5,2015,11,22,Nada
1.000,119000,21.925,1.750,45659,1.406,14,2015,12,23,Poco
0.917,93500,21.925,0.815,16704,0.103,11,2015,12,24,Poco
1.000,144500,21.925,0.971,30777,2.600,17,2016,1,1,Nada
1.000,263500,21.925,5.636,325628,0.643,31,2016,1,2,Mucho
1.000,178500,36.797,2.000,131364,0.102,17,2016,2,3,Medio
1.056,199500,36.797,0.927,68038,0.692,19,2016,2,4,Medio
1.000,136500,36.797,0.667,33485,1.164,13,2016,3,5,Poco
1.000,94500,36.797,0.383,13317,0.796,9,2016,3,6,Medio
1.000,126000,36.797,0.429,19870,2.488,12,2016,4,7,Poco
1.000,63000,36.797,0.316,7321,1.941,6,2016,4,8,Poco
1.000,94500,43.819,0.305,12633,1.778,9,2016,5,9,Poco
1.000,63000,47.330,0.150,4473,4.778,6,2016,5,10,Nada
1.000,94500,47.330,0.277,12386,5.286,9,2016,6,11,Nada
1.000,115500,47.330,0.431,23582,3.500,11,2016,6,12,Nada
1.000,31500,47.330,0.111,1657,2.654,3,2016,7,13,Poco
1.111,105000,32.900,0.385,13287,4.043,10,2016,7,14,Nada
1.000,21000,32.900,0.063,432,2.625,2,2016,8,15,Poco
1.000,115500,32.900,0.361,13705,8.600,11,2016,8,16,Nada
1.000,73500,32.900,0.483,11674,2.348,7,2016,9,17,Poco
1.000,84000,32.900,0.421,11636,1.650,8,2016,9,18,Poco
