KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
0.944,68000,36.363,1.097,27120,1.895,17,2013,12,23,Poco
1.074,116000,36.363,1.758,74136,1.583,29,2013,12,24,Medio
1.000,60000,36.363,0.811,17690,0.737,15,2014,1,1,Medio
1.000,64000,36.362,0.533,12412,1.131,16,2014,1,2,Poco
1.000,108000,36.362,0.831,32625,1.850,27,2014,2,3,Medio
1.143,32000,36.362,0.333,3879,1.448,8,2014,2,4,Poco
1.273,56000,36.362,0.737,15004,1.176,14,2014,3,5,Poco
1.176,80000,36.362,1.111,32322,1.102,20,2014,3,6,Poco
1.000,28000,36.362,0.483,4915,1.286,7,2014,4,7,Poco
0.000,0,0.000,0.000,0,0.805,0,2014,4,8,Nada
1.000,4000,36.364,0.074,108,1.222,1,2014,5,9,Poco
1.000,16000,36.364,0.286,1662,6.000,4,2014,5,10,Nada
0.000,0,0.000,0.000,0,7.200,0,2014,6,11,Nada
1.000,8000,36.364,0.200,582,6.600,2,2014,6,12,Nada
1.250,20000,36.364,0.270,1966,4.500,5,2014,7,13,Nada
1.000,4000,36.363,0.030,43,12.000,1,2014,7,14,Nada
1.200,24000,36.362,0.167,1454,14.625,6,2014,8,15,Nada
1.000,36000,36.362,0.316,4134,8.250,9,2014,8,16,Nada
1.300,52000,36.362,0.441,8332,4.500,13,2014,9,17,Nada
1.000,28000,36.363,0.222,2263,3.750,7,2014,9,18,Nada
1.143,64000,36.363,0.696,16189,2.897,16,2014,10,19,Poco
1.000,36000,36.363,0.462,6042,1.500,9,2014,10,20,Poco
1.688,108000,36.362,2.571,100982,1.969,27,2014,11,21,Medio
0.900,36000,36.362,0.545,7140,0.882,9,2014,12,23,Poco
1.000,32000,32.953,0.182,1917,1.059,8,2014,12,24,Poco
1.125,36000,27.271,0.137,1349,6.563,9,2015,1,1,Nada
1.429,40000,27.271,0.179,1948,7.038,10,2015,1,2,Nada
1.214,68000,27.271,0.400,7418,5.667,17,2015,2,3,Nada
1.000,32000,27.271,0.267,2327,2.833,8,2015,2,4,Poco
1.091,48000,27.271,0.600,7854,2.229,12,2015,3,5,Poco
1.111,40000,27.271,1.111,12120,1.135,10,2015,3,6,Poco
1.200,48000,27.271,3.000,39270,0.400,12,2015,4,7,Medio
1.000,24000,27.271,0.462,3021,0.353,6,2015,4,8,Medio
1.083,52000,27.271,0.839,11894,2.357,13,2015,5,9,Poco
1.000,44000,27.271,1.158,13894,0.871,11,2015,5,10,Medio
1.000,40000,27.271,0.909,9917,1.000,10,2015,6,11,Poco
1.143,32000,27.271,1.000,8727,1.059,8,2015,6,12,Poco
1.000,32000,27.271,1.333,11636,0.414,8,2015,7,13,Medio
1.400,56000,27.271,2.000,30543,0.923,14,2015,7,14,Medio
1.091,48000,27.271,2.000,26180,0.600,12,2015,8,15,Medio
1.000,24000,27.271,2.000,13090,0.529,6,2015,8,16,Poco
1.200,48000,27.271,1.000,13090,0.000,12,2015,9,17,Medio
1.200,24000,27.271,2.000,13090,0.000,6,2015,9,18,Medio
1.000,36000,27.270,0.857,8415,0.750,9,2015,10,19,Medio
1.000,36000,27.270,0.450,4418,1.667,9,2015,10,20,Poco
1.000,40000,27.270,0.500,5454,3.125,10,2015,11,21,Nada
1.167,56000,27.270,1.750,26725,1.607,14,2015,11,22,Poco
1.000,40000,27.271,1.250,13635,0.091,10,2015,12,23,Medio
1.000,60000,27.271,1.111,18181,1.324,15,2015,12,24,Poco
1.000,68000,27.271,1.889,35028,0.923,17,2016,1,1,Medio
1.071,120000,27.271,10.000,327250,0.429,30,2016,1,2,Mucho
1.000,48000,27.271,0.800,10472,0.000,12,2016,2,3,Medio
1.000,32000,27.270,0.308,2685,1.525,8,2016,2,4,Poco
1.000,28000,27.270,0.378,2889,1.320,7,2016,3,5,Poco
1.000,28000,27.270,0.400,3054,1.667,7,2016,3,6,Poco
1.000,36000,27.271,0.581,5700,2.727,9,2016,4,7,Poco
1.000,56000,27.271,1.333,20362,1.435,14,2016,4,8,Poco
1.000,40000,27.271,0.909,9917,1.000,10,2016,5,9,Poco
1.000,20000,27.271,0.526,2871,1.091,5,2016,5,10,Poco
1.000,44000,27.271,1.467,17599,0.724,11,2016,6,11,Medio
1.000,36000,27.271,0.783,7683,0.923,9,2016,6,12,Medio
1.000,44000,27.271,1.158,13894,1.800,11,2016,7,13,Poco
1.077,56000,27.271,1.556,23756,0.387,14,2016,7,14,Medio
1.176,80000,27.271,2.000,43633,1.235,20,2016,8,15,Poco
1.000,52000,27.271,2.364,33518,0.400,13,2016,8,16,Medio
0.900,36000,27.270,2.571,25244,0.319,9,2016,9,17,Medio
1.000,16000,27.269,0.667,2909,0.143,4,2016,9,18,Medio
