KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
1.030,374000,24.298,1.545,140440,1.412,68,2013,12,23,Poco
1.343,495000,24.298,4.500,541227,0.706,90,2013,12,24,Medio
1.143,264000,24.298,1.548,99322,0.000,48,2014,1,1,Medio
1.053,440000,24.298,1.404,150048,0.903,80,2014,1,2,Medio
1.000,324500,24.298,1.242,97934,0.716,59,2014,2,3,Medio
1.148,341000,24.298,1.476,122309,0.690,62,2014,2,4,Medio
1.090,467500,24.298,2.982,338780,0.612,85,2014,3,5,Medio
1.079,374000,24.298,1.432,130091,0.233,68,2014,3,6,Medio
1.068,346500,24.298,1.096,92244,1.102,63,2014,4,7,Poco
1.101,418000,24.298,3.304,335602,0.500,76,2014,4,8,Medio
1.148,385000,24.298,2.000,187091,0.145,70,2014,5,9,Medio
1.143,396000,24.298,1.210,116432,0.861,72,2014,5,10,Medio
1.125,346500,24.298,0.940,79165,0.812,63,2014,6,11,Medio
1.088,443000,26.312,1.014,118160,1.098,74,2014,6,12,Poco
1.111,360000,24.242,1.071,93506,1.019,60,2014,7,13,Poco
1.100,462000,24.242,2.369,265354,0.624,77,2014,7,14,Medio
1.086,456000,24.242,1.854,204914,0.341,76,2014,8,15,Medio
1.177,438000,24.242,1.098,116560,0.817,73,2014,8,16,Medio
1.270,480000,24.242,1.333,155152,0.996,80,2014,9,17,Medio
1.299,600000,24.242,2.500,363636,0.590,100,2014,9,18,Medio
1.300,468000,24.242,2.167,245818,0.415,78,2014,10,19,Medio
1.263,606000,24.242,3.206,471042,0.430,101,2014,10,20,Medio
1.344,750000,24.242,3.205,582751,0.280,125,2014,11,21,Medio
1.259,642000,24.242,2.019,314209,0.513,107,2014,11,22,Medio
1.342,636000,24.242,2.058,317345,0.486,106,2014,12,23,Medio
1.165,678000,24.242,2.659,437014,0.435,113,2014,12,24,Medio
1.100,528000,24.242,2.095,268190,0.331,88,2015,1,1,Medio
1.154,540000,24.242,2.093,273996,0.469,90,2015,1,2,Medio
1.248,786000,24.242,2.758,525504,0.392,131,2015,2,3,Medio
1.143,384000,24.242,0.985,91659,0.553,64,2015,2,4,Medio
1.177,558000,24.242,1.301,175949,0.768,93,2015,3,5,Medio
1.093,492000,24.242,1.378,164376,0.729,82,2015,3,6,Medio
1.197,474000,24.242,1.596,183390,0.615,79,2015,4,7,Medio
1.182,624000,24.242,3.152,476738,0.591,104,2015,4,8,Medio
1.280,630000,24.242,3.684,562679,0.181,105,2015,5,9,Medio
1.213,684000,24.242,2.327,385781,0.427,114,2015,5,10,Medio
1.261,666000,24.242,3.895,628823,0.529,111,2015,6,11,Medio
1.234,570000,24.242,15.833,2187879,0.103,95,2015,7,13,Medio
1.200,756000,24.242,2.032,372457,0.447,126,2015,8,16,Medio
1.248,756000,24.242,2.471,452791,0.712,126,2015,9,17,Medio
1.173,690000,24.242,2.527,422777,0.194,115,2015,9,18,Medio
1.193,594000,24.242,1.850,266467,0.556,99,2015,10,19,Medio
1.150,780000,24.242,2.203,416641,0.344,130,2015,10,20,Medio
1.144,714000,24.242,1.597,276481,0.689,119,2015,11,21,Medio
1.136,702000,24.242,2.071,352412,0.603,117,2015,11,22,Medio
1.167,798000,24.242,6.186,1196719,0.352,133,2015,12,23,Medio
1.175,966000,24.242,5.279,1236173,0.072,161,2016,1,2,Medio
1.243,1014000,24.242,3.347,822639,0.307,169,2016,2,3,Medio
1.118,966000,24.242,4.472,1047313,0.315,161,2016,2,4,Medio
1.200,720000,24.242,3.478,607115,0.128,120,2016,3,5,Medio
1.414,1128000,24.242,7.833,2142061,0.320,188,2016,3,6,Medio
1.374,882000,24.242,3.542,757380,0.000,147,2016,4,7,Mucho
1.205,882000,24.242,1.849,395362,0.547,147,2016,4,8,Medio
1.293,900000,24.242,1.829,399113,0.473,150,2016,5,9,Medio
1.508,1086000,24.242,3.448,907664,0.595,181,2016,5,10,Medio
1.557,990000,24.242,7.857,1885714,0.107,165,2016,6,11,Medio
1.664,1248000,24.242,14.345,4339962,0.151,208,2016,6,12,Mucho
1.525,1290000,24.242,6.719,2101136,0.022,215,2016,7,13,Mucho
1.390,1134000,24.242,2.864,787240,0.306,189,2016,7,14,Medio
1.587,1476000,24.242,4.169,1491920,0.353,246,2016,8,15,Mucho
1.693,1554000,24.190,9.418,3540466,0.212,259,2016,8,16,Mucho
1.414,1332000,24.091,12.000,3850691,0.039,222,2016,9,17,Mucho
1.690,1308000,24.091,2.725,858672,0.116,218,2016,9,18,Mucho
