KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
1.091,120000,25.909,1.017,31618,13.350,60,2013,12,23,Nada
1.000,58000,25.909,2.000,30055,1.088,29,2013,12,24,Nada
1.026,80000,26.068,0.727,15167,0.000,40,2014,1,1,Medio
1.000,100000,26.818,0.588,15775,2.558,50,2014,1,2,Poco
1.015,136000,26.711,0.895,32503,1.513,68,2014,2,3,Poco
1.049,86000,25.909,0.428,9534,1.747,43,2014,2,4,Poco
1.059,108000,25.909,0.659,18427,2.031,54,2014,3,5,Poco
1.044,94000,25.909,0.439,10698,1.000,47,2014,3,6,Poco
1.258,156000,25.909,0.650,26272,3.313,78,2014,4,7,Nada
1.358,144000,25.909,1.600,59695,1.358,72,2014,4,8,Poco
1.154,60000,26.515,0.435,6917,0.137,30,2014,5,9,Medio
1.310,110000,26.289,0.435,12573,2.150,55,2014,5,10,Poco
1.107,124000,25.909,0.525,16880,2.369,62,2014,6,11,Poco
1.167,98000,25.909,0.436,11059,2.286,49,2014,6,12,Poco
1.161,130000,25.909,0.807,27196,2.042,65,2014,7,13,Poco
1.318,116000,26.379,0.617,18881,0.818,58,2014,7,14,Medio
1.245,132000,26.364,0.541,18826,2.442,66,2014,8,15,Poco
1.137,116000,25.909,0.464,13945,1.651,58,2014,8,16,Poco
1.136,134000,25.909,0.487,16917,2.407,67,2014,9,17,Poco
1.098,90000,25.909,0.370,8636,2.026,45,2014,9,18,Poco
1.279,174000,27.320,0.722,34321,2.012,87,2014,10,19,Poco
1.234,158000,25.909,0.620,25364,1.915,79,2014,10,20,Poco
1.083,130000,25.909,0.539,18169,1.820,65,2014,11,21,Poco
1.174,162000,25.909,0.661,27753,1.468,81,2014,11,22,Poco
1.183,168000,25.909,0.730,31794,1.760,84,2014,12,23,Poco
1.129,210000,25.909,0.871,47410,1.278,105,2014,12,24,Poco
1.736,302000,40.674,1.285,157858,1.589,151,2015,1,1,Medio
1.236,178000,25.909,0.962,44373,0.812,89,2015,1,2,Medio
1.122,202000,25.909,1.224,64072,0.809,101,2015,2,3,Medio
1.269,132000,25.909,0.742,25362,0.633,66,2015,2,4,Medio
1.352,192000,25.909,0.889,44218,1.242,96,2015,3,5,Poco
1.205,176000,25.909,0.917,41800,1.255,88,2015,3,6,Poco
1.239,218000,25.909,1.397,78930,0.984,109,2015,4,7,Medio
1.519,246000,26.168,1.262,81209,0.758,123,2015,4,8,Mucho
1.157,162000,26.818,1.006,43715,1.134,81,2015,5,9,Poco
1.178,172000,26.818,1.194,55096,0.383,86,2015,5,10,Medio
1.266,162000,26.010,0.915,38565,1.076,81,2015,6,11,Poco
1.190,138000,26.713,1.087,40057,0.883,69,2015,6,12,Medio
1.271,122000,25.954,1.140,36102,0.686,61,2015,7,13,Medio
1.240,186000,25.909,1.512,72874,0.754,93,2015,7,14,Medio
1.139,180000,25.909,1.552,72367,0.942,90,2015,8,15,Medio
1.121,130000,25.909,1.024,34477,0.566,65,2015,8,16,Medio
1.314,134000,26.588,0.687,24482,0.980,67,2015,9,17,Medio
1.156,148000,25.921,0.722,27697,1.541,74,2015,9,18,Poco
1.363,218000,25.909,1.946,109938,1.325,109,2015,10,19,Poco
1.262,212000,25.909,1.547,84997,0.252,106,2015,10,20,Medio
1.110,222000,25.909,1.009,58041,1.204,111,2015,11,21,Poco
1.258,166000,25.909,1.328,57116,0.957,83,2015,11,22,Medio
1.243,174000,26.661,1.381,64064,0.210,87,2015,12,23,Medio
1.081,186000,26.818,0.694,34619,1.121,93,2015,12,24,Poco
1.128,212000,26.630,0.757,42744,1.859,106,2016,1,1,Poco
1.147,250000,25.909,1.196,77479,1.227,125,2016,1,2,Medio
1.109,224000,25.909,1.697,98486,0.852,112,2016,2,3,Medio
1.153,226000,25.909,1.932,113105,0.350,113,2016,2,4,Medio
1.153,226000,25.909,1.638,95894,0.660,113,2016,3,5,Medio
1.157,236000,25.909,1.639,100211,0.541,118,2016,3,6,Medio
1.247,222000,25.909,1.432,82381,0.724,111,2016,4,7,Medio
1.267,228000,26.483,1.140,68835,0.632,114,2016,4,8,Medio
1.203,168000,35.000,0.536,31508,1.120,71,2016,5,9,Poco
1.204,147500,26.364,0.463,17994,1.389,59,2016,5,10,Poco
1.318,217500,26.364,1.168,66962,1.451,87,2016,6,11,Poco
1.436,280000,26.364,1.383,102070,0.429,112,2016,6,12,Mucho
1.246,190000,26.364,0.613,30701,1.523,76,2016,7,13,Poco
1.311,200000,26.364,0.526,27751,1.276,80,2016,7,14,Poco
1.569,200000,26.364,0.510,26867,2.093,80,2016,8,15,Poco
1.500,127500,26.364,0.348,11702,1.614,51,2016,8,16,Poco
1.128,132500,26.364,0.381,13319,2.360,53,2016,9,17,Poco
1.200,165000,26.364,0.635,27606,1.826,66,2016,9,18,Poco
