KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
1.000,9900,41.460,1.200,4925,1.513,9,2013,12,23,Poco
1.000,3300,41.460,2.000,2736,1.000,3,2013,12,24,Poco
0.000,0,0.000,0.000,0,0.000,0,2014,1,1,Nada
1.000,8800,41.460,1.000,3648,3.000,8,2014,1,2,Poco
1.200,6600,41.460,0.857,2345,1.091,6,2014,2,3,Poco
1.000,3300,41.460,0.353,483,2.143,3,2014,2,4,Poco
1.000,7700,41.460,2.000,6385,1.235,7,2014,3,5,Poco
1.000,4400,41.460,0.400,730,0.000,4,2014,3,6,Medio
1.000,5500,41.460,0.286,652,4.286,5,2014,4,7,Nada
1.000,2200,41.460,0.143,130,2.813,2,2014,4,8,Poco
2.000,2200,41.460,0.111,101,3.545,2,2014,5,9,Nada
1.000,8800,41.460,0.421,1536,7.667,8,2014,5,10,Nada
1.000,5500,41.460,0.400,912,3.750,5,2014,6,11,Nada
1.000,2000,35.606,0.143,102,2.000,2,2014,6,12,Poco
1.000,5000,35.606,0.222,396,3.600,5,2014,7,13,Nada
1.000,7000,35.606,0.246,612,6.750,7,2014,7,14,Nada
1.000,1000,35.606,0.028,10,6.429,1,2014,8,15,Nada
1.500,3000,35.606,0.076,81,9.462,3,2014,8,16,Nada
1.000,7000,35.606,0.151,375,10.364,7,2014,9,17,Nada
1.000,6000,35.606,0.114,244,15.000,6,2014,9,18,Nada
1.100,11000,35.606,0.247,968,9.375,11,2014,10,19,Nada
1.053,20000,35.606,0.690,4911,4.875,20,2014,10,20,Nada
1.067,16000,35.606,1.455,8287,1.541,16,2014,11,21,Poco
1.333,12000,35.606,4.000,17091,0.191,12,2014,11,22,Medio
1.000,3000,35.606,2.000,2136,0.188,3,2014,12,23,Medio
1.250,5000,35.606,0.323,574,0.000,5,2014,12,24,Medio
1.000,19000,35.606,0.567,3837,4.650,19,2015,1,1,Nada
1.278,23000,35.606,0.939,7688,4.000,23,2015,1,2,Nada
1.059,18000,35.606,1.800,11536,0.830,18,2015,2,3,Medio
1.000,5000,35.606,1.111,1978,0.350,5,2015,2,4,Medio
1.000,3000,35.606,3.000,3205,0.130,3,2015,3,5,Medio
1.059,18000,35.606,1.200,7691,4.154,18,2015,4,7,Nada
1.000,9000,35.606,1.200,3845,1.385,9,2015,4,8,Poco
1.000,4000,35.606,2.667,3798,0.281,4,2015,5,9,Medio
1.000,9000,35.606,0.750,2403,0.600,9,2015,6,11,Medio
1.333,20000,35.606,1.250,8902,3.000,20,2015,6,12,Poco
1.000,5000,35.606,0.526,937,1.000,5,2015,7,13,Poco
1.333,8000,35.606,2.286,6511,0.618,8,2015,7,14,Medio
0.857,6000,35.606,0.667,1424,0.000,6,2015,9,17,Medio
1.111,10000,35.606,0.769,2739,9.000,10,2015,9,18,Nada
1.000,9000,35.606,0.581,1861,1.500,9,2015,10,19,Poco
1.000,7000,35.606,0.222,554,2.760,7,2015,10,20,Poco
1.000,4000,35.606,0.105,150,4.615,4,2015,11,21,Nada
1.000,9000,35.606,0.207,663,5.400,9,2015,11,22,Nada
1.000,3000,35.606,0.061,65,7.650,3,2015,12,23,Nada
1.100,11000,35.606,0.259,1014,9.000,11,2015,12,24,Nada
1.200,30000,35.606,0.882,9425,4.826,30,2016,1,1,Poco
1.000,4000,35.606,0.143,203,2.114,4,2016,1,2,Poco
1.111,20000,35.606,1.333,9495,1.667,20,2016,2,3,Poco
1.200,18000,35.606,7.200,46145,0.278,18,2016,2,4,Medio
1.000,8000,35.606,0.471,1340,1.000,8,2016,3,6,Poco
1.000,11000,35.606,0.431,1690,1.727,11,2016,4,7,Poco
1.000,5000,35.606,0.141,251,3.692,5,2016,4,8,Nada
1.000,8000,35.606,0.229,651,4.875,8,2016,5,9,Nada
1.000,5000,35.606,0.147,262,3.875,5,2016,5,10,Nada
1.000,9000,35.606,0.277,887,6.167,9,2016,6,11,Nada
1.100,11000,35.606,0.386,1512,3.818,11,2016,6,12,Nada
1.000,13000,35.606,0.382,1770,3.480,13,2016,7,13,Nada
1.000,8000,35.606,0.170,485,3.545,8,2016,7,14,Nada
1.000,17000,35.606,0.366,2213,5.156,17,2016,8,15,Nada
1.714,24000,35.606,0.632,5397,3.000,24,2016,8,16,Poco
1.000,5000,35.606,0.145,258,2.327,5,2016,9,17,Poco
1.000,13000,35.606,0.531,2456,2.022,13,2016,9,18,Poco
