KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
1.000,34100,33.351,0.667,7582,2.750,10,2013,12,23,Poco
1.111,35000,35.065,0.714,8766,2.591,10,2013,12,24,Poco
1.000,35000,35.065,1.000,12273,0.964,10,2014,1,1,Medio
1.000,45500,35.065,0.963,15364,1.100,13,2014,1,2,Poco
1.000,28000,35.065,0.667,6545,1.455,8,2014,2,3,Poco
1.143,28000,35.065,0.800,7855,0.774,8,2014,2,4,Medio
1.000,31500,35.065,1.200,13255,1.241,9,2014,3,5,Poco
1.000,31500,35.065,1.200,13255,0.360,9,2014,3,6,Medio
1.000,7000,35.065,0.182,446,1.385,2,2014,4,7,Poco
1.000,35000,35.065,2.000,24545,1.500,10,2014,4,8,Poco
0.000,0,0.000,0.000,0,0.000,0,2014,5,9,Nada
1.000,17500,35.065,0.323,1979,4.500,5,2014,5,10,Nada
1.000,42000,35.065,0.923,13594,2.600,12,2014,6,11,Poco
1.000,28000,35.065,0.533,5236,2.294,8,2014,6,12,Poco
1.000,31500,35.065,0.486,5373,2.040,9,2014,7,13,Poco
1.000,24500,35.065,0.359,3084,2.069,7,2014,7,14,Poco
1.067,56000,35.065,0.941,18481,2.375,16,2014,8,15,Poco
1.000,24500,35.065,0.609,5229,1.406,7,2014,8,16,Poco
1.000,38500,35.065,1.294,17471,0.800,11,2014,9,17,Medio
1.083,45500,35.065,1.529,24401,0.794,13,2014,9,18,Medio
1.000,28000,35.065,2.000,19636,0.774,8,2014,10,19,Medio
1.000,49000,35.065,2.800,48109,0.000,14,2014,10,20,Mucho
1.000,42000,35.065,1.200,17673,0.857,12,2014,11,21,Medio
1.118,66500,35.065,2.923,68161,0.882,19,2014,11,22,Medio
1.071,52500,35.065,1.429,26299,0.200,15,2014,12,23,Medio
1.000,52500,35.065,0.667,12273,1.174,15,2014,12,24,Poco
1.056,66500,35.065,0.809,18853,1.653,19,2015,1,1,Poco
1.053,70000,35.065,2.000,49091,1.224,20,2015,1,2,Poco
1.059,63000,35.065,18.000,397636,0.000,18,2015,2,3,Mucho
1.000,42000,35.065,6.000,88364,0.105,12,2015,2,4,Medio
1.000,42000,35.065,6.000,88364,0.120,12,2015,3,5,Medio
1.000,45500,35.065,1.238,19753,0.143,13,2015,3,6,Medio
0.941,56000,35.065,0.941,18481,1.541,16,2015,4,7,Poco
1.000,31500,35.065,0.400,4418,1.098,9,2015,4,8,Poco
1.000,38500,35.065,0.449,6061,2.368,11,2015,5,9,Poco
1.000,63000,35.065,1.800,39764,1.583,18,2015,5,10,Poco
1.000,3500,35.065,2.000,2455,0.079,1,2015,6,11,Medio
1.071,52500,35.065,3.333,61364,0.000,15,2015,6,12,Mucho
1.000,31500,35.065,2.000,22091,0.794,9,2015,7,13,Medio
1.000,14000,35.065,0.571,2805,0.000,4,2015,7,14,Medio
1.000,24500,35.065,0.424,3645,1.500,7,2015,8,15,Poco
1.000,31500,35.065,0.621,6856,2.850,9,2015,8,16,Poco
1.000,38500,35.065,0.815,11000,1.500,11,2015,9,17,Poco
1.000,49000,35.065,0.636,10934,1.889,14,2015,9,18,Poco
1.000,35000,35.065,0.294,3610,2.382,10,2015,10,19,Poco
1.000,49000,35.065,0.412,7075,3.514,14,2015,10,20,Nada
1.000,38500,35.065,0.512,6907,2.132,11,2015,11,21,Poco
1.000,52500,35.065,0.857,15779,1.371,15,2015,11,22,Poco
1.000,56000,35.065,0.941,18481,1.425,16,2015,12,23,Poco
1.000,42000,35.065,1.333,19636,1.071,12,2015,12,24,Poco
1.000,10500,35.065,2.000,7364,0.209,3,2016,1,1,Medio
1.000,56000,24.242,4.000,54303,0.000,16,2016,1,2,Mucho
1.053,70000,24.242,5.000,84848,0.774,20,2016,2,3,Mucho
1.118,66500,24.242,3.455,55691,0.000,19,2016,2,4,Mucho
1.000,42000,24.242,0.857,8727,0.600,12,2016,3,5,Medio
1.063,59500,24.242,2.000,28848,1.000,17,2016,3,6,Poco
1.000,31500,24.242,1.200,9164,0.000,9,2016,4,7,Medio
1.042,87500,24.242,2.941,62389,1.184,25,2016,4,8,Medio
1.000,38500,24.242,4.400,41067,0.118,11,2016,5,9,Medio
1.000,31500,24.242,1.125,8591,0.200,9,2016,5,10,Medio
1.067,56000,24.242,2.000,27152,0.867,16,2016,6,11,Medio
1.000,21000,24.242,0.500,2545,0.250,6,2016,6,12,Medio
1.000,45500,24.242,0.897,9889,2.032,13,2016,7,13,Poco
1.000,35000,24.242,0.667,5657,0.686,10,2016,7,14,Medio
1.000,77000,24.242,1.100,20533,2.276,22,2016,8,15,Medio
1.056,66500,24.242,1.086,17503,1.200,19,2016,8,16,Poco
1.000,31500,24.242,0.500,3818,1.000,9,2016,9,17,Poco
1.000,24500,24.242,0.326,1934,1.140,7,2016,9,18,Poco
