KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
1.222,16500,52.106,0.880,7566,3.600,11,2013,12,23,Nada
1.143,12000,52.106,0.889,5558,0.808,8,2013,12,24,Medio
1.500,13500,52.106,1.385,9740,1.320,9,2014,1,1,Poco
1.000,6000,52.106,0.667,2084,0.214,4,2014,1,2,Medio
1.400,10500,52.106,0.560,3064,1.429,7,2014,2,3,Poco
1.500,4500,52.106,0.222,521,2.250,3,2014,2,4,Poco
1.333,6000,52.106,0.400,1251,2.571,4,2014,3,5,Poco
1.333,6000,52.106,0.667,2084,1.714,4,2014,3,6,Poco
1.500,4500,52.106,0.353,828,1.091,3,2014,4,7,Poco
1.333,12000,52.106,0.889,5558,3.545,8,2014,4,8,Nada
1.833,16500,46.833,0.957,7392,1.000,11,2014,5,9,Poco
1.667,15000,37.606,0.769,4339,2.455,10,2014,5,10,Poco
1.250,7500,37.606,0.909,2564,0.828,5,2014,6,11,Medio
1.500,9000,37.606,0.500,1692,0.346,6,2014,6,12,Medio
1.143,12000,37.606,0.471,2124,3.000,8,2014,7,13,Poco
1.600,12000,37.606,0.889,4011,2.053,8,2014,7,14,Poco
1.250,15000,37.606,0.833,4701,0.682,10,2014,8,15,Medio
1.250,7500,37.606,0.222,627,2.192,5,2014,8,16,Poco
1.000,4500,37.606,0.122,207,3.391,3,2014,9,17,Nada
1.000,1500,37.606,0.044,25,3.833,1,2014,9,18,Nada
1.000,1500,37.606,0.047,26,7.333,1,2014,10,19,Nada
2.000,12000,37.606,0.471,2124,12.600,8,2014,10,20,Nada
1.000,1500,37.606,0.080,45,3.900,1,2014,11,21,Nada
0.000,0,0.000,0.000,0,3.600,0,2014,11,22,Nada
1.000,3000,37.606,0.182,205,4.000,2,2014,12,23,Nada
1.000,3000,37.606,0.133,150,1.513,2,2014,12,24,Poco
1.143,12000,37.606,0.500,2256,15.000,8,2015,1,1,Nada
1.625,19500,37.606,0.743,5448,3.000,13,2015,1,2,Poco
1.600,12000,37.606,0.421,1900,3.000,8,2015,2,3,Poco
1.000,4500,37.606,0.222,376,1.552,3,2015,2,4,Poco
1.000,3000,37.606,0.182,205,1.500,2,2015,3,5,Poco
1.250,7500,37.606,0.667,1880,2.308,5,2015,3,6,Poco
1.500,4500,37.606,0.316,534,1.500,3,2015,4,7,Poco
1.000,1500,34.460,0.074,38,4.200,1,2015,4,8,Nada
1.000,4500,34.460,0.261,405,4.333,3,2015,5,9,Nada
1.000,6000,34.460,0.286,591,4.286,4,2015,5,10,Nada
1.250,7500,34.460,0.323,834,6.750,5,2015,6,11,Nada
1.375,16500,34.460,1.467,8339,3.250,11,2015,6,12,Nada
1.000,3000,34.460,0.154,159,0.300,2,2015,7,13,Medio
1.000,4500,30.732,0.133,184,4.000,3,2015,7,14,Nada
1.000,6000,30.732,0.211,388,3.938,4,2015,8,15,Nada
1.000,7500,30.732,0.345,795,5.667,5,2015,8,16,Nada
1.000,3000,30.732,0.182,168,3.000,2,2015,9,17,Poco
1.500,6000,48.049,0.353,1018,2.727,3,2015,9,18,Poco
2.000,12000,45.458,0.600,3273,2.100,6,2015,10,19,Poco
1.000,2000,32.500,0.080,52,3.545,1,2015,10,20,Nada
2.000,4000,32.500,0.118,153,3.600,2,2015,11,21,Nada
1.000,2000,32.500,0.047,30,7.333,1,2015,11,22,Nada
0.800,8000,32.500,0.160,416,15.750,4,2015,12,23,Nada
1.667,10000,32.500,0.189,613,12.429,5,2015,12,24,Nada
1.000,4000,32.500,0.087,113,7.200,2,2016,1,1,Nada
1.125,18000,32.500,0.514,3009,6.000,9,2016,1,2,Nada
2.000,20000,32.500,1.250,8125,2.438,10,2016,2,3,Poco
1.000,8000,31.523,0.571,1441,0.429,4,2016,2,4,Medio
1.600,16000,30.545,0.615,3008,1.435,8,2016,3,5,Poco
3.750,30000,30.545,2.000,18327,2.045,15,2016,3,6,Medio
0.000,0,0.000,0.000,0,0.000,0,2016,4,7,Nada
1.000,4000,30.545,0.182,222,1.565,2,2016,4,8,Poco
1.000,8000,30.545,0.500,1222,1.765,4,2016,5,9,Poco
1.000,4000,30.545,0.182,222,3.000,2,2016,5,10,Poco
1.500,6000,34.019,0.207,422,6.000,3,2016,6,11,Nada
2.000,4000,34.019,0.167,227,4.333,2,2016,6,12,Nada
1.500,12000,33.440,0.444,1783,4.714,6,2016,7,13,Nada
1.000,6000,30.545,0.207,379,4.364,3,2016,7,14,Nada
1.000,4000,30.545,0.167,204,3.545,2,2016,8,15,Nada
1.333,8000,30.545,0.444,1086,3.000,4,2016,8,16,Poco
1.000,4000,30.545,0.333,407,2.333,2,2016,9,17,Poco
2.000,12000,30.545,0.750,2749,1.875,6,2016,9,18,Poco
