KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
6500,13000,3068,-2.000,-6137,0.000,2,2013,12,49,Nada
6500,45500,10739,-4.667,-50114,-3.000,7,2013,12,50,Nada
6500,45500,10739,2.000,21477,-0.333,7,2013,12,51,Mucho
5778,52000,12273,2.000,24545,1.500,8,2013,12,52,Mucho
6500,26000,6136,-2.000,-12273,0.000,4,2013,12,53,Nada
6500,19500,4602,-2.000,-9205,-0.632,3,2014,1,1,Nada
6500,6500,1534,2.000,3068,0.200,1,2014,1,2,Mucho
6500,13000,3068,0.286,877,0.000,2,2014,1,3,Nada
6500,19500,4602,0.240,1105,7.000,3,2014,1,4,Nada
6500,52000,12273,0.533,6546,5.500,8,2014,1,5,Medio
6500,78000,18410,0.923,16994,4.385,12,2014,2,6,Medio
6500,26000,6137,0.444,2727,0.913,4,2014,2,7,Mucho
6500,13000,3068,0.200,614,1.375,2,2014,2,8,Nada
6500,13000,3068,0.250,767,1.500,2,2014,2,9,Nada
9750,39000,9205,1.500,13807,2.625,6,2014,3,10,Medio
6500,26000,6136,0.571,3506,0.300,4,2014,3,11,Medio
0,0,0,0.000,0,3.250,0,2014,3,12,Nada
6500,6500,1534,0.048,73,3.900,1,2014,3,13,Nada
6500,39000,9205,0.231,2124,17.400,6,2014,3,14,Nada
6500,13000,3068,0.091,279,9.857,2,2014,4,15,Nada
6500,71500,16875,0.564,9519,7.000,11,2014,4,16,Medio
6500,39000,9205,0.400,3682,2.842,6,2014,4,17,Nada
6500,65000,15341,0.909,13946,1.895,10,2014,4,18,Nada
6500,26000,6136,0.500,3068,1.111,4,2014,5,19,Mucho
6500,19500,4602,0.667,3068,0.900,3,2014,5,20,Mucho
6500,6500,1534,0.154,236,0.529,1,2014,5,21,Nada
6500,6500,1534,0.074,114,3.750,1,2014,5,22,Nada
6500,39000,9205,0.429,3945,10.200,6,2014,6,23,Nada
6500,19500,4602,0.222,1023,4.125,3,2014,6,24,Nada
6500,13000,3068,0.133,409,4.800,2,2014,6,25,Nada
5417,32500,7670,0.476,3653,3.818,5,2014,6,26,Nada
6500,6500,1534,0.069,106,2.100,1,2014,6,27,Nada
6500,19500,4602,0.146,674,8.250,3,2014,7,28,Nada
6500,13000,3068,0.111,341,6.333,2,2014,7,29,Nada
6500,45500,10739,0.400,4296,8.500,7,2014,7,30,Nada
0,0,0,0.000,0,4.500,0,2014,7,31,Nada
6500,19500,4602,0.182,837,6.000,3,2014,8,32,Nada
6500,26000,6136,0.308,1888,4.500,4,2014,8,33,Nada
6500,13000,3068,0.143,438,4.714,2,2014,8,34,Nada
6500,6500,1534,0.061,93,5.667,1,2014,8,35,Nada
6500,65000,15341,0.909,13946,6.857,10,2014,8,36,Nada
6500,58500,13807,1.636,22593,1.385,9,2014,9,37,Mucho
6500,13000,3068,0.500,1534,0.750,2,2014,9,38,Mucho
6500,13000,3068,1.000,3068,0.429,2,2014,9,39,Mucho
0,0,0,0.000,0,0.231,0,2014,9,40,Nada
0,0,0,0.000,0,0.750,0,2014,10,41,Nada
6500,26000,6136,0.571,3506,13.500,4,2014,10,42,Nada
6500,13000,3068,0.500,1534,3.750,2,2014,10,43,Nada
7800,39000,9205,1.500,13807,1.500,6,2014,10,44,Medio
9750,19500,4602,0.857,3945,1.250,3,2014,11,45,Medio
6500,32500,7670,1.429,10958,0.545,5,2014,11,46,Mucho
6500,45500,10739,1.273,13667,1.071,7,2014,11,47,Medio
6500,26000,6136,0.500,3068,1.200,4,2014,11,48,Mucho
6500,6500,1534,0.105,161,1.875,1,2014,11,49,Nada
6500,45500,10739,1.273,13667,2.250,7,2014,12,50,Medio
6500,19500,4602,6.000,27614,0.500,3,2014,12,51,Mucho
6500,19500,4602,2.000,9205,-0.273,3,2014,12,52,Mucho
6500,19500,4602,1.200,5523,0.923,3,2014,12,53,Medio
6500,6500,1534,2.000,3068,0.333,1,2015,1,1,Mucho
0,0,0,0.000,0,0.000,0,2015,1,2,Nada
6500,13000,3068,0.286,877,0.000,2,2015,1,3,Nada
6500,13000,3068,0.154,472,14.000,2,2015,1,4,Nada
7150,71500,16876,1.048,17679,9.000,11,2015,1,5,Nada
6500,58500,13807,1.059,14619,1.800,9,2015,2,6,Nada
6500,52000,12273,2.000,24545,1.091,8,2015,2,7,Mucho
6500,32500,7671,0.909,6973,0.000,5,2015,2,8,Mucho
6500,58500,13807,1.385,19118,1.500,9,2015,2,9,Mucho
6500,32500,7671,1.429,10958,0.273,5,2015,3,10,Mucho
6500,6500,1534,0.222,341,0.789,1,2015,3,11,Nada
6500,45500,10739,14.000,150341,0.800,7,2015,3,12,Medio
6500,32500,7670,-3.333,-25568,-0.692,5,2015,3,13,Nada
7800,39000,9205,6.000,55227,0.000,6,2015,3,14,Mucho
6500,19500,4602,6.000,27614,0.333,3,2015,4,15,Mucho
6500,39000,9205,0.000,0,-0.214,6,2015,4,16,Nada
0,0,0,0.000,0,0.200,0,2015,4,17,Nada
8667,26000,6136,1.333,8182,0.333,4,2015,4,18,Mucho
6500,26000,6136,1.333,8182,1.500,4,2015,5,19,Medio
7800,39000,9205,1.000,9205,0.375,6,2015,5,20,Mucho
6500,52000,12273,1.143,14026,2.357,8,2015,5,21,Nada
7800,39000,9205,1.500,13807,0.500,6,2015,5,22,Mucho
6500,19500,4602,0.857,3945,0.750,3,2015,5,23,Medio
13000,13000,3068,2.000,6136,0.353,2,2015,6,24,Mucho
6500,6500,1534,0.133,205,0.000,1,2015,6,25,Nada
7800,39000,9205,0.500,4602,7.500,6,2015,6,26,Nada
