KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,Nada
0,0,0,0.000,0,0.000,0,2014,1,Nada
5143,36000,13273,0.222,2949,0.000,12,2014,2,Nada
15429,324000,78545,2.000,157089,27.000,108,2014,3,Medio
16333,441000,106907,6.533,698460,0.000,147,2014,4,Mucho
22393,627000,152000,2.473,375953,0.506,209,2014,5,Mucho
14605,555000,134545,2.643,355583,0.802,185,2014,6,Medio
18000,180000,39727,3.871,153782,0.089,60,2014,7,Mucho
16773,1845000,428363,1.302,557551,0.099,615,2014,8,Mucho
5045,222000,51386,0.083,4270,3.244,74,2014,9,Nada
5121,507000,119068,0.124,14791,3.409,169,2014,10,Nada
17167,2523500,244114,0.710,173208,6.538,993,2014,11,Nada
21093,11960000,978545,10.679,10449468,2.255,4784,2014,12,Nada
21999,15047500,1231159,2.936,3614803,-0.017,6019,2015,1,Mucho
19095,14665000,1611843,1.761,2838082,1.051,5866,2015,2,Medio
18250,13085000,1426339,1.659,2366231,0.455,5234,2015,3,Mucho
22651,15402500,1300752,1.746,2271201,0.662,6161,2015,4,Medio
20049,13332500,1090841,2.078,2266688,0.570,5333,2015,5,Mucho
22461,11657500,953795,2.768,2640278,0.333,4663,2015,6,Mucho
20490,11597500,948886,2.126,2017362,0.281,4639,2015,7,Mucho
24324,21502500,1759295,5.998,10552092,0.584,8601,2015,8,Mucho
23977,16640000,3907877,6.267,24492309,0.003,6656,2015,9,Mucho
19529,15447500,3627820,2.947,10689700,0.318,6179,2015,10,Mucho
20369,14625000,3434449,5.609,19263210,0.292,5850,2015,11,Mucho
27767,16910000,3970006,541.120,2148249462,0.000,6764,2015,12,Mucho
19781,8347500,1959764,39.750,77900634,0.004,3339,2016,1,Mucho
17306,9137500,2145235,12.245,26267456,0.027,3655,2016,2,Mucho
16490,11015000,2586021,6.149,15902312,0.099,4406,2016,3,Mucho
19478,16030000,3763406,5.245,19739025,0.257,6412,2016,4,Mucho
17442,11372500,2669951,4.368,11661648,0.304,4549,2016,5,Mucho
18604,9692500,2275535,6.361,14474566,0.120,3877,2016,6,Mucho
18577,16775000,3938312,7.535,29675549,0.122,6710,2016,7,Mucho
20960,17355000,4074481,4.561,18584129,0.233,6942,2016,8,Mucho
27160,19175000,4501767,3.696,16640266,0.319,7670,2016,9,Mucho
