KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
13000,182000,64061,7.000,448430,1.500,14,2013,12,Mucho
13000,39000,13727,0.353,4845,0.150,3,2014,1,Nada
13000,13000,4576,0.065,295,2.087,1,2014,2,Nada
13000,26000,9152,0.143,1307,2.500,2,2014,3,Nada
13000,91000,32031,0.452,14465,6.500,7,2014,4,Nada
18571,130000,45758,0.769,35199,5.400,10,2014,5,Nada
13000,39000,13728,0.462,6336,1.263,3,2014,6,Mucho
13000,65000,22879,2.000,45758,0.750,5,2014,7,Medio
13000,26000,9152,0.400,3661,0.000,2,2014,8,Medio
17333,104000,36607,1.333,48809,3.000,8,2014,9,Medio
13000,26000,9152,2.000,18303,0.400,2,2014,10,Mucho
0,0,0,0.000,0,0.000,0,2014,11,Nada
13000,104000,36607,1.000,36607,0.000,8,2014,12,Mucho
15000,195000,68637,0.857,58832,4.800,15,2015,1,Nada
14300,143000,50334,0.815,41013,2.478,11,2015,2,Medio
20800,104000,36607,2.000,73213,0.706,8,2015,3,Medio
0,0,0,0.000,0,0.000,0,2015,4,Nada
0,0,0,0.000,0,0.000,0,2015,5,Nada
0,0,0,0.000,0,0.000,0,2015,6,Nada
19500,39000,13728,0.133,1830,0.000,3,2015,7,Nada
13765,234000,82365,0.429,35299,45.000,18,2015,8,Medio
16250,130000,45758,0.294,13458,5.571,10,2015,9,Nada
13000,169000,59486,0.578,34370,2.806,13,2015,10,Medio
16250,130000,45758,0.588,26917,1.171,10,2015,11,Mucho
15000,195000,68636,1.111,76263,1.636,15,2015,12,Nada
14130,325000,114396,1.429,163422,0.711,25,2016,1,Medio
19842,377000,132699,0.744,98674,1.560,29,2016,2,Mucho
12200,61000,18879,0.101,1907,2.261,5,2016,3,Nada
12000,108000,32182,0.212,6815,2.390,9,2016,4,Nada
12414,360000,107275,1.333,143033,2.651,30,2016,5,Medio
13565,312000,92972,1.405,130663,0.477,26,2016,6,Mucho
12000,216000,64365,0.537,34584,1.385,18,2016,7,Nada
12400,372000,110851,1.127,124959,1.500,31,2016,8,Medio
12000,228000,67941,0.927,62970,0.720,19,2016,9,Mucho
