KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
18239,3210000,676897,7.379,4995030,2.169,1605,2013,12,Medio
19932,2352000,495969,13.288,6590505,-0.203,1176,2014,1,Mucho
13901,1126000,237441,1.339,317906,0.284,563,2014,2,Mucho
20383,2446000,515791,2.509,1293974,0.448,1223,2014,3,Mucho
18269,1224000,258106,1.155,298040,0.482,612,2014,4,Mucho
18052,1390000,293111,1.214,355829,0.731,695,2014,5,Medio
17121,1130000,270640,0.885,239485,0.665,565,2014,6,Medio
24286,2380000,659072,2.474,1630552,1.147,1190,2014,7,Medio
25815,3356000,936833,-152.545,-142909667,0.301,1678,2014,8,Nada
27212,5252000,1445712,3.183,4601745,-0.234,2626,2014,9,Mucho
24199,6582000,1844955,1.992,3674279,1.047,3291,2014,10,Mucho
25915,7930000,2222803,3.224,7165377,0.548,3965,2014,11,Mucho
25942,10714000,3249076,2.255,7327004,0.326,5357,2014,12,Mucho
23581,9008000,2780879,1.764,4904103,0.875,4504,2015,1,Medio
21099,7912000,2442530,6.422,15686120,0.310,3956,2015,2,Mucho
23186,9112000,2774917,1.692,4694586,-0.043,4556,2015,3,Mucho
27101,7534000,2183148,1.042,2273999,1.287,3767,2015,4,Medio
25204,3957000,1227928,1.396,1714186,0.403,1849,2015,5,Mucho
23228,1835000,671837,0.447,300505,0.295,734,2015,6,Medio
5938,142500,53977,0.031,1695,1.078,57,2015,7,Nada
3889,140000,53030,0.030,1614,1.533,56,2015,8,Nada
4000,100000,37879,0.024,907,8.260,40,2015,9,Nada
19057,2020000,631212,0.435,274869,19.765,808,2015,10,Nada
26429,1850000,462500,0.248,114580,8.970,740,2015,11,Nada
28089,4410000,1102500,0.737,812029,6.179,1764,2015,12,Medio
32347,5822500,1455625,1.318,1919134,1.376,2329,2016,1,Mucho
25635,3127500,781875,0.901,704448,1.250,1251,2016,2,Medio
21446,2187500,644602,0.505,325651,0.428,875,2016,3,Medio
22636,2082500,757273,0.362,273967,1.819,833,2016,4,Nada
18305,1080000,392727,0.256,100449,1.930,432,2016,5,Nada
18441,1567500,570000,0.538,306378,2.066,627,2016,6,Nada
22623,2307500,837761,0.914,765977,1.362,923,2016,7,Medio
27550,2755000,757625,1.024,775572,1.756,1102,2016,8,Medio
21601,1922500,528688,1.251,661612,1.123,769,2016,9,Medio
