KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
2500,10000,3272,0.000,0,0.000,10,2013,12,Nada
1500,3000,1004,0.857,860,0.000,3,2014,1,Mucho
1250,10000,3345,0.833,2788,1.615,10,2014,2,Medio
1833,11000,3680,0.957,3520,2.217,11,2014,3,Medio
1200,6000,2007,2.000,4015,0.750,6,2014,4,Medio
0,0,0,0.000,0,0.000,0,2014,5,Nada
0,0,0,0.000,0,0.000,0,2014,6,Nada
0,0,0,0.000,0,0.000,0,2014,7,Nada
0,0,0,0.000,0,0.000,0,2014,8,Nada
1250,5000,1673,2.500,4182,0.000,5,2014,9,Mucho
1000,8000,2676,0.800,2141,2.400,8,2014,10,Nada
1462,19000,6356,2.923,18580,3.692,19,2014,11,Nada
1571,11000,3680,7.333,26987,-0.281,11,2014,12,Mucho
1250,5000,1673,1.429,2390,0.474,5,2015,1,Mucho
1200,12000,3796,2.667,10124,0.086,12,2015,2,Mucho
1429,10000,3164,0.769,2434,0.857,10,2015,3,Mucho
2000,12000,3796,1.000,3796,2.000,12,2015,4,Nada
1500,9000,2847,1.385,3942,0.529,9,2015,5,Mucho
0,0,0,0.000,0,0.677,0,2015,6,Nada
2000,2000,633,0.333,211,1.000,2,2015,7,Nada
1571,11000,3480,1.158,4029,1.364,11,2015,8,Medio
1273,14000,4429,2.000,8858,3.231,14,2015,9,Nada
0,0,0,0.000,0,0.000,0,2015,10,Nada
0,0,0,0.000,0,0.000,0,2015,11,Nada
1364,30000,9491,0.000,0,0.000,30,2015,12,Mucho
1250,10000,3164,2.000,6327,0.000,10,2016,1,Mucho
1125,9000,2847,1.636,4659,0.750,9,2016,2,Medio
0,0,0,0.000,0,0.061,0,2016,3,Nada
1500,6000,1898,0.500,949,0.000,6,2016,4,Medio
2500,10000,3164,0.526,1665,4.800,10,2016,5,Nada
1000,1000,316,0.074,23,2.625,1,2016,6,Nada
0,0,0,0.000,0,2.294,0,2016,7,Nada
1286,9000,2847,1.059,3015,3.545,9,2016,8,Medio
0,0,0,0.000,0,1.200,0,2016,9,Nada
