KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,Nada
0,0,0,0.000,0,0.000,0,2014,1,Nada
7364,81000,11450,0.254,2903,0.000,27,2014,2,Nada
12600,126000,17812,0.189,3370,23.667,42,2014,3,Nada
15750,189000,26718,0.316,8437,10.043,63,2014,4,Nada
0,0,0,0.000,0,3.818,0,2014,5,Nada
8000,24000,3393,0.048,164,4.800,8,2014,6,Nada
16500,198000,27990,0.508,14210,6.887,66,2014,7,Nada
19929,279000,40120,0.457,18335,3.932,93,2014,8,Medio
6000,18000,4584,0.039,177,5.569,6,2014,9,Nada
6000,6000,1528,0.003,5,0.018,2,2014,10,Nada
4737,90000,22918,0.034,788,34.307,30,2014,11,Nada
5625,90000,22918,0.031,707,46.500,30,2014,12,Nada
5538,72000,18335,0.022,412,65.565,24,2015,1,Nada
4909,108000,27502,0.035,963,27.964,36,2015,2,Nada
5182,57000,14515,0.019,271,42.467,19,2015,3,Nada
5308,69000,17571,0.043,749,28.975,23,2015,4,Nada
6000,36000,9167,0.025,230,12.154,12,2015,5,Nada
5786,81000,20626,0.064,1312,35.556,27,2015,6,Nada
6000,48000,12223,0.152,1863,10.113,16,2015,7,Nada
15000,30000,7639,0.046,350,0.055,10,2015,8,Nada
15000,120000,30558,0.097,2974,24.623,40,2015,9,Nada
21667,390000,99312,0.403,40033,17.591,130,2015,10,Medio
12000,72000,18335,0.098,1789,4.300,24,2015,11,Nada
15000,360000,91673,0.690,63223,3.619,120,2015,12,Medio
20455,675000,171886,1.429,245552,1.248,225,2016,1,Medio
14778,399000,101604,0.989,100471,1.634,133,2016,2,Nada
18900,189000,48128,0.376,18102,0.427,63,2016,3,Nada
16444,444000,113063,0.769,86926,1.903,148,2016,4,Mucho
24000,216000,59882,0.336,20147,1.029,72,2016,5,Nada
24000,120000,38689,0.137,5309,3.286,40,2016,6,Nada
23308,303000,97689,0.457,44645,3.150,101,2016,7,Medio
18500,222000,71574,0.561,40125,2.380,74,2016,8,Nada
15818,174000,56099,0.847,47500,1.326,58,2016,9,Medio
