KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,Nada
0,0,0,0.000,0,0.000,0,2014,1,Nada
13800,13800,5027,0.047,234,33.000,1,2014,2,Nada
13800,41400,15082,0.154,2320,63.000,3,2014,3,Nada
18975,151800,55300,0.880,48664,13.500,11,2014,4,Medio
11829,82800,30164,1.500,45245,1.400,6,2014,5,Mucho
13800,13800,5027,2.000,10055,0.150,1,2014,6,Mucho
0,0,0,0.000,0,0.000,0,2014,7,Nada
13800,13800,6073,0.182,1104,0.000,1,2014,8,Nada
16100,96600,42509,0.933,39675,16.500,7,2014,9,Nada
0,0,0,0.000,0,1.500,0,2014,10,Nada
13800,13800,6073,0.286,1735,1.500,1,2014,11,Nada
0,0,0,0.000,0,1.125,0,2014,12,Nada
0,0,0,0.000,0,9.000,0,2015,1,Nada
13800,13800,6073,0.400,2429,9.000,1,2015,2,Nada
0,0,0,0.000,0,6.000,0,2015,3,Nada
13800,13800,6073,0.133,810,6.000,1,2015,4,Nada
13800,13800,6073,0.080,486,19.500,1,2015,5,Nada
13800,27600,12145,0.182,2208,18.000,2,2015,6,Nada
13800,55200,24291,0.500,12145,7.500,4,2015,7,Nada
13800,13800,6073,0.222,1349,2.571,1,2015,8,Nada
13800,41400,18218,2.000,36436,1.286,3,2015,9,Medio
0,0,0,0.000,0,0.000,0,2015,10,Nada
0,0,0,0.000,0,0.000,0,2015,11,Nada
13800,13800,7436,0.087,647,12.000,1,2015,12,Nada
13800,27600,14873,0.200,2975,33.000,2,2016,1,Nada
0,0,0,0.000,0,9.000,0,2016,2,Nada
13800,27600,14873,0.250,3718,9.000,2,2016,3,Nada
13800,13800,7436,0.154,1144,5.250,1,2016,4,Nada
13800,96600,50418,0.824,41521,6.000,7,2016,5,Nada
13800,110400,46400,1.143,53029,3.300,8,2016,6,Medio
13800,41400,17400,0.600,10440,0.563,3,2016,7,Medio
13800,96600,40600,2.000,81200,1.167,7,2016,8,Mucho
0,0,0,0.000,0,0.000,0,2016,9,Nada
