KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,Nada
13500,13500,6524,0.111,725,-3.000,1,2014,1,Nada
13500,13500,6524,0.054,353,28.500,1,2014,2,Nada
13500,13500,6524,0.057,373,27.000,1,2014,3,Nada
13500,13500,6524,0.061,395,17.000,1,2014,4,Nada
13500,13500,6524,0.065,421,16.000,1,2014,5,Nada
13500,13500,6524,0.069,450,15.000,1,2014,6,Nada
13500,67500,32619,0.435,14182,14.000,5,2014,7,Mucho
20250,40500,19571,0.240,4697,3.857,3,2014,8,Nada
13500,27000,13048,0.133,1740,5.333,2,2014,9,Nada
13500,13500,6524,0.074,483,4.200,1,2014,10,Nada
13500,40500,19571,0.261,5106,6.500,3,2014,11,Nada
13500,13500,6524,0.105,687,5.000,1,2014,12,Nada
13500,67500,32619,0.769,25092,5.400,5,2015,1,Mucho
13500,13500,6524,0.500,3262,1.333,1,2015,2,Mucho
6750,13500,6524,-2.000,-13048,0.000,1,2015,3,Nada
13500,13500,6524,0.286,1864,-0.429,1,2015,4,Nada
13500,27000,13048,0.286,3728,8.000,2,2015,5,Nada
10125,40500,19571,0.667,13048,4.500,3,2015,6,Medio
13500,40500,19571,2.000,39143,1.500,3,2015,7,Mucho
0,0,0,0.000,0,0.000,0,2015,8,Nada
0,0,0,0.000,0,0.000,0,2015,9,Nada
13500,13500,6524,0.222,1450,0.000,1,2015,10,Nada
13500,13500,6524,0.118,768,27.000,1,2015,11,Nada
0,0,0,0.000,0,12.000,0,2015,12,Nada
13500,27000,13048,0.286,3728,12.000,2,2016,1,Nada
13500,13500,6524,0.182,1186,6.000,1,2016,2,Nada
0,0,0,0.000,0,5.000,0,2016,3,Nada
13500,13500,6524,0.222,1450,5.000,1,2016,4,Nada
13500,13500,6524,0.286,1864,6.000,1,2016,5,Nada
13500,54000,26181,0.667,17454,4.500,4,2016,6,Mucho
13500,54000,26438,0.571,15107,4.500,4,2016,7,Mucho
13500,27000,13219,0.500,6610,1.667,2,2016,8,Medio
0,0,0,0.000,0,0.900,0,2016,9,Nada
