KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
6000,102000,42763,11.333,484644,6.000,17,2013,12,Medio
7200,36000,15093,0.429,6468,-0.158,6,2014,1,Medio
6429,90000,37732,0.545,20581,3.480,15,2014,2,Mucho
6667,60000,25155,0.476,11978,2.053,10,2014,3,Medio
6857,96000,40247,2.000,80495,1.548,16,2014,4,Medio
6000,36000,15093,1.000,15093,0.000,6,2014,5,Mucho
6000,30000,12577,0.526,6620,1.125,5,2014,6,Mucho
6000,12000,5031,0.333,1677,0.778,2,2014,7,Nada
7000,42000,17608,0.933,16434,1.154,7,2014,8,Mucho
6000,60000,25155,2.000,50309,2.143,10,2014,9,Nada
5000,30000,12577,0.769,9675,0.000,5,2014,10,Medio
6000,42000,15790,0.452,7131,1.773,7,2014,11,Medio
6000,42000,14426,0.341,4926,2.455,7,2014,12,Nada
6000,12000,4122,0.091,375,3.632,2,2015,1,Nada
6000,42000,14426,0.400,5771,3.938,7,2015,2,Medio
6000,24000,8244,0.148,1221,2.625,4,2015,3,Nada
6000,24000,8244,0.105,868,9.231,4,2015,4,Nada
6000,12000,4122,0.057,236,7.200,2,2015,5,Nada
6000,12000,4122,0.061,250,10.200,2,2015,6,Nada
0,0,0,0.000,0,12.000,0,2015,7,Nada
6000,18000,6183,0.098,608,24.000,3,2015,8,Nada
6000,12000,4122,0.071,294,17.400,2,2015,9,Nada
6000,60000,20609,0.455,9368,16.200,10,2015,10,Medio
6000,18000,6183,0.194,1197,3.400,3,2015,11,Nada
6000,24000,8244,0.333,2748,2.800,4,2015,12,Nada
6667,60000,20609,2.000,41218,1.765,10,2016,1,Nada
6000,18000,5945,0.667,3964,0.000,3,2016,2,Medio
6000,36000,11891,1.091,12972,1.588,6,2016,3,Medio
6000,12000,3964,2.000,7927,0.316,2,2016,4,Mucho
0,0,0,0.000,0,0.000,0,2016,5,Nada
6000,6000,1902,0.182,346,0.000,1,2016,6,Nada
6000,54000,17116,1.385,23700,11.000,9,2016,7,Nada
6000,12000,3804,2.000,7607,0.600,2,2016,8,Medio
0,0,0,0.000,0,0.000,0,2016,9,Nada
