KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1500,27000,10073,-2.000,-20145,0.000,18,2013,12,Nada
0,0,0,0.000,0,-2.842,0,2014,1,Nada
1714,36000,15273,0.381,5818,0.000,24,2014,2,Nada
1544,265500,112636,2.226,250775,9.000,177,2014,3,Nada
1522,204000,86545,3.400,294255,0.493,136,2014,4,Mucho
1554,301500,127909,2.083,266422,0.418,201,2014,5,Mucho
1553,264000,112000,1.244,139307,0.852,176,2014,6,Mucho
1538,364500,154636,2.685,415211,0.801,243,2014,7,Medio
1538,300000,127273,2.128,270793,0.213,200,2014,8,Mucho
1513,360000,152727,1.935,295601,0.698,240,2014,9,Medio
1512,372000,157818,1.908,301069,0.457,248,2014,10,Mucho
1696,390000,165455,1.477,244421,0.680,260,2014,11,Medio
1533,483000,204909,2.013,412380,0.786,322,2014,12,Medio
1517,397500,168636,1.873,315821,0.448,265,2015,1,Mucho
1540,406500,172455,2.883,497183,0.563,271,2015,2,Mucho
1532,360000,152727,26.667,4072727,0.101,240,2015,3,Mucho
1526,346500,147000,1.863,273847,-0.043,231,2015,4,Mucho
1545,363000,154000,1.136,174967,1.047,242,2015,5,Medio
1550,327000,138727,1.639,227388,0.703,218,2015,6,Medio
1554,301500,127909,2.735,349792,0.430,201,2015,7,Mucho
1526,268500,113909,0.950,108168,0.218,179,2015,8,Mucho
1525,277500,117727,0.646,76019,1.651,185,2015,9,Medio
1517,273000,115818,0.798,92451,1.296,182,2015,10,Nada
1562,301500,127909,1.795,229551,1.165,201,2015,11,Mucho
1565,435000,184545,2.479,457420,0.063,290,2015,12,Mucho
1644,411000,174364,1.212,211397,0.990,274,2016,1,Medio
1559,316500,134273,1.688,226652,0.902,211,2016,2,Medio
1841,202500,85909,1.317,113149,0.077,135,2016,3,Mucho
1524,387000,164182,1.654,271531,0.895,258,2016,4,Medio
1585,337500,143182,1.613,230938,0.631,225,2016,5,Medio
1544,264000,112000,1.266,141813,0.738,176,2016,6,Mucho
1557,369000,156545,2.764,432699,0.574,246,2016,7,Mucho
1695,364500,154636,3.000,463909,0.241,243,2016,8,Mucho
1552,225000,95455,1.111,106061,0.496,150,2016,9,Mucho
