KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,Nada
0,0,0,0.000,0,0.000,0,2014,1,Nada
25200,25200,10473,0.182,1904,0.000,1,2014,2,Nada
29400,176400,70216,0.933,65535,33.000,7,2014,3,Medio
20160,100800,40124,0.125,5015,1.500,4,2014,4,Nada
25200,252000,104727,0.182,19041,15.000,10,2014,5,Nada
26400,369600,148691,0.353,52479,7.143,15,2014,6,Medio
28000,168000,50182,0.258,12950,3.621,8,2014,7,Nada
21000,84000,25091,0.108,2713,2.455,4,2014,8,Nada
21000,84000,25091,0.089,2230,5.222,4,2014,9,Nada
0,0,0,0.000,0,8.063,0,2014,10,Nada
0,0,0,0.000,0,16.125,0,2014,11,Nada
21000,21000,6273,0.024,148,32.250,1,2014,12,Nada
21000,21000,6273,0.024,151,126.000,1,2015,1,Nada
21000,63000,18818,0.076,1429,61.500,3,2015,2,Nada
21000,84000,25091,0.111,2788,22.800,4,2015,3,Nada
21000,105000,31364,0.159,4978,12.750,5,2015,4,Nada
21000,168000,50182,0.320,16058,7.250,8,2015,5,Nada
24500,147000,43909,0.400,17564,3.706,7,2015,6,Nada
25200,252000,75273,1.500,112909,2.100,12,2015,7,Nada
21000,42000,12545,2.000,25091,0.222,2,2015,8,Mucho
21000,189000,38782,0.667,25855,0.000,9,2015,9,Medio
23625,189000,38782,0.400,15513,3.522,9,2015,10,Nada
21000,105000,21545,0.323,6950,2.700,5,2015,11,Nada
21000,84000,17236,0.364,6268,1.696,4,2015,12,Nada
21000,84000,17236,0.571,9849,1.500,4,2016,1,Mucho
26250,105000,18207,0.345,6278,1.154,5,2016,2,Nada
21000,189000,23760,0.462,10966,5.538,9,2016,3,Nada
25667,231000,29040,1.158,33625,2.500,11,2016,4,Nada
21875,525000,66000,7.143,471429,0.480,25,2016,5,Mucho
21000,63000,7920,2.000,15840,0.200,3,2016,6,Mucho
0,0,0,0.000,0,0.000,0,2016,7,Nada
21000,21000,2640,0.057,151,0.000,1,2016,8,Nada
21000,273000,34320,0.321,11016,26.250,13,2016,9,Nada
