KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
8000,480000,177455,4.571,811221,1.151,64,2013,12,Medio
7841,345000,127545,3.407,434599,0.000,46,2014,1,Mucho
7763,442500,142318,2.744,390548,0.443,59,2014,2,Mucho
7734,247500,27682,1.435,39717,0.284,33,2014,3,Mucho
8700,217500,80409,0.866,69608,0.652,29,2014,4,Medio
8382,285000,105364,2.111,222434,0.917,38,2014,5,Mucho
8793,255000,87939,5.667,498323,-0.030,34,2014,6,Mucho
8571,240000,78061,1.641,128099,0.386,32,2014,7,Mucho
8289,315000,102455,2.471,253123,0.750,42,2014,8,Mucho
8611,232500,75621,2.818,213114,0.222,31,2014,9,Mucho
8382,285000,92697,1.226,113629,0.400,38,2014,10,Mucho
8906,285000,92697,1.310,121465,1.297,38,2014,11,Mucho
8777,412500,134167,2.895,388377,0.280,55,2014,12,Mucho
9188,367500,119530,1.241,148278,0.641,49,2015,1,Medio
7500,300000,97576,1.096,106932,1.077,40,2015,2,Mucho
8468,262500,85379,1.014,86616,0.458,35,2015,3,Mucho
7500,210000,68303,0.622,42500,1.137,28,2015,4,Mucho
7500,187500,60985,0.581,35456,1.252,25,2015,5,Mucho
7500,150000,48788,0.606,29568,1.466,20,2015,6,Mucho
7969,127500,35165,0.829,29162,0.945,17,2015,7,Medio
7500,172500,47044,0.885,41616,0.871,23,2015,8,Medio
7841,172500,47044,1.022,48089,1.700,23,2015,9,Medio
7500,105000,28635,0.500,14318,0.524,14,2015,10,Medio
8036,112500,30681,0.400,12272,2.250,15,2015,11,Nada
10263,195000,53180,1.529,81334,1.731,26,2015,12,Medio
10096,262500,71591,7.000,501134,0.218,35,2016,1,Mucho
9000,252000,88364,2.500,220909,0.237,30,2016,2,Mucho
8500,153000,54818,0.857,46987,0.593,18,2016,3,Mucho
8500,204000,73091,1.600,116945,0.867,24,2016,4,Medio
8905,187000,67000,6.286,421143,0.250,22,2016,5,Mucho
10200,51000,18273,0.600,10964,0.047,6,2016,6,Medio
8500,136000,48727,1.391,67794,1.096,16,2016,7,Medio
8500,161500,52409,1.520,79662,0.273,19,2016,8,Mucho
9273,204000,64364,1.600,102982,1.537,24,2016,9,Medio
