KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
2250,18000,9409,0.198,1861,30.000,9,2013,12,Nada
2471,42000,21954,0.512,11245,8.786,21,2014,1,Mucho
2000,26000,13590,0.377,5121,3.514,13,2014,2,Nada
2000,6000,3136,0.113,355,1.953,3,2014,3,Nada
2000,2000,1045,0.022,23,2.027,1,2014,4,Nada
2000,2000,1045,0.015,16,11.647,1,2014,5,Nada
2000,8000,4182,0.063,266,39.000,4,2014,6,Nada
2000,10000,5227,0.085,447,30.500,5,2014,7,Nada
2286,32000,16727,0.333,5576,16.800,16,2014,8,Medio
2222,20000,10454,0.294,3075,4.800,10,2014,9,Nada
2000,8000,4182,0.154,643,2.710,4,2014,10,Nada
2000,12000,6272,0.286,1792,2.400,6,2014,11,Nada
2000,12000,6272,0.400,2509,2.700,6,2014,12,Nada
2000,4000,2091,0.182,380,2.250,2,2015,1,Nada
0,0,0,0.000,0,2.143,0,2015,2,Nada
0,0,0,0.000,0,3.750,0,2015,3,Nada
0,0,0,0.000,0,15.000,0,2015,4,Nada
0,0,0,0.000,0,1.000,0,2015,5,Nada
2500,10000,5341,0.128,685,1.000,5,2015,6,Nada
2500,10000,5341,0.076,408,40.800,5,2015,7,Nada
2000,40000,21364,0.377,8062,18.900,20,2015,8,Medio
2000,10000,5341,0.123,659,4.300,5,2015,9,Nada
2800,14000,7477,0.203,1517,3.800,7,2015,10,Nada
2000,16000,8545,0.296,2532,2.906,8,2015,11,Nada
2000,10000,5341,0.161,861,3.450,5,2015,12,Nada
2400,12000,6409,0.167,1068,5.850,6,2016,1,Nada
2286,16000,8545,0.276,2357,5.211,8,2016,2,Nada
2000,32000,17091,0.941,16086,3.947,16,2016,3,Medio
2667,8000,4273,0.571,2442,0.900,4,2016,4,Mucho
2000,14000,7477,0.107,799,0.536,7,2016,5,Nada
2400,12000,6409,0.049,313,14.000,6,2016,6,Nada
2000,6000,3205,0.025,81,21.176,3,2016,7,Nada
2000,10000,5341,0.044,233,21.938,5,2016,8,Nada
2000,14000,7477,0.059,442,24.000,7,2016,9,Nada
