KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
4500,171000,42886,2.111,90537,3.571,38,2013,12,Medio
4615,180000,45143,2.667,120381,0.559,40,2014,1,Mucho
4371,153000,38371,1.308,50178,0.576,34,2014,2,Mucho
4737,90000,22571,0.430,9708,0.884,20,2014,3,Nada
4500,76500,19186,0.330,6333,1.915,17,2014,4,Nada
4500,54000,13543,0.324,4392,1.817,12,2014,5,Nada
4500,99000,24829,1.128,28012,1.898,22,2014,6,Nada
4500,36000,9029,2.000,18057,0.471,8,2014,7,Mucho
4500,121500,25471,2.571,65498,0.000,27,2014,8,Mucho
4974,94500,19500,2.000,39000,1.105,21,2014,9,Mucho
4000,36000,7429,0.250,1857,0.000,8,2014,10,Nada
4500,94500,19500,0.393,7654,3.429,21,2014,11,Nada
4605,198000,40857,2.095,85605,2.580,44,2014,12,Medio
4680,117000,24143,1.182,28532,-0.041,26,2015,1,Mucho
4821,135000,27857,0.984,27400,1.484,30,2015,2,Medio
4680,117000,24143,0.963,23249,0.480,26,2015,3,Mucho
4500,139500,28786,1.378,39660,1.390,31,2015,4,Medio
4500,31500,6500,2.000,13000,0.241,7,2015,5,Mucho
0,0,0,0.000,0,0.000,0,2015,6,Nada
4500,22500,3452,0.233,803,0.000,5,2015,7,Nada
4500,130500,20024,1.018,20375,10.750,29,2015,8,Medio
4500,81000,12429,0.439,5456,1.235,18,2015,9,Nada
4500,90000,13810,0.348,4803,3.923,20,2015,10,Nada
4891,112500,17262,0.725,12509,2.104,25,2015,11,Medio
4500,153000,23476,2.000,46952,1.048,34,2015,12,Medio
4500,94500,14500,0.420,6090,0.456,21,2016,1,Medio
4500,175500,26929,0.569,15332,3.300,39,2016,2,Mucho
4765,162000,24857,0.837,20811,1.564,36,2016,3,Medio
4655,135000,19643,0.517,10160,1.156,30,2016,4,Medio
4500,117000,8667,0.394,3414,2.257,26,2016,5,Nada
4781,76500,5667,0.309,1752,1.728,17,2016,6,Nada
4500,121500,9000,0.628,5651,2.342,27,2016,7,Medio
4667,126000,9333,1.037,9679,1.243,28,2016,8,Mucho
4500,72000,5333,0.914,4876,1.042,16,2016,9,Medio
