KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
7304,336000,109088,8.000,872704,0.000,48,2013,12,Mucho
7000,301000,97724,3.739,365404,0.500,43,2014,1,Mucho
7645,581000,188631,3.532,666227,0.287,83,2014,2,Mucho
8200,574000,186359,4.316,804287,0.621,82,2014,3,Mucho
7000,315000,102270,45.000,4602142,0.029,45,2014,4,Mucho
9190,193000,63362,3.600,228103,0.000,27,2014,5,Mucho
8929,375000,121966,25.000,3049148,0.292,50,2014,6,Mucho
8804,405000,131724,54.000,7113070,-0.270,54,2014,7,Mucho
8457,397500,129284,7.067,913610,0.298,53,2014,8,Mucho
8750,262500,85376,3.182,271652,0.038,35,2014,9,Mucho
8922,517500,168314,5.520,929091,0.423,69,2014,10,Mucho
8676,442500,143920,5.130,738373,0.096,59,2014,11,Mucho
8906,570000,185389,4.750,880600,0.331,76,2014,12,Mucho
8269,322500,104891,2.606,273352,0.206,43,2015,1,Mucho
7852,502500,163435,5.583,912510,0.320,67,2015,2,Mucho
7989,367500,119527,10.889,1301512,0.081,49,2015,3,Mucho
7917,427500,139042,-57.000,-7925409,0.075,57,2015,4,Nada
7350,367500,119527,4.261,509289,-0.104,49,2015,5,Mucho
7714,270000,87816,1.029,90325,0.561,36,2015,6,Mucho
7292,262500,85377,1.186,101294,0.866,35,2015,7,Medio
7800,390000,126845,2.261,286780,0.450,52,2015,8,Mucho
8077,315000,102452,1.750,179291,0.683,42,2015,9,Medio
7754,457500,131714,3.128,412028,0.465,61,2015,10,Mucho
7500,277500,76806,2.000,153612,0.368,37,2015,11,Mucho
7500,465000,128702,2.638,339553,0.386,62,2015,12,Mucho
7835,877500,242871,4.333,1052443,0.544,117,2016,1,Mucho
7396,532500,147384,2.491,367167,0.347,71,2016,2,Mucho
7500,322500,89261,2.150,191910,0.384,43,2016,3,Mucho
7500,165000,45668,3.667,167449,0.104,22,2016,4,Mucho
7500,300000,83033,2.857,237238,0.088,40,2016,5,Mucho
7500,360000,93730,2.182,204501,0.686,48,2016,6,Medio
7385,480000,107636,4.267,459248,0.545,64,2016,7,Mucho
7297,270000,60545,2.250,136227,0.197,36,2016,8,Mucho
7500,300000,67273,1.739,116996,0.446,40,2016,9,Mucho
