KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
3700,25900,9036,0.000,0,0.000,7,2013,12,Nada
3700,48100,16782,3.714,62332,0.000,13,2014,1,Mucho
3505,66600,23236,2.571,59751,0.677,18,2014,2,Medio
3700,66600,22236,3.273,72774,0.553,18,2014,3,Mucho
4625,18500,6000,1.250,7500,0.245,5,2014,4,Mucho
3700,22200,7200,2.400,17280,0.293,6,2014,5,Mucho
4036,44400,14400,24.000,345600,0.103,12,2014,6,Mucho
3700,33300,10800,9.000,97200,0.000,9,2014,7,Mucho
3700,37000,12000,5.000,60000,0.222,10,2014,8,Mucho
3700,29600,9600,2.667,25600,0.194,8,2014,9,Mucho
3700,44400,14400,4.000,57600,0.444,12,2014,10,Mucho
4353,74000,24000,10.000,240000,0.200,20,2014,11,Mucho
4554,59200,19200,4.571,87771,0.150,16,2014,12,Mucho
3964,55500,18000,7.500,135000,0.313,15,2015,1,Mucho
4070,40700,13200,0.000,0,-0.059,11,2015,2,Nada
3700,59200,19200,32.000,614400,0.071,16,2015,3,Mucho
3985,51800,16800,28.000,470400,0.000,14,2015,4,Mucho
3700,14800,4800,1.000,4800,0.073,4,2015,5,Mucho
3700,48100,15600,2.600,40560,0.618,13,2015,6,Mucho
4317,51800,16800,5.600,94080,0.290,14,2015,7,Mucho
4625,37000,12000,5.000,60000,0.194,10,2015,8,Mucho
4008,48100,15600,5.200,81120,0.162,13,2015,9,Mucho
3364,37000,12000,3.333,40000,0.243,10,2015,10,Mucho
4440,44400,14400,8.000,115200,0.273,12,2015,11,Mucho
3931,62900,20400,0.000,0,0.000,17,2015,12,Mucho
4255,85100,27600,23.000,634800,0.000,23,2016,1,Mucho
3906,70300,22800,19.000,433200,0.115,19,2016,2,Mucho
3700,25900,8400,2.333,19600,0.000,7,2016,3,Mucho
4317,25900,8400,2.333,19600,0.367,7,2016,4,Mucho
3700,29600,9600,16.000,153600,0.000,8,2016,5,Mucho
3700,14800,4800,4.000,19200,0.136,4,2016,6,Mucho
3700,11100,3600,1.500,5400,0.158,3,2016,7,Mucho
3700,14800,4800,2.667,12800,0.600,4,2016,8,Medio
3700,11100,3191,2.000,6382,0.000,3,2016,9,Mucho
