KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
4414,463500,106118,1.102,116900,3.987,103,2013,12,Nada
4457,468000,41614,1.300,54098,1.352,104,2014,1,Mucho
4359,279000,63973,0.713,45590,0.818,62,2014,2,Mucho
4578,265500,60877,0.645,39254,1.071,59,2014,3,Mucho
4377,319500,73259,0.821,60132,1.160,71,2014,4,Medio
4622,342000,78418,0.817,64084,1.344,76,2014,5,Medio
4500,364500,83577,1.019,85154,1.456,81,2014,6,Medio
4451,405000,92864,1.406,130589,0.776,90,2014,7,Medio
4817,395000,93464,1.708,159667,0.838,82,2014,8,Medio
4691,455000,101341,2.193,222217,0.320,91,2014,9,Mucho
4948,480000,106909,1.231,131580,0.639,96,2014,10,Mucho
5000,405000,90205,1.165,105130,1.115,81,2014,11,Medio
4957,575000,128068,1.870,239477,0.437,115,2014,12,Mucho
5142,545000,121386,1.568,190376,0.863,109,2015,1,Medio
5070,360000,80182,0.980,78545,0.541,72,2015,2,Mucho
5056,455000,101341,1.052,106613,0.932,91,2015,3,Mucho
5061,415000,92432,1.287,118943,0.893,83,2015,4,Medio
4840,455000,101341,1.456,147552,0.585,91,2015,5,Mucho
4884,420000,93545,1.527,142869,0.872,84,2015,6,Mucho
5339,315000,70159,1.355,95054,0.384,63,2015,7,Mucho
5173,403500,71850,1.225,88002,0.756,79,2015,8,Medio
5500,385000,85591,0.886,75840,0.916,70,2015,9,Medio
5310,308000,68473,0.619,42370,1.259,56,2015,10,Mucho
5254,352000,78255,0.753,58921,1.346,64,2015,11,Mucho
5610,561000,124718,1.325,165211,1.232,102,2015,12,Medio
6123,649000,138173,1.532,211745,1.027,118,2016,1,Medio
5393,555500,79423,1.295,102842,0.824,101,2016,2,Medio
5500,302500,43250,0.840,36317,0.729,55,2016,3,Medio
5500,302500,43250,0.909,39318,0.580,55,2016,4,Mucho
5581,379500,54259,1.087,58959,0.967,69,2016,5,Medio
6278,496000,95341,1.735,165387,0.989,85,2016,6,Mucho
7157,594000,127350,1.817,231333,0.560,99,2016,7,Mucho
6281,402000,86186,0.732,63109,0.830,67,2016,8,Mucho
6000,318000,68177,0.522,35600,1.351,53,2016,9,Mucho
