KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
5814,250000,87182,5.000,435909,2.760,50,2013,12,Medio
5294,180000,62771,2.483,155845,-0.120,36,2014,1,Mucho
5000,175000,60245,0.909,54768,0.865,35,2014,2,Medio
5500,165000,48930,1.158,56656,1.116,33,2014,3,Medio
5455,60000,17793,2.000,35585,0.346,12,2014,4,Mucho
5357,75000,25491,3.333,84970,0.000,15,2014,5,Mucho
5000,45000,16004,2.000,32007,0.450,9,2014,6,Mucho
5000,10000,3556,0.400,1423,0.000,2,2014,7,Medio
5000,50000,17782,2.000,35564,1.154,10,2014,8,Medio
5417,65000,23116,2.364,54639,0.000,13,2014,9,Mucho
5227,115000,40898,2.000,81796,1.320,23,2014,10,Mucho
5714,80000,28451,0.571,16258,0.783,16,2014,11,Mucho
5926,160000,58429,0.598,34948,2.538,32,2014,12,Medio
5400,135000,56258,0.545,30686,2.662,27,2015,1,Medio
5833,70000,29171,0.528,15411,1.440,14,2015,2,Mucho
5000,25000,10418,0.345,3592,0.699,5,2015,3,Nada
5000,120000,50007,2.000,100015,0.783,24,2015,4,Mucho
5000,45000,18475,0.462,8527,0.837,9,2015,5,Mucho
5000,75000,27095,0.769,20843,2.132,15,2015,6,Nada
9286,65000,23483,2.364,55505,0.750,13,2015,7,Medio
5250,105000,37934,1.615,61277,-0.081,21,2015,8,Mucho
5625,135000,48772,2.000,97544,1.653,27,2015,9,Nada
5682,125000,45159,-50.000,-2257955,0.000,25,2015,10,Nada
5000,20000,7225,0.364,2627,-0.041,4,2015,11,Nada
5500,165000,59764,1.784,106605,1.232,33,2015,12,Medio
5000,85000,30909,2.267,70061,0.677,17,2016,1,Medio
0,0,0,0.000,0,0.056,0,2016,2,Nada
0,0,0,0.000,0,0.060,0,2016,3,Nada
0,0,0,0.000,0,0.000,0,2016,4,Nada
0,0,0,0.000,0,0.000,0,2016,5,Nada
0,0,0,0.000,0,0.000,0,2016,6,Nada
0,0,0,0.000,0,0.000,0,2016,7,Nada
0,0,0,0.000,0,0.000,0,2016,8,Nada
6000,30000,9796,0.667,6531,0.000,6,2016,9,Medio
