KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,Nada
3500,3500,1171,0.500,585,0.000,1,2014,1,Medio
3500,14000,4684,1.000,4684,12.000,4,2014,2,Nada
3500,3500,1171,0.286,335,2.400,1,2014,3,Nada
3500,3500,1171,0.400,468,1.500,1,2014,4,Mucho
3500,3500,1171,0.667,781,1.000,1,2014,5,Mucho
3500,3500,1171,2.000,2342,1.000,1,2014,6,Medio
0,0,0,0.000,0,0.000,0,2014,7,Nada
3500,21000,7025,1.333,9367,7.500,6,2014,8,Nada
7000,7000,2342,0.800,1873,1.714,2,2014,9,Nada
3500,7000,2342,0.000,0,0.375,2,2014,10,Nada
3500,14000,4684,-8.000,-37469,-0.300,4,2014,11,Nada
0,0,0,0.000,0,0.000,0,2014,12,Nada
0,0,0,0.000,0,0.000,0,2015,1,Nada
0,0,0,0.000,0,0.000,0,2015,2,Nada
3500,10500,3225,3.000,9676,0.000,3,2015,3,Mucho
3500,3500,1027,0.667,685,2.000,1,2015,4,Nada
0,0,0,0.000,0,0.750,0,2015,5,Nada
3500,3500,1027,2.000,2055,0.750,1,2015,6,Medio
0,0,0,0.000,0,0.000,0,2015,7,Nada
0,0,0,0.000,0,0.000,0,2015,8,Nada
0,0,0,0.000,0,0.000,0,2015,9,Nada
0,0,0,0.000,0,0.000,0,2015,10,Nada
3500,3500,738,0.222,164,0.000,1,2015,11,Nada
3500,21000,4429,1.000,4429,27.000,6,2015,12,Nada
3500,10500,2215,0.750,1661,1.286,3,2016,1,Mucho
4375,17500,3691,2.000,7382,1.500,5,2016,2,Mucho
3500,7000,1907,0.800,1526,0.000,2,2016,3,Medio
3500,10500,2861,0.857,2452,1.500,3,2016,4,Medio
0,0,0,0.000,0,0.600,0,2016,5,Nada
3500,35000,9536,1.429,13623,7.200,10,2016,6,Medio
3500,24500,6675,0.000,0,0.462,7,2016,7,Mucho
3500,3500,954,0.400,381,-0.353,1,2016,8,Medio
5250,10500,2861,0.462,1320,1.167,3,2016,9,Mucho
