KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,Nada
0,0,0,0.000,0,0.000,0,2014,1,Nada
0,0,0,0.000,0,0.000,0,2014,2,Nada
0,0,0,0.000,0,0.000,0,2014,3,Nada
0,0,0,0.000,0,0.000,0,2014,4,Nada
0,0,0,0.000,0,0.000,0,2014,5,Nada
0,0,0,0.000,0,0.000,0,2014,6,Nada
0,0,0,0.000,0,0.000,0,2014,7,Nada
0,0,0,0.000,0,0.000,0,2014,8,Nada
0,0,0,0.000,0,0.000,0,2014,9,Nada
6679,93500,25545,0.791,20199,0.000,17,2014,10,Medio
6346,82500,21136,0.423,8931,7.588,15,2014,11,Nada
9625,154000,39455,2.000,78909,2.625,28,2014,12,Medio
5500,5500,1409,0.034,48,0.000,1,2015,1,Nada
7071,99000,25364,0.360,9131,4.023,18,2015,2,Nada
6600,33000,8455,0.158,1335,2.617,6,2015,3,Nada
11000,55000,14091,0.333,4697,4.200,10,2015,4,Nada
6188,49500,12682,0.439,5568,2.206,9,2015,5,Nada
5500,38500,9864,0.560,5524,1.920,7,2015,6,Nada
5500,11000,2818,0.250,705,1.038,2,2015,7,Nada
8250,33000,5727,0.179,1026,1.167,6,2015,8,Nada
10214,71500,12409,0.243,3015,12.000,13,2015,9,Nada
7150,71500,12409,0.321,3983,6.714,13,2015,10,Nada
8500,93500,16227,0.667,10818,3.188,17,2015,11,Nada
9036,126500,21955,0.430,9438,1.186,23,2015,12,Mucho
8512,357500,62045,1.130,70138,5.094,65,2016,1,Medio
6769,264000,45818,1.548,70944,0.714,48,2016,2,Mucho
8678,390500,67773,1.000,67773,0.816,71,2016,3,Medio
7500,412500,71591,0.725,51877,1.712,75,2016,4,Mucho
7229,253000,43909,0.571,25091,1.577,46,2016,5,Medio
6600,198000,34364,0.878,30173,0.922,36,2016,6,Mucho
7500,232500,70985,0.587,41690,0.439,37,2016,7,Medio
7280,364000,126424,0.415,52443,2.597,56,2016,8,Mucho
6948,201500,69985,0.204,14273,3.884,31,2016,9,Nada
