KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
47143,12540000,2280000,0.775,1767070,1.174,1254,2013,12,Nada
41139,9750000,1772727,0.222,392776,4.430,975,2014,1,Nada
34237,6060000,1101818,0.109,120263,5.914,606,2014,2,Nada
39563,6330000,1150909,0.129,147984,5.554,633,2014,3,Nada
39945,7270000,1321818,0.172,226990,6.229,727,2014,4,Nada
28161,4900000,890909,0.135,120426,5.905,490,2014,5,Nada
30186,4860000,883636,0.155,136897,5.481,486,2014,6,Nada
35688,7780000,1414545,0.205,290450,5.098,778,2014,7,Nada
33474,13490000,2452727,0.337,827079,8.011,1349,2014,8,Nada
37030,13590000,4231364,0.504,2131760,3.808,1359,2014,9,Medio
37977,16520000,3142275,0.511,1606138,1.788,1652,2014,10,Medio
36816,12738500,2296047,0.324,743250,3.018,1222,2014,11,Nada
45529,16254000,3025754,0.648,1959777,2.242,1548,2014,12,Medio
38935,12537000,2333818,1.172,2734621,1.096,1194,2015,1,Mucho
39160,9555000,2859931,0.445,1271391,0.319,910,2015,2,Medio
43448,8820000,3092727,0.258,797388,3.016,840,2015,3,Nada
38294,7812000,2739273,0.301,824441,2.898,744,2015,4,Nada
36339,7885500,2765045,0.435,1204146,2.526,751,2015,5,Nada
39855,7413000,1689131,0.306,517590,1.733,706,2015,6,Nada
38371,8326500,1550015,0.277,429401,4.442,793,2015,7,Nada
41728,14521500,2703241,0.774,2091515,3.288,1383,2015,8,Medio
43350,12138000,1907833,0.530,1011212,1.154,1156,2015,9,Mucho
42421,15865500,2403864,0.608,1461665,2.929,1511,2015,10,Medio
48929,14385000,2179545,1.328,2893389,1.272,1370,2015,11,Mucho
59188,23971000,3663409,3.593,13161805,0.258,2188,2015,12,Mucho
50461,19932000,3047455,1.421,4329273,0.515,1812,2016,1,Mucho
45493,12738000,1947545,1.049,2043731,0.939,1158,2016,2,Mucho
53327,11572000,1769273,0.782,1382819,0.307,1052,2016,3,Medio
45603,11264000,1722182,0.620,1068473,1.615,1024,2016,4,Nada
50191,10791000,1649864,0.762,1257100,1.054,981,2016,5,Mucho
46494,12507000,1912227,1.283,2452569,1.412,1137,2016,6,Mucho
43752,15532000,2374727,2.410,5722039,0.319,1412,2016,7,Mucho
53582,22451000,3432591,1.418,4866911,0.712,2041,2016,8,Medio
50906,20108000,3074364,0.865,2660325,1.334,1828,2016,9,Medio
