KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
4000,8000,2195,0.182,399,0.000,2,2013,12,Nada
4000,32000,8727,0.444,3879,33.000,8,2014,1,Nada
4500,36000,9818,0.947,9301,4.200,9,2014,2,Medio
4444,40000,10909,0.833,9091,0.789,10,2014,3,Medio
4364,48000,13091,0.923,12084,2.111,12,2014,4,Medio
6400,32000,8727,0.533,4655,0.677,8,2014,5,Mucho
4381,92000,25091,2.000,50182,2.300,23,2014,6,Nada
4000,20000,5455,0.526,2871,0.000,5,2014,7,Medio
4000,28000,7636,0.737,5627,1.583,7,2014,8,Nada
4000,4000,1235,0.087,107,0.000,1,2014,9,Nada
4000,36000,11119,0.486,5409,5.308,9,2014,10,Nada
4667,28000,8648,0.667,5765,2.471,7,2014,11,Nada
4800,24000,7413,1.500,11119,1.235,6,2014,12,Medio
0,0,0,0.000,0,0.136,0,2015,1,Nada
6000,12000,3136,0.273,855,0.231,3,2015,2,Nada
4444,40000,10455,0.625,6534,7.000,10,2015,3,Nada
4000,68000,15591,1.172,18279,2.538,17,2015,4,Nada
4000,68000,15455,1.789,27656,1.800,17,2015,5,Nada
6000,12000,3706,0.261,967,0.068,3,2015,6,Nada
4727,104000,32122,1.238,39770,1.784,26,2015,7,Nada
4000,60000,18532,0.612,11346,1.304,15,2015,8,Mucho
4667,28000,8648,0.187,1614,1.977,7,2015,9,Nada
4000,68000,21003,0.391,8208,2.875,17,2015,10,Nada
4471,76000,23474,0.603,14159,3.154,19,2015,11,Medio
4000,32000,9884,0.267,2636,1.535,8,2015,12,Nada
4800,48000,14825,0.369,5474,2.591,12,2016,1,Nada
4750,76000,23474,0.458,10747,2.077,19,2016,2,Medio
4000,64000,19767,0.333,6589,4.308,16,2016,3,Nada
4286,60000,18532,0.462,8553,2.553,15,2016,4,Nada
4286,120000,37064,0.732,27120,1.500,30,2016,5,Medio
4500,144000,44476,0.706,31395,2.803,36,2016,6,Mucho
4769,124000,38299,0.747,28609,1.667,31,2016,7,Mucho
4541,168000,51889,1.024,53155,1.175,42,2016,8,Medio
4421,84000,25945,0.368,9559,1.211,21,2016,9,Nada
