KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,Nada
0,0,0,0.000,0,0.000,0,2014,1,Nada
0,0,0,0.000,0,0.000,0,2014,2,Nada
12500,12500,4682,0.087,407,1.000,1,2014,3,Nada
12500,25000,9364,0.200,1873,33.000,2,2014,4,Nada
0,0,0,0.000,0,9.000,0,2014,5,Nada
12500,12500,4682,0.118,551,9.000,1,2014,6,Nada
12500,25000,9364,0.222,2081,8.000,2,2014,7,Nada
16667,50000,18727,0.500,9364,10.000,4,2014,8,Mucho
0,0,0,0.000,0,2.571,0,2014,9,Nada
12500,12500,4682,0.133,624,3.000,1,2014,10,Nada
8333,25000,9364,0.250,2341,5.400,2,2014,11,Nada
12500,75000,28091,0.750,21068,7.000,6,2014,12,Mucho
12500,25000,9364,0.250,2341,3.000,2,2015,1,Nada
12500,75000,28091,0.750,21068,2.100,6,2015,2,Mucho
0,0,0,0.000,0,1.929,0,2015,3,Nada
12500,12500,4682,0.069,323,4.875,1,2015,4,Nada
12500,12500,4682,0.065,302,6.857,1,2015,5,Nada
12500,12500,4682,0.069,323,22.500,1,2015,6,Nada
12500,12500,4682,0.074,347,14.000,1,2015,7,Nada
0,0,0,0.000,0,13.000,0,2015,8,Nada
12500,37500,14045,0.261,3664,19.500,3,2015,9,Nada
0,0,0,0.000,0,7.500,0,2015,10,Nada
12500,12500,4682,0.105,493,10.000,1,2015,11,Nada
18750,37500,14045,0.400,5618,6.750,3,2015,12,Medio
12500,25000,8545,0.222,1899,4.500,2,2016,1,Nada
0,0,0,0.000,0,6.000,0,2016,2,Nada
12500,12500,4273,0.087,372,7.200,1,2016,3,Nada
12500,12500,4273,0.111,475,11.000,1,2016,4,Nada
0,0,0,0.000,0,10.500,0,2016,5,Nada
12500,12500,4273,0.286,1221,6.000,1,2016,6,Nada
12500,12500,3864,0.250,966,4.500,1,2016,7,Nada
12500,25000,7728,0.250,1932,7.500,2,2016,8,Nada
8333,25000,7728,0.200,1546,8.250,2,2016,9,Nada
