modelo;NINS;PACI;PDES;KSTA;MAERR;RAERR;RMSERR;RRSERR;Nada_TPRA;Nada_FPRA;Nada_TNRA;Nada_FNRA;Nada_PREC;Nada_RCALL;Nada_FMEA;Nada_MCC;Nada_ROCA;Nada_PRCA;Poco_TPRA;Poco_FPRA;Poco_TNRA;Poco_FNRA;Poco_PREC;Poco_RCALL;Poco_FMEA;Poco_MCC;Poco_ROCA;Poco_PRCA;Medio_TPRA;Medio_FPRA;Medio_TNRA;Medio_FNRA;Medio_PREC;Medio_RCALL;Medio_FMEA;Medio_MCC;Medio_ROCA;Medio_PRCA;Mucho_TPRA;Mucho_FPRA;Mucho_TNRA;Mucho_FNRA;Mucho_PREC;Mucho_RCALL;Mucho_FMEA;Mucho_MCC;Mucho_ROCA;Mucho_PRCA;tipo_evaluacion;producto_evaluado;
weka.classifiers.functions.SimpleLogistic;59.00;93.22;6.78;0.88;0.08;29.52;0.20;52.38;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.89;0.00;1.00;0.11;1.00;0.89;0.94;0.87;0.96;0.98;1.00;0.09;0.91;0.00;0.75;1.00;0.86;0.83;0.96;0.78;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10074.csv;
weka.classifiers.functions.SMO;59.00;83.05;16.95;0.68;0.27;93.04;0.34;90.09;0.56;0.00;1.00;0.44;1.00;0.56;0.71;0.72;0.96;0.78;0.94;0.26;0.74;0.06;0.85;0.94;0.89;0.71;0.84;0.84;0.83;0.09;0.91;0.17;0.71;0.83;0.77;0.71;0.91;0.64;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.88;0.13;split;KPI/MENSUAL/10074.csv;
weka.classifiers.rules.OneR;59.00;84.75;15.25;0.72;0.08;26.58;0.28;73.64;0.89;0.00;1.00;0.11;1.00;0.89;0.94;0.93;0.94;0.91;0.89;0.22;0.78;0.11;0.86;0.89;0.88;0.68;0.84;0.84;0.83;0.09;0.91;0.17;0.71;0.83;0.77;0.71;0.87;0.63;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.03;split;KPI/MENSUAL/10074.csv;
weka.classifiers.rules.DecisionTable;59.00;96.61;3.39;0.94;0.15;53.66;0.21;55.26;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.04;0.96;0.00;0.86;1.00;0.92;0.91;0.97;0.81;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.83;0.13;split;KPI/MENSUAL/10074.csv;
weka.classifiers.rules.JRip;59.00;96.61;3.39;0.94;0.02;5.91;0.13;34.71;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.93;0.97;0.98;1.00;0.04;0.96;0.00;0.86;1.00;0.92;0.91;0.98;0.86;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10074.csv;
weka.classifiers.rules.PART;59.00;96.61;3.39;0.94;0.02;5.91;0.13;34.71;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.94;0.00;1.00;0.06;1.00;0.94;0.97;0.93;0.97;0.98;1.00;0.04;0.96;0.00;0.86;1.00;0.92;0.91;0.98;0.86;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10074.csv;
weka.classifiers.rules.ZeroR;59.00;61.02;38.98;0.00;0.30;105.47;0.38;101.60;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.15;1.00;1.00;0.00;0.00;0.61;1.00;0.76;0.00;0.50;0.61;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.20;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.03;split;KPI/MENSUAL/10074.csv;
weka.classifiers.trees.DecisionStump;59.00;71.19;28.81;0.42;0.20;71.02;0.35;92.20;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.66;0.21;0.89;0.48;0.52;0.11;0.74;0.89;0.81;0.45;0.71;0.73;0.83;0.13;0.87;0.17;0.63;0.83;0.71;0.64;0.85;0.55;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.88;0.13;split;KPI/MENSUAL/10074.csv;
weka.classifiers.trees.J48;59.00;93.22;6.78;0.89;0.03;11.81;0.18;49.09;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.89;0.00;1.00;0.11;1.00;0.89;0.94;0.87;0.94;0.96;1.00;0.04;0.96;0.00;0.86;1.00;0.92;0.91;0.98;0.86;1.00;0.04;0.96;0.00;0.50;1.00;0.67;0.69;0.98;0.50;split;KPI/MENSUAL/10074.csv;
weka.classifiers.trees.LMT;59.00;93.22;6.78;0.88;0.08;29.52;0.20;52.38;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.89;0.00;1.00;0.11;1.00;0.89;0.94;0.87;0.96;0.98;1.00;0.09;0.91;0.00;0.75;1.00;0.86;0.83;0.96;0.78;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10074.csv;
weka.classifiers.trees.RandomForest;59.00;93.22;6.78;0.88;0.03;11.76;0.13;34.26;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.89;0.00;1.00;0.11;1.00;0.89;0.94;0.87;1.00;1.00;1.00;0.09;0.91;0.00;0.75;1.00;0.86;0.83;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10074.csv;
weka.classifiers.trees.RandomTree;59.00;93.22;6.78;0.88;0.03;11.81;0.18;49.09;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.89;0.00;1.00;0.11;1.00;0.89;0.94;0.87;0.94;0.96;1.00;0.09;0.91;0.00;0.75;1.00;0.86;0.83;0.96;0.75;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10074.csv;
weka.classifiers.trees.REPTree;59.00;83.05;16.95;0.72;0.10;33.12;0.25;66.47;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.78;0.00;1.00;0.22;1.00;0.78;0.88;0.76;0.93;0.94;1.00;0.21;0.79;0.00;0.55;1.00;0.71;0.66;0.89;0.55;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.82;0.09;split;KPI/MENSUAL/10074.csv;
weka.classifiers.bayes.BayesNet;60.00;90.00;10.00;0.86;0.06;16.43;0.19;46.76;0.78;0.00;1.00;0.22;1.00;0.78;0.88;0.81;1.00;1.00;1.00;0.04;0.96;0.00;0.88;1.00;0.94;0.92;1.00;1.00;1.00;0.09;0.91;0.00;0.78;1.00;0.88;0.84;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.bayes.NaiveBayes;60.00;96.67;3.33;0.95;0.03;8.64;0.11;26.78;1.00;0.03;0.97;0.00;0.96;1.00;0.98;0.97;1.00;1.00;1.00;0.02;0.98;0.00;0.94;1.00;0.97;0.96;1.00;1.00;0.86;0.00;1.00;0.14;1.00;0.86;0.92;0.91;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;96.67;3.33;0.95;0.03;8.64;0.11;26.78;1.00;0.03;0.97;0.00;0.96;1.00;0.98;0.97;1.00;1.00;1.00;0.02;0.98;0.00;0.94;1.00;0.97;0.96;1.00;1.00;0.86;0.00;1.00;0.14;1.00;0.86;0.92;0.91;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.functions.Logistic;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;91.67;8.33;0.88;0.04;13.16;0.15;35.74;0.93;0.00;1.00;0.07;1.00;0.93;0.96;0.93;1.00;1.00;1.00;0.04;0.96;0.00;0.88;1.00;0.94;0.92;1.00;1.00;0.79;0.00;1.00;0.21;1.00;0.79;0.88;0.86;0.86;0.85;1.00;0.05;0.95;0.00;0.57;1.00;0.73;0.74;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.functions.SimpleLogistic;60.00;100.00;0.00;1.00;0.02;5.49;0.06;15.70;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.functions.SMO;60.00;65.00;35.00;0.51;0.28;83.65;0.36;88.33;0.67;0.00;1.00;0.33;1.00;0.67;0.80;0.72;0.94;0.92;0.47;0.04;0.96;0.53;0.78;0.47;0.58;0.51;0.89;0.64;0.71;0.33;0.67;0.29;0.40;0.71;0.51;0.33;0.70;0.35;1.00;0.07;0.93;0.00;0.50;1.00;0.67;0.68;0.96;0.50;split;KPI/MENSUAL/1013.csv;
weka.classifiers.rules.OneR;60.00;76.67;23.33;0.68;0.12;34.28;0.34;83.06;0.63;0.00;1.00;0.37;1.00;0.63;0.77;0.70;0.81;0.80;0.93;0.16;0.84;0.07;0.67;0.93;0.78;0.71;0.89;0.64;0.79;0.09;0.91;0.21;0.73;0.79;0.76;0.68;0.85;0.63;1.00;0.05;0.95;0.00;0.57;1.00;0.73;0.74;0.97;0.57;split;KPI/MENSUAL/1013.csv;
weka.classifiers.rules.DecisionTable;60.00;100.00;0.00;1.00;0.11;33.09;0.15;37.16;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.rules.JRip;60.00;91.67;8.33;0.88;0.06;18.24;0.19;46.03;0.93;0.09;0.91;0.07;0.89;0.93;0.91;0.83;0.95;0.91;1.00;0.04;0.96;0.00;0.88;1.00;0.94;0.92;0.98;0.91;0.79;0.00;1.00;0.21;1.00;0.79;0.88;0.86;0.97;0.89;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.rules.PART;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.rules.ZeroR;60.00;23.33;76.67;0.00;0.36;105.20;0.43;103.90;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.45;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.25;1.00;1.00;0.00;0.00;0.23;1.00;0.38;0.00;0.50;0.23;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.07;split;KPI/MENSUAL/1013.csv;
weka.classifiers.trees.DecisionStump;60.00;46.67;53.33;0.17;0.29;85.67;0.40;97.76;0.63;0.55;0.45;0.37;0.49;0.63;0.55;0.08;0.54;0.47;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.78;0.43;0.79;0.30;0.70;0.21;0.44;0.79;0.56;0.41;0.74;0.40;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.81;0.16;split;KPI/MENSUAL/1013.csv;
weka.classifiers.trees.J48;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.trees.LMT;60.00;100.00;0.00;1.00;0.02;5.49;0.06;15.70;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.trees.RandomForest;60.00;100.00;0.00;1.00;0.01;2.84;0.02;5.49;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.trees.RandomTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.trees.REPTree;60.00;91.67;8.33;0.88;0.06;18.53;0.19;46.29;0.93;0.09;0.91;0.07;0.89;0.93;0.91;0.83;0.95;0.91;1.00;0.04;0.96;0.00;0.88;1.00;0.94;0.92;0.98;0.88;0.79;0.00;1.00;0.21;1.00;0.79;0.88;0.86;0.97;0.89;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1013.csv;
weka.classifiers.bayes.BayesNet;60.00;90.00;10.00;0.81;0.08;22.96;0.21;50.86;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.97;0.19;0.81;0.03;0.86;0.97;0.91;0.80;0.99;1.00;0.79;0.03;0.97;0.21;0.95;0.79;0.86;0.79;0.99;0.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.bayes.NaiveBayes;60.00;80.00;20.00;0.63;0.13;36.70;0.31;73.83;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.82;0.22;0.78;0.18;0.82;0.82;0.82;0.60;0.89;0.94;0.75;0.17;0.83;0.25;0.75;0.75;0.75;0.58;0.88;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;80.00;20.00;0.63;0.13;36.70;0.31;73.83;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.82;0.22;0.78;0.18;0.82;0.82;0.82;0.60;0.89;0.94;0.75;0.17;0.83;0.25;0.75;0.75;0.75;0.58;0.88;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.functions.Logistic;60.00;83.33;16.67;0.69;0.11;30.19;0.24;57.93;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.82;0.15;0.85;0.18;0.87;0.82;0.84;0.67;0.95;0.96;0.83;0.17;0.83;0.17;0.77;0.83;0.80;0.66;0.95;0.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;91.67;8.33;0.83;0.05;15.21;0.18;41.92;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;0.19;0.81;0.00;0.87;1.00;0.93;0.84;0.95;0.94;0.92;0.00;1.00;0.08;1.00;0.92;0.96;0.93;0.93;0.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.functions.SimpleLogistic;60.00;93.33;6.67;0.87;0.15;40.75;0.25;58.83;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.15;0.85;0.00;0.89;1.00;0.94;0.87;0.97;0.97;0.83;0.00;1.00;0.17;1.00;0.83;0.91;0.87;0.97;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.functions.SMO;60.00;61.67;38.33;0.23;0.31;85.19;0.40;94.47;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.88;0.70;0.30;0.12;0.60;0.88;0.72;0.22;0.59;0.60;0.21;0.11;0.89;0.79;0.56;0.21;0.30;0.13;0.58;0.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.rules.OneR;60.00;85.00;15.00;0.71;0.10;27.71;0.32;74.86;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.05;0.85;0.15;0.85;0.15;0.88;0.85;0.86;0.70;0.85;0.83;0.96;0.14;0.86;0.04;0.82;0.96;0.88;0.80;0.91;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.rules.DecisionTable;60.00;100.00;0.00;1.00;0.12;32.16;0.15;36.61;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.rules.JRip;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.rules.PART;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.rules.ZeroR;60.00;55.00;45.00;0.00;0.35;96.69;0.43;102.69;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.05;1.00;1.00;0.00;0.00;0.55;1.00;0.71;0.00;0.50;0.55;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.trees.DecisionStump;60.00;75.00;25.00;0.48;0.22;59.60;0.36;86.34;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.61;0.06;1.00;0.56;0.44;0.00;0.69;1.00;0.81;0.55;0.72;0.69;0.50;0.00;1.00;0.50;1.00;0.50;0.67;0.61;0.75;0.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.trees.J48;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.trees.LMT;60.00;100.00;0.00;1.00;0.00;0.04;0.00;0.13;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.trees.RandomForest;60.00;100.00;0.00;1.00;0.04;11.45;0.09;22.39;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.trees.RandomTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.trees.REPTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/MENSUAL/10154.csv;
weka.classifiers.bayes.BayesNet;60.00;96.67;3.33;0.89;0.02;10.25;0.15;45.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.75;0.00;1.00;0.25;1.00;0.75;0.86;0.85;0.99;0.95;1.00;0.18;0.82;0.00;0.96;1.00;0.98;0.89;0.99;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10181.csv;
weka.classifiers.bayes.NaiveBayes;60.00;96.67;3.33;0.89;0.02;10.11;0.15;46.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.75;0.00;1.00;0.25;1.00;0.75;0.86;0.85;0.94;0.85;1.00;0.18;0.82;0.00;0.96;1.00;0.98;0.89;0.91;0.96;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10181.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;96.67;3.33;0.89;0.02;10.11;0.15;46.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.75;0.00;1.00;0.25;1.00;0.75;0.86;0.85;0.94;0.85;1.00;0.18;0.82;0.00;0.96;1.00;0.98;0.89;0.91;0.96;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10181.csv;
weka.classifiers.functions.Logistic;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10181.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;100.00;0.00;1.00;0.02;6.91;0.02;7.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10181.csv;
weka.classifiers.functions.SimpleLogistic;60.00;100.00;0.00;1.00;0.05;23.01;0.10;29.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10181.csv;
weka.classifiers.functions.SMO;60.00;90.00;10.00;0.59;0.24;111.24;0.31;95.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.00;1.00;0.75;1.00;0.25;0.40;0.47;0.75;0.39;1.00;0.55;0.45;0.00;0.89;1.00;0.94;0.64;0.73;0.89;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10181.csv;
weka.classifiers.rules.OneR;60.00;86.67;13.33;0.40;0.09;40.45;0.30;92.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.13;1.00;0.73;0.27;0.00;0.86;1.00;0.92;0.48;0.64;0.86;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10181.csv;
weka.classifiers.rules.DecisionTable;60.00;93.33;6.67;0.79;0.08;35.67;0.19;58.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.75;0.04;0.96;0.25;0.75;0.75;0.75;0.71;0.86;0.78;0.96;0.18;0.82;0.04;0.96;0.96;0.96;0.78;0.91;0.96;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10181.csv;
weka.classifiers.rules.JRip;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/10181.csv;
