KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
3500,28000,10944,0.000,0,-3.000,8,2013,12,23,Nada
4200,21000,8670,2.000,17340,0.333,6,2013,12,24,Mucho
3500,17500,7225,2.000,14450,1.000,5,2014,1,1,Medio
0,0,0,0.000,0,0.000,0,2014,1,2,Nada
0,0,0,0.000,0,0.000,0,2014,2,3,Nada
3500,3500,1445,0.222,321,0.000,1,2014,2,4,Nada
4500,31500,13005,2.000,26010,27.000,9,2014,3,5,Nada
0,0,0,0.000,0,0.000,0,2014,3,6,Nada
0,0,0,0.000,0,0.000,0,2014,4,7,Nada
3306,59500,24565,11.333,278403,0.000,17,2014,4,8,Mucho
0,0,0,0.000,0,0.529,0,2014,5,9,Nada
3500,7000,2890,1.000,2890,0.529,2,2014,5,10,Mucho
3500,28000,11560,4.000,46240,0.158,8,2014,6,11,Mucho
0,0,0,0.000,0,0.900,0,2014,6,12,Nada
0,0,0,0.000,0,0.000,0,2014,7,13,Nada
3500,38500,16207,2.444,39617,0.000,11,2014,7,14,Mucho
4000,28000,12808,1.600,20493,2.455,8,2014,8,15,Medio
0,0,0,0.000,0,0.158,0,2014,8,16,Nada
3500,3500,1601,0.182,291,0.158,1,2014,9,17,Nada
3938,31500,14409,1.800,25936,3.333,9,2014,9,18,Nada
0,0,0,0.000,0,0.000,0,2014,10,19,Nada
3719,59500,24721,2.615,64655,0.000,17,2014,10,20,Mucho
3500,28000,11560,0.889,10276,1.500,8,2014,11,21,Medio
4667,14000,5780,1.333,7707,0.600,4,2014,11,22,Medio
3719,59500,27217,6.800,185076,0.103,17,2014,12,23,Mucho
3500,63000,28818,1.200,34582,0.414,18,2014,12,24,Mucho
3684,70000,32020,1.250,40025,2.000,20,2015,1,1,Medio
5250,10500,4803,0.667,3202,0.327,3,2015,1,2,Medio
4375,35000,16010,1.538,24631,0.220,10,2015,2,3,Mucho
3750,52500,24015,2.000,48030,0.909,15,2015,2,4,Medio
3500,10500,4803,0.857,4117,0.536,3,2015,3,5,Mucho
3500,3500,1601,0.087,139,0.214,1,2015,3,6,Nada
3500,35000,16010,0.625,10006,3.316,10,2015,4,7,Medio
3938,31500,14409,1.385,19951,2.357,9,2015,4,8,Nada
3500,31500,14409,1.200,17291,0.300,9,2015,5,9,Mucho
3500,42000,19212,1.714,32935,1.393,12,2015,5,10,Mucho
0,0,0,0.000,0,0.100,0,2015,6,11,Nada
0,0,0,0.000,0,0.143,0,2015,6,12,Nada
0,0,0,0.000,0,0.250,0,2015,7,13,Nada
0,0,0,0.000,0,1.000,0,2015,7,14,Nada
3500,21000,8982,2.000,17964,1.000,6,2015,8,15,Medio
3500,14000,5780,1.600,9248,2.500,4,2015,8,16,Medio
0,0,0,0.000,0,0.000,0,2015,9,17,Nada
3500,28000,11560,1.333,15413,0.000,8,2015,9,18,Mucho
3818,42000,17340,2.000,34680,3.000,12,2015,10,19,Nada
5250,31500,13005,18.000,234090,0.000,9,2015,10,20,Mucho
3500,3500,1445,2.000,2890,0.103,1,2015,11,21,Mucho
3500,38500,15895,2.444,38854,0.000,11,2015,11,22,Mucho
4846,63000,26010,3.600,93636,1.286,18,2015,12,23,Medio
3500,3500,1445,2.000,2890,0.100,1,2015,12,24,Mucho
3967,59500,24565,2.615,64247,0.000,17,2016,1,1,Mucho
4083,73500,30345,1.680,50980,1.083,21,2016,1,2,Medio
5444,49000,20230,2.800,56644,0.923,14,2016,2,3,Medio
0,0,0,0.000,0,-0.115,0,2016,2,4,Nada
0,0,0,0.000,0,-0.171,0,2016,3,5,Nada
7000,7000,2890,0.222,642,0.000,2,2016,3,6,Nada
3938,63000,26010,2.000,52020,27.000,18,2016,4,7,Medio
0,0,0,0.000,0,0.000,0,2016,4,8,Nada
4667,70000,28900,2.000,57800,3.000,20,2016,5,9,Medio
0,0,0,0.000,0,0.000,0,2016,5,10,Nada
3500,52500,21675,6.000,130050,0.000,15,2016,6,11,Mucho
4375,17500,7225,2.000,14450,0.429,5,2016,6,12,Mucho
0,0,0,0.000,0,0.000,0,2016,7,13,Nada
0,0,0,0.000,0,0.000,0,2016,7,14,Nada
0,0,0,0.000,0,0.000,0,2016,8,15,Nada
4500,31500,13005,1.636,21281,0.000,9,2016,8,16,Mucho
4278,38500,15895,2.000,31790,3.667,11,2016,9,17,Nada
0,0,0,0.000,0,0.000,0,2016,9,18,Nada
