KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
1833,16500,8597,0.880,7566,3.600,11,2013,12,23,Nada
1714,12000,6253,0.889,5558,0.808,8,2013,12,24,Mucho
2250,13500,7034,1.385,9740,1.320,9,2014,1,1,Mucho
1500,6000,3126,0.667,2084,0.214,4,2014,1,2,Medio
2100,10500,5471,0.560,3064,1.429,7,2014,2,3,Mucho
2250,4500,2345,0.222,521,2.250,3,2014,2,4,Nada
2000,6000,3126,0.400,1251,2.571,4,2014,3,5,Nada
2000,6000,3126,0.667,2084,1.714,4,2014,3,6,Nada
2250,4500,2345,0.353,828,1.091,3,2014,4,7,Nada
2000,12000,6253,0.889,5558,3.545,8,2014,4,8,Nada
2750,16500,7727,0.957,7392,1.000,11,2014,5,9,Mucho
2500,15000,5641,0.769,4339,2.455,10,2014,5,10,Medio
1875,7500,2820,0.909,2564,0.828,5,2014,6,11,Medio
2250,9000,3385,0.500,1692,0.346,6,2014,6,12,Medio
1714,12000,4513,0.471,2124,3.000,8,2014,7,13,Medio
2400,12000,4513,0.889,4011,2.053,8,2014,7,14,Nada
1875,15000,5641,0.833,4701,0.682,10,2014,8,15,Mucho
1875,7500,2820,0.222,627,2.192,5,2014,8,16,Nada
1500,4500,1692,0.122,207,3.391,3,2014,9,17,Nada
1500,1500,564,0.044,25,3.833,1,2014,9,18,Nada
1500,1500,564,0.047,26,7.333,1,2014,10,19,Nada
3000,12000,4513,0.471,2124,12.600,8,2014,10,20,Medio
1500,1500,564,0.080,45,3.900,1,2014,11,21,Nada
0,0,0,0.000,0,3.600,0,2014,11,22,Nada
1500,3000,1128,0.182,205,4.000,2,2014,12,23,Nada
1500,3000,1128,0.133,150,10.000,2,2014,12,24,Nada
1714,12000,4513,0.500,2256,15.000,8,2015,1,1,Medio
2438,19500,7333,0.743,5448,3.000,13,2015,1,2,Medio
2400,12000,4513,0.421,1900,3.000,8,2015,2,3,Medio
1500,4500,1692,0.222,376,1.552,3,2015,2,4,Nada
1500,3000,1128,0.182,205,1.500,2,2015,3,5,Nada
1875,7500,2820,0.667,1880,2.308,5,2015,3,6,Nada
2250,4500,1692,0.316,534,1.500,3,2015,4,7,Nada
1500,1500,517,0.074,38,4.200,1,2015,4,8,Nada
1500,4500,1551,0.261,405,4.333,3,2015,5,9,Nada
1500,6000,2068,0.286,591,4.286,4,2015,5,10,Nada
1875,7500,2584,0.323,834,6.750,5,2015,6,11,Nada
2063,16500,5686,1.467,8339,3.250,11,2015,6,12,Nada
1500,3000,1034,0.154,159,0.300,2,2015,7,13,Nada
1500,4500,1383,0.133,184,4.000,3,2015,7,14,Nada
1500,6000,1844,0.211,388,3.938,4,2015,8,15,Nada
1500,7500,2305,0.345,795,5.667,5,2015,8,16,Nada
1500,3000,922,0.182,168,3.000,2,2015,9,17,Nada
3000,6000,2883,0.353,1018,2.727,3,2015,9,18,Nada
4000,12000,5455,0.600,3273,2.100,6,2015,10,19,Medio
2000,2000,650,0.080,52,3.545,1,2015,10,20,Nada
4000,4000,1300,0.118,153,3.600,2,2015,11,21,Nada
2000,2000,650,0.047,30,7.333,1,2015,11,22,Nada
1600,8000,2600,0.160,416,15.750,4,2015,12,23,Nada
3333,10000,3250,0.189,613,12.429,5,2015,12,24,Nada
2000,4000,1300,0.087,113,7.200,2,2016,1,1,Nada
2250,18000,5850,0.514,3009,6.000,9,2016,1,2,Medio
4000,20000,6500,1.250,8125,2.438,10,2016,2,3,Medio
2000,8000,2522,0.571,1441,0.429,4,2016,2,4,Medio
3200,16000,4887,0.615,3008,1.435,8,2016,3,5,Nada
7500,30000,9164,2.000,18327,2.045,15,2016,3,6,Medio
0,0,0,0.000,0,0.000,0,2016,4,7,Nada
2000,4000,1222,0.182,222,1.565,2,2016,4,8,Nada
2000,8000,2444,0.500,1222,1.765,4,2016,5,9,Nada
2000,4000,1222,0.182,222,3.000,2,2016,5,10,Nada
3000,6000,2041,0.207,422,6.000,3,2016,6,11,Nada
4000,4000,1361,0.167,227,4.333,2,2016,6,12,Nada
3000,12000,4013,0.444,1783,4.714,6,2016,7,13,Medio
2000,6000,1833,0.207,379,4.364,3,2016,7,14,Nada
2000,4000,1222,0.167,204,3.545,2,2016,8,15,Nada
2667,8000,2444,0.444,1086,3.000,4,2016,8,16,Nada
2000,4000,1222,0.333,407,2.333,2,2016,9,17,Nada
4000,12000,3665,0.750,2749,1.875,6,2016,9,18,Medio
