KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,23,Nada
0,0,0,0.000,0,0.000,0,2013,12,24,Nada
0,0,0,0.000,0,0.000,0,2014,1,1,Nada
3500,10500,2863,0.400,1145,0.000,3,2014,1,2,Medio
4375,52500,14317,2.000,28635,15.000,15,2014,2,3,Medio
0,0,0,0.000,0,0.000,0,2014,2,4,Nada
5833,17500,4772,1.429,6818,0.000,5,2014,3,5,Mucho
3500,28000,7636,0.667,5091,1.050,8,2014,3,6,Mucho
4200,21000,5727,0.429,2454,3.923,6,2014,4,7,Nada
3500,31500,8590,1.385,11894,1.737,9,2014,4,8,Nada
4900,24500,6681,1.556,10393,0.261,7,2014,5,9,Mucho
3500,10500,2863,0.261,747,0.955,3,2014,5,10,Nada
3500,7000,1909,0.133,255,2.526,2,2014,6,11,Nada
3500,7000,1909,0.154,294,3.500,2,2014,6,12,Nada
3500,35000,9545,0.625,5965,5.143,10,2014,7,13,Medio
3889,35000,9545,0.417,3977,4.286,10,2014,7,14,Medio
3500,14000,3818,0.154,587,3.818,4,2014,8,15,Nada
3500,14000,3818,0.182,694,3.000,4,2014,8,16,Nada
3500,17500,4772,0.286,1364,3.333,5,2014,9,17,Nada
3500,24500,6681,0.264,1765,3.462,7,2014,9,18,Nada
3938,31500,8590,0.316,2713,7.125,9,2014,10,19,Nada
3938,31500,8590,0.439,3771,2.714,9,2014,10,20,Medio
4667,28000,7636,0.444,3394,2.640,8,2014,11,21,Nada
3500,31500,8590,0.947,8138,1.615,9,2014,11,22,Nada
3500,21000,5727,0.750,4295,0.577,6,2014,12,23,Medio
3643,25500,6954,0.378,2631,1.435,7,2014,12,24,Nada
4571,32000,8727,0.364,3173,3.545,8,2015,1,1,Nada
4000,8000,2182,0.118,257,2.571,2,2015,1,2,Nada
4000,12000,3272,0.207,677,2.824,3,2015,2,3,Nada
4000,20000,5454,0.476,2597,3.000,5,2015,2,4,Nada
3500,28000,7636,1.556,11878,2.400,7,2015,3,5,Medio
4000,12000,3272,0.273,893,0.200,3,2015,3,6,Nada
4000,44000,11999,0.710,8516,4.200,11,2015,4,7,Medio
4000,48000,13090,1.200,15708,1.429,12,2015,4,8,Medio
5333,48000,13090,1.200,15708,1.154,12,2015,5,9,Medio
4889,44000,11999,1.048,12571,0.857,11,2015,5,10,Mucho
4571,32000,8727,1.143,9973,0.943,8,2015,6,11,Mucho
4000,16000,4363,4.000,17453,0.290,4,2015,6,12,Mucho
0,0,0,0.000,0,-0.130,0,2015,7,13,Nada
4000,12000,3272,0.857,2805,-0.250,3,2015,7,14,Mucho
4000,48000,13090,1.500,19635,3.429,12,2015,8,15,Medio
4000,32000,8727,1.778,15514,1.600,8,2015,8,16,Nada
4000,36000,9817,3.600,35343,0.130,9,2015,9,17,Mucho
4000,24000,6545,0.857,5610,0.414,6,2015,9,18,Mucho
4333,52000,14181,1.368,19405,1.304,13,2015,10,19,Medio
3600,36000,9817,0.857,8415,0.964,9,2015,10,20,Mucho
4000,32000,8727,1.000,8727,1.286,8,2015,11,21,Mucho
4000,12000,3272,1.200,3927,0.400,3,2015,11,22,Mucho
4000,40000,10908,1.250,13635,0.150,10,2015,12,23,Mucho
4000,48000,13090,0.667,8726,2.143,12,2015,12,24,Mucho
4400,44000,11999,0.524,6285,2.520,11,2016,1,1,Medio
4000,68000,18544,0.919,17041,1.909,17,2016,1,2,Medio
4500,72000,19635,0.947,18602,1.200,18,2016,2,3,Medio
4000,24000,6545,0.316,2067,1.435,6,2016,2,4,Nada
4000,36000,9817,0.818,8032,1.171,9,2016,3,5,Mucho
6400,32000,8727,1.000,8727,0.545,8,2016,3,6,Mucho
4667,28000,7636,0.452,3448,1.304,7,2016,4,7,Mucho
4727,52000,14181,0.897,12714,2.625,13,2016,4,8,Medio
4000,40000,10908,0.833,9090,0.857,10,2016,5,9,Mucho
4000,24000,6545,0.462,3021,1.600,6,2016,5,10,Nada
4571,32000,8726,0.533,4654,1.034,8,2016,6,11,Nada
4000,16000,4363,0.178,776,2.500,4,2016,6,12,Nada
4000,28000,7636,0.326,2486,4.167,7,2016,7,13,Nada
5143,36000,9817,0.462,4531,2.842,9,2016,7,14,Medio
4000,44000,11999,0.710,8516,3.150,11,2016,8,15,Medio
4000,16000,4363,0.286,1247,1.111,4,2016,8,16,Nada
4000,12000,3272,0.182,595,2.250,3,2016,9,17,Nada
4000,36000,9817,0.545,5355,2.500,9,2016,9,18,Medio
