KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
4571,32000,11364,1.000,11364,0.000,8,2013,12,23,Mucho
4000,64000,23273,2.000,46545,2.667,16,2013,12,24,Medio
0,0,0,0.000,0,0.000,0,2014,1,1,Nada
4000,52000,17818,0.441,7852,0.000,13,2014,1,2,Medio
4000,84000,28636,0.433,12399,6.103,21,2014,2,3,Medio
4190,88000,29818,0.564,16821,3.353,22,2014,2,4,Medio
4222,76000,24182,0.623,15064,2.143,19,2014,3,5,Medio
4258,132000,42000,1.138,47793,1.016,33,2014,3,6,Medio
4000,104000,33091,1.083,35848,1.500,26,2014,4,7,Mucho
3852,104000,33091,1.182,39107,0.423,26,2014,4,8,Mucho
4000,100000,31818,0.769,24476,1.165,25,2014,5,9,Nada
4216,156000,50364,0.804,40499,1.247,39,2014,5,10,Medio
4444,120000,40909,0.600,24545,2.167,30,2014,6,11,Mucho
4000,60000,20830,0.199,4138,1.117,15,2014,6,12,Nada
4333,104000,36538,0.252,9223,4.143,26,2014,7,13,Nada
4000,72000,25295,0.222,5621,3.803,18,2014,7,14,Nada
4267,128000,44970,0.571,25697,3.661,32,2014,8,15,Mucho
4235,72000,25299,0.327,8280,1.579,18,2014,8,16,Nada
4211,80000,28182,0.333,9394,3.088,20,2014,9,17,Nada
4000,92000,32409,0.597,19361,2.143,23,2014,9,18,Medio
4174,96000,33773,0.889,30020,1.328,24,2014,10,19,Mucho
4000,80000,27273,0.377,10292,1.209,20,2014,10,20,Nada
3857,108000,36818,0.412,15177,3.537,27,2014,11,21,Medio
4000,52000,17727,0.160,2828,2.197,13,2014,11,22,Nada
4000,40000,13636,0.094,1286,5.550,10,2014,12,23,Nada
4182,92000,31364,0.257,8060,6.060,23,2014,12,24,Nada
4000,120000,40909,0.476,19481,5.087,30,2015,1,1,Mucho
4235,72000,24545,0.462,11329,2.286,18,2015,1,2,Nada
4000,100000,34091,0.602,20537,1.268,25,2015,2,3,Nada
4000,104000,35455,0.650,23045,2.178,26,2015,2,4,Medio
4000,80000,27409,0.690,18903,1.174,20,2015,3,5,Nada
4000,128000,45091,2.133,96194,1.310,32,2015,3,6,Medio
4091,180000,63409,3.600,228273,-0.038,45,2015,4,7,Mucho
4000,104000,36636,2.000,73273,0.804,26,2015,4,8,Mucho
4148,112000,39455,1.273,50215,0.000,28,2015,5,9,Mucho
4118,140000,49318,0.560,27618,1.333,35,2015,5,10,Medio
4000,120000,42273,0.455,19215,2.730,30,2015,6,11,Mucho
4242,140000,48409,0.609,29466,1.645,35,2015,6,12,Mucho
4000,128000,43909,0.667,29273,1.920,32,2015,7,13,Mucho
4118,140000,47727,2.333,111364,0.990,35,2015,7,14,Medio
4320,108000,35182,0.947,33330,-0.059,27,2015,8,15,Mucho
4000,132000,42000,0.611,25667,1.883,33,2015,8,16,Mucho
4258,132000,42000,1.015,42646,1.547,33,2015,9,17,Medio
4114,144000,45818,1.059,48513,0.516,36,2015,9,18,Mucho
4000,96000,31636,0.462,14601,1.529,24,2015,10,19,Medio
4000,120000,42273,0.612,25881,1.677,30,2015,10,20,Mucho
4129,128000,45091,1.067,48097,1.533,32,2015,11,21,Medio
4000,56000,19727,2.000,39455,0.488,14,2015,11,22,Mucho
4364,96000,33818,1.000,33818,0.000,24,2015,12,23,Mucho
4121,136000,47909,0.504,24132,2.057,34,2015,12,24,Mucho
4174,96000,33818,0.242,8198,3.625,24,2016,1,1,Nada
4000,132000,46500,0.349,16238,4.061,33,2016,1,2,Medio
4103,160000,56364,0.690,38871,2.571,40,2016,2,3,Mucho
4000,144000,50727,0.818,41504,1.175,36,2016,2,4,Medio
4000,184000,64818,1.704,110431,1.376,46,2016,3,5,Medio
4000,148000,52136,1.721,89723,0.098,37,2016,3,6,Mucho
4000,104000,36636,1.000,36636,0.983,26,2016,4,7,Mucho
4000,92000,32409,0.902,29232,0.358,23,2016,4,8,Mucho
4000,64000,22545,0.381,8589,1.326,16,2016,5,9,Nada
4000,92000,32409,0.400,12964,2.123,23,2016,5,10,Medio
4333,104000,36636,0.464,17010,3.339,26,2016,6,11,Medio
4160,104000,36636,0.825,30240,1.985,26,2016,6,12,Nada
4000,68000,23955,1.478,35411,0.800,17,2016,7,13,Medio
4222,76000,26773,1.086,29068,0.130,19,2016,7,14,Mucho
4000,92000,32409,0.517,16751,1.548,23,2016,8,15,Medio
4522,104000,36636,0.591,21649,2.898,26,2016,8,16,Medio
4593,124000,43682,0.805,35172,1.368,31,2016,9,17,Medio
4216,156000,54955,0.624,34292,1.725,39,2016,9,18,Mucho
