KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
3500,7000,2182,0.000,0,0.000,2,2013,12,23,Nada
0,0,0,0.000,0,0.000,0,2013,12,24,Nada
0,0,0,0.000,0,0.000,0,2014,1,1,Nada
0,0,0,0.000,0,0.000,0,2014,1,2,Nada
0,0,0,0.000,0,0.000,0,2014,2,3,Nada
3500,7000,2182,2.000,4364,1.000,2,2014,2,4,Medio
3500,17500,5000,0.000,0,0.000,5,2014,3,5,Nada
4375,17500,5000,3.333,16667,0.000,5,2014,3,6,Mucho
3500,21000,6000,4.000,24000,0.750,6,2014,4,7,Mucho
3500,3500,1000,0.500,500,0.000,1,2014,4,8,Medio
3500,10500,3000,1.200,3600,1.000,3,2014,5,9,Medio
3500,3500,1000,2.000,2000,0.300,1,2014,5,10,Mucho
0,0,0,0.000,0,0.000,0,2014,6,11,Nada
3500,7000,2000,0.400,800,2.250,2,2014,6,12,Nada
3500,21000,6000,1.500,9000,7.000,6,2014,7,13,Nada
3500,17500,5000,2.500,12500,0.375,5,2014,7,14,Mucho
4200,21000,6000,2.400,14400,0.692,6,2014,8,15,Mucho
3500,7000,2000,0.571,1143,0.353,2,2014,8,16,Medio
3500,10500,3000,0.857,2571,1.154,3,2014,9,17,Medio
3500,7000,2000,0.571,1143,0.545,2,2014,9,18,Medio
3500,17500,5000,1.000,5000,2.143,5,2014,10,19,Nada
3500,35000,10000,3.333,33333,1.500,10,2014,10,20,Medio
3500,10500,3000,1.200,3600,0.176,3,2014,11,21,Mucho
3500,14000,4000,2.000,8000,0.667,4,2014,11,22,Mucho
3500,10500,3000,1.200,3600,0.000,3,2014,12,23,Mucho
3500,17500,5000,1.000,5000,1.500,5,2014,12,24,Mucho
3500,10500,3000,0.857,2571,1.250,3,2015,1,1,Medio
3500,24500,7000,4.667,32667,0.545,7,2015,1,2,Mucho
3500,28000,8000,3.200,25600,0.200,8,2015,2,3,Mucho
3500,14000,4000,1.333,5333,0.667,4,2015,2,4,Mucho
3500,28000,8000,2.667,21333,0.316,8,2015,3,5,Mucho
3500,14000,4000,2.000,8000,0.600,4,2015,3,6,Mucho
3500,10500,3000,3.000,9000,0.000,3,2015,4,7,Mucho
3500,7000,2000,0.571,1143,0.400,2,2015,4,8,Medio
3500,14000,4000,0.800,3200,1.667,4,2015,5,9,Medio
3500,24500,7000,1.750,12250,1.667,7,2015,5,10,Medio
3500,24500,7000,7.000,49000,0.692,7,2015,6,11,Medio
0,0,0,0.000,0,-0.167,0,2015,6,12,Nada
0,0,0,0.000,0,-0.214,0,2015,7,13,Nada
3500,14000,4000,2.000,8000,1.714,4,2015,7,14,Nada
3500,7000,2000,1.333,2667,0.000,2,2015,8,15,Mucho
3500,14000,4000,2.667,10667,1.500,4,2015,8,16,Mucho
0,0,0,0.000,0,0.000,0,2015,9,17,Nada
3938,31500,9000,1.500,13500,2.500,9,2015,9,18,Medio
3500,21000,6000,1.091,6545,1.615,6,2015,10,19,Nada
3500,10500,3000,1.200,3600,0.800,3,2015,10,20,Medio
4200,21000,6000,12.000,72000,0.167,6,2015,11,21,Mucho
3500,17500,5000,0.000,0,0.000,5,2015,11,22,Nada
5833,17500,5000,0.000,0,0.000,5,2015,12,23,Nada
4375,17500,5000,0.000,0,0.000,5,2015,12,24,Nada
3500,21000,6000,6.000,36000,0.000,6,2016,1,1,Mucho
4083,24500,7000,3.500,24500,0.375,7,2016,1,2,Mucho
4375,17500,5000,2.500,12500,0.333,5,2016,2,3,Mucho
3500,17500,5000,5.000,25000,0.333,5,2016,2,4,Mucho
3500,7000,2000,1.333,2667,0.000,2,2016,3,5,Mucho
3500,7000,2000,0.571,1143,0.750,2,2016,3,6,Mucho
4667,14000,4000,0.889,3556,1.333,4,2016,4,7,Mucho
4375,17500,5000,2.000,10000,1.875,5,2016,4,8,Nada
3500,14000,4000,8.000,32000,0.000,4,2016,5,9,Mucho
3500,3500,1000,2.000,2000,0.231,1,2016,5,10,Mucho
0,0,0,0.000,0,0.000,0,2016,6,11,Nada
3500,7000,2000,2.000,4000,1.200,2,2016,6,12,Medio
0,0,0,0.000,0,0.000,0,2016,7,13,Nada
3500,10500,3000,2.000,6000,4.500,3,2016,7,14,Medio
3500,7000,1727,1.333,2303,0.000,2,2016,8,15,Mucho
0,0,0,0.000,0,1.800,0,2016,8,16,Nada
4200,21000,5182,2.000,10364,1.800,6,2016,9,17,Nada
3500,10500,2591,2.000,5182,1.125,3,2016,9,18,Medio
