KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
0,0,0,0.000,0,31.500,0,2013,12,23,Nada
2000,30000,15681,0.435,6818,31.500,15,2013,12,24,Medio
2200,44000,22999,1.375,31624,5.400,22,2014,1,1,Medio
2000,12000,6272,0.480,3011,0.405,6,2014,1,2,Medio
2143,30000,15681,1.200,18817,1.395,15,2014,2,3,Mucho
2000,14000,7318,0.161,1178,0.349,7,2014,2,4,Nada
2200,22000,11500,0.144,1654,8.786,11,2014,3,5,Nada
2125,34000,17772,0.272,4834,6.455,17,2014,3,6,Nada
2000,26000,13590,0.274,3719,4.629,13,2014,4,7,Nada
2667,16000,8363,0.216,1808,3.000,8,2014,4,8,Nada
2182,24000,12545,0.444,5576,2.605,12,2014,5,9,Nada
1714,12000,6069,0.174,1055,1.909,6,2014,5,10,Nada
2182,24000,11730,0.286,3351,5.538,12,2014,6,11,Nada
2286,16000,7820,0.242,1896,3.600,8,2014,6,12,Nada
2286,16000,7820,0.308,2406,3.462,8,2014,7,13,Nada
2400,12000,5865,0.316,1852,2.357,6,2014,7,14,Nada
2000,10000,4887,0.370,1810,2.182,5,2014,8,15,Nada
2182,24000,11911,0.255,3041,1.737,12,2014,8,16,Nada
2462,32000,17091,0.213,3646,10.826,16,2014,9,17,Nada
2000,26000,13886,0.215,2984,6.091,13,2014,9,18,Nada
2000,30000,16023,0.323,5169,3.951,15,2014,10,19,Nada
2000,20000,10682,0.294,3142,2.659,10,2014,10,20,Nada
2182,24000,12818,0.522,6688,2.289,12,2014,11,21,Nada
2000,10000,5341,0.345,1842,1.378,5,2014,11,22,Nada
2167,26000,13886,2.364,32822,1.333,13,2014,12,23,Mucho
0,0,0,0.000,0,-0.100,0,2014,12,24,Nada
0,0,0,0.000,0,-0.167,0,2015,1,1,Nada
2000,16000,8545,0.500,4273,-0.231,8,2015,1,2,Medio
2211,42000,22432,0.913,20481,12.375,21,2015,2,3,Medio
2182,24000,12818,1.714,21974,1.345,12,2015,2,4,Medio
2250,18000,9614,0.514,4944,0.073,9,2015,3,5,Medio
2000,30000,16023,0.566,9069,2.429,15,2015,3,6,Medio
2133,32000,17091,1.455,24860,1.583,16,2015,4,7,Nada
2000,6000,3205,2.000,6409,0.225,3,2015,4,8,Mucho
0,0,0,0.000,0,0.000,0,2015,5,9,Nada
0,0,0,0.000,0,0.000,0,2015,5,10,Nada
0,0,0,0.000,0,0.000,0,2015,6,11,Nada
2286,16000,8545,0.291,2486,0.000,8,2015,6,12,Nada
2000,12000,6409,0.115,740,20.625,6,2015,7,13,Nada
2286,16000,8545,0.178,1519,10.500,8,2015,7,14,Nada
2333,42000,22432,0.494,11084,5.591,21,2015,8,15,Mucho
2160,54000,28841,0.885,25531,3.771,27,2015,8,16,Medio
2267,34000,18159,2.000,36318,0.911,17,2015,9,17,Mucho
0,0,0,0.000,0,0.000,0,2015,9,18,Nada
0,0,0,0.000,0,0.000,0,2015,10,19,Nada
2000,2000,1068,-2.000,-2136,0.000,1,2015,10,20,Nada
2000,14000,7477,0.259,1939,-3.000,7,2015,11,21,Nada
2400,36000,19227,0.391,7524,20.625,18,2015,11,22,Nada
2000,30000,16023,0.375,6009,4.269,15,2015,12,23,Nada
2000,26000,13886,0.356,4946,3.225,13,2015,12,24,Nada
2308,30000,16023,0.448,7174,1.957,15,2016,1,1,Medio
2000,32000,17091,0.552,9429,2.581,16,2016,1,2,Medio
2182,24000,12818,0.258,3308,1.432,12,2016,2,3,Nada
2105,40000,21364,0.323,6891,5.023,20,2016,2,4,Nada
2105,40000,21364,0.476,10173,3.250,20,2016,3,5,Medio
2696,62000,33114,0.827,27374,1.846,31,2016,3,6,Medio
2000,38000,20295,0.567,11511,1.817,19,2016,4,7,Medio
2154,28000,14955,0.824,12316,1.029,14,2016,4,8,Mucho
2000,18000,9614,1.636,15731,0.469,9,2016,5,9,Mucho
2000,4000,2136,0.095,203,0.071,2,2016,5,10,Nada
2333,14000,7477,0.187,1396,4.920,7,2016,6,11,Nada
2000,12000,6409,0.179,1148,5.667,6,2016,6,12,Nada
2133,32000,17091,0.653,11161,6.600,16,2016,7,13,Medio
1714,12000,6409,0.462,2958,1.655,6,2016,7,14,Nada
2000,10000,5341,0.667,3561,1.071,5,2016,8,15,Mucho
2667,8000,4273,0.167,712,0.556,4,2016,8,16,Nada
3000,12000,6409,0.148,949,8.600,6,2016,9,17,Nada
2000,4000,2136,0.054,115,7.600,2,2016,9,18,Nada
