KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
7250,188500,45699,3.867,176702,1.393,29,2013,12,23,Medio
6681,240500,58305,8.222,479400,0.105,37,2013,12,24,Mucho
6500,84500,20486,0.619,12682,0.269,13,2014,1,1,Medio
8667,234000,56729,1.385,78548,1.329,36,2014,1,2,Medio
7485,247000,59881,1.520,91019,0.593,38,2014,2,3,Mucho
7280,182000,44123,0.538,23759,1.138,28,2014,2,4,Mucho
6760,169000,40972,0.448,18367,2.088,26,2014,3,5,Nada
8478,195000,47275,1.053,49763,1.467,30,2014,3,6,Medio
6933,104000,25213,1.000,25213,0.429,16,2014,4,7,Mucho
6882,117000,28365,1.636,46415,0.833,18,2014,4,8,Medio
6964,97500,23637,4.286,101302,0.094,15,2014,5,9,Mucho
6500,104000,25213,1.778,44823,0.306,16,2014,5,10,Mucho
8667,104000,25213,1.143,28815,0.796,16,2014,6,11,Medio
7091,78000,18910,1.091,20629,0.957,12,2014,6,12,Medio
6500,97500,23637,1.304,30831,0.477,15,2014,7,13,Mucho
8000,104000,25213,2.000,50427,1.116,16,2014,7,14,Medio
8000,104000,25213,16.000,403407,0.000,16,2014,8,15,Mucho
6500,13000,3152,2.000,6303,0.128,2,2014,8,16,Mucho
7150,71500,17334,1.158,20071,0.000,11,2014,9,17,Mucho
7313,117000,28365,1.800,51057,1.966,18,2014,9,18,Medio
6500,6500,1576,2.000,3152,0.097,1,2014,10,19,Mucho
7800,156000,-70512,-4.000,282047,0.000,24,2014,10,20,Nada
6842,130000,-165450,-0.909,150409,-0.837,20,2014,11,21,Nada
7184,273000,66185,-5.250,-347469,-2.133,42,2014,11,22,Nada
6894,227500,55154,-23.333,-1286931,0.558,35,2014,12,23,Nada
7854,188500,45699,2.522,115241,-0.588,29,2014,12,24,Mucho
6500,208000,50426,1.231,62063,1.189,32,2015,1,1,Medio
6240,156000,37820,1.846,69821,0.313,24,2015,1,2,Mucho
7893,331500,80367,4.250,341559,0.565,51,2015,2,3,Mucho
8185,221000,53578,5.667,303608,0.224,34,2015,2,4,Mucho
9000,234000,56729,36.000,2042260,0.110,36,2015,3,5,Mucho
8775,175500,42547,0.000,0,-0.050,27,2015,3,6,Nada
7500,195000,47275,2.727,128931,0.062,30,2015,4,7,Mucho
6795,149500,36244,2.706,98071,0.645,23,2015,4,8,Medio
6842,130000,31516,1.176,37078,-0.113,20,2015,5,9,Mucho
6500,117000,28365,0.643,18234,1.521,18,2015,5,10,Nada
6500,136500,33092,0.894,29572,0.934,21,2015,6,11,Medio
6500,84500,20486,0.605,12387,1.424,13,2015,6,12,Mucho
7367,110500,26789,0.791,21182,0.865,17,2015,7,13,Mucho
7719,123500,29941,1.027,30750,1.647,19,2015,7,14,Medio
7630,175500,42547,1.543,65644,0.551,27,2015,8,15,Mucho
7500,195000,47275,1.250,59093,1.238,30,2015,8,16,Medio
7475,149500,36244,0.902,32691,0.868,23,2015,9,17,Medio
7222,130000,31516,0.588,18539,1.088,20,2015,9,18,Mucho
7893,221000,53578,1.511,80962,1.603,34,2015,10,19,Medio
6500,156000,37820,1.000,37820,0.234,24,2015,10,20,Mucho
7091,156000,37820,0.615,23274,1.615,24,2015,11,21,Nada
8864,195000,47275,1.111,52527,1.317,30,2015,11,22,Medio
6882,117000,28365,0.667,18910,0.692,18,2015,12,23,Mucho
7378,273000,50274,1.400,70384,1.500,42,2015,12,24,Medio
9250,481000,88578,9.250,819350,0.800,74,2016,1,1,Medio
9133,721500,132867,-31.714,-4213782,-0.179,111,2016,1,2,Mucho
7902,403000,74214,1.033,76688,0.013,62,2016,2,3,Mucho
8833,344500,63441,0.573,36350,1.445,53,2016,2,4,Nada
7473,276500,59077,0.726,42870,0.876,41,2016,3,5,Mucho
7560,189000,45819,0.470,21515,0.904,27,2016,3,6,Mucho
7600,266000,64486,0.776,50010,1.686,38,2016,4,7,Nada
9450,378000,91638,1.636,149953,0.849,54,2016,4,8,Mucho
8750,210000,50910,0.769,39161,0.908,30,2016,5,9,Mucho
8000,112000,27152,0.286,7758,1.033,16,2016,5,10,Nada
7500,105000,25455,0.240,6109,2.100,15,2016,6,11,Nada
8556,154000,37334,0.478,17855,2.705,22,2016,6,12,Nada
7350,147000,35637,0.442,15755,2.094,21,2016,7,13,Nada
7737,147000,35637,0.442,15755,3.000,21,2016,7,14,Nada
7560,189000,45819,0.806,36929,1.734,27,2016,8,15,Medio
7000,175000,42425,0.526,22329,1.304,25,2016,8,16,Mucho
7389,133000,32243,0.388,12502,2.671,19,2016,9,17,Nada
8458,203000,49213,0.951,46793,1.394,29,2016,9,18,Medio
