KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,23,Nada
0,0,0,0.000,0,0.000,0,2013,12,24,Nada
0,0,0,0.000,0,0.000,0,2014,1,1,Nada
0,0,0,0.000,0,0.000,0,2014,1,2,Nada
0,0,0,0.000,0,0.000,0,2014,2,3,Nada
0,0,0,0.000,0,0.000,0,2014,2,4,Nada
0,0,0,0.000,0,0.000,0,2014,3,5,Nada
0,0,0,0.000,0,0.000,0,2014,3,6,Nada
0,0,0,0.000,0,0.000,0,2014,4,7,Nada
0,0,0,0.000,0,0.000,0,2014,4,8,Nada
0,0,0,0.000,0,0.000,0,2014,5,9,Nada
0,0,0,0.000,0,0.000,0,2014,5,10,Nada
0,0,0,0.000,0,0.000,0,2014,6,11,Nada
1500,6000,2109,1.000,2109,0.000,4,2014,6,12,Mucho
1500,7500,2636,0.909,2397,6.000,5,2014,7,13,Medio
1500,3000,1055,0.250,264,1.000,2,2014,7,14,Nada
1500,19500,6855,1.040,7129,3.545,13,2014,8,15,Medio
1636,18000,6327,0.667,4218,1.800,12,2014,8,16,Mucho
1500,9000,3164,0.286,904,2.667,6,2014,9,17,Nada
1500,7500,2636,0.250,659,1.742,5,2014,9,18,Nada
1875,7500,2636,0.256,676,2.870,5,2014,10,19,Nada
1800,9000,3164,0.429,1356,3.188,6,2014,10,20,Nada
1500,6000,2109,0.444,937,2.063,4,2014,11,21,Nada
1667,15000,5273,1.250,6591,1.400,10,2014,11,22,Mucho
1688,13500,4745,2.000,9491,1.350,9,2014,12,23,Mucho
1500,3000,1055,0.400,422,0.000,2,2014,12,24,Medio
1500,4500,1582,0.353,558,1.429,3,2015,1,1,Nada
0,0,0,0.000,0,1.500,0,2015,1,2,Nada
1500,3000,1055,0.333,352,4.200,2,2015,2,3,Nada
1500,4500,1582,0.857,1356,3.000,3,2015,2,4,Medio
1500,3000,1055,2.000,2109,1.200,2,2015,3,5,Medio
0,0,0,0.000,0,0.000,0,2015,3,6,Nada
0,0,0,0.000,0,0.000,0,2015,4,7,Nada
1714,12000,4218,1.000,4218,18.000,8,2015,4,8,Nada
0,0,0,0.000,0,1.500,0,2015,5,9,Nada
1500,3000,1055,0.133,141,6.000,2,2015,5,10,Nada
1500,1500,527,0.074,39,4.200,1,2015,6,11,Nada
1714,12000,4109,0.533,2192,13.000,8,2015,6,12,Medio
1500,13500,3764,0.720,2710,4.636,9,2015,7,13,Medio
2000,12000,3345,2.000,6691,1.333,8,2015,7,14,Mucho
1500,6000,1673,1.000,1673,0.000,4,2015,8,15,Mucho
1500,4500,1255,0.240,301,1.143,3,2015,8,16,Nada
2000,6000,1673,0.267,446,3.400,4,2015,9,17,Nada
1500,3000,836,0.167,139,3.545,2,2015,9,18,Nada
1500,15000,3282,0.833,2735,3.667,10,2015,10,19,Nada
1500,6000,1273,0.364,463,2.438,4,2015,10,20,Nada
1500,3000,636,0.143,91,1.688,2,2015,11,21,Nada
1500,6000,1273,0.235,299,3.563,4,2015,11,22,Nada
1500,4500,955,0.222,212,4.500,3,2015,12,23,Nada
1500,3000,636,0.182,116,4.000,2,2015,12,24,Nada
1500,4500,955,0.353,337,3.333,3,2016,1,1,Nada
1875,7500,1591,1.111,1768,2.625,5,2016,1,2,Medio
1500,6000,1091,0.333,364,0.600,4,2016,2,3,Nada
1500,4500,818,0.146,120,5.500,3,2016,2,4,Nada
1500,19500,3545,0.531,1881,4.750,13,2016,3,5,Mucho
1500,19500,3545,0.553,1961,4.500,13,2016,3,6,Mucho
1500,7500,1364,0.345,470,1.759,5,2016,4,7,Nada
1700,25500,4636,1.097,5085,1.161,17,2016,4,8,Medio
1500,18000,3273,0.923,3021,1.629,12,2016,5,9,Medio
1500,9000,1636,1.333,2182,0.618,6,2016,5,10,Medio
1500,12000,2182,0.800,1745,0.171,8,2016,6,11,Medio
3375,13500,2455,0.316,775,2.077,9,2016,6,12,Nada
1500,3000,545,0.053,29,5.087,2,2016,7,13,Nada
1731,22500,4091,0.526,2153,5.684,15,2016,7,14,Mucho
1500,18000,3273,0.800,2618,2.423,12,2016,8,15,Mucho
2143,15000,2727,2.500,6818,0.931,10,2016,8,16,Mucho
0,0,0,0.000,0,-0.081,0,2016,9,17,Nada
2000,2000,773,0.182,140,0.000,1,2016,9,18,Nada
