KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.091,102000,21.818,0.706,15709,1.500,12,2013,12,49,Poco
1.111,170000,21.818,1.818,67438,1.333,20,2013,12,50,Poco
1.100,93500,21.818,3.667,74800,0.400,11,2013,12,51,Medio
1.222,93500,21.818,2.000,40800,0.733,11,2013,12,53,Medio
1.429,85000,21.818,1.000,18545,0.000,10,2014,1,1,Medio
1.222,99000,21.818,0.564,12185,0.577,11,2014,1,3,Medio
1.333,108000,21.818,0.429,10099,3.923,12,2014,1,4,Nada
1.182,117000,21.818,0.634,16188,2.357,13,2014,1,5,Poco
1.250,135000,21.818,0.476,14026,1.583,15,2014,2,6,Poco
1.250,90000,21.818,0.185,3636,3.300,10,2014,2,7,Nada
1.000,81000,21.818,0.151,2673,5.053,9,2014,2,8,Nada
1.200,108000,21.818,0.188,4418,4.853,12,2014,2,9,Nada
1.333,108000,21.818,0.179,4220,7.065,12,2014,3,10,Nada
1.333,72000,21.818,0.140,2205,5.545,8,2014,3,11,Nada
1.273,126000,21.818,0.304,8367,4.969,14,2014,3,12,Nada
1.091,108000,21.818,0.226,5335,3.441,12,2014,3,13,Nada
1.077,126000,21.818,0.233,6415,5.912,14,2014,3,14,Nada
1.222,99000,21.818,0.232,5002,3.975,11,2014,4,15,Nada
0.929,117000,21.818,0.366,9348,3.405,13,2014,4,16,Nada
1.125,162000,21.818,0.514,18178,2.289,18,2014,4,17,Poco
1.333,72000,21.818,0.154,2417,2.929,8,2014,4,18,Poco
1.200,108000,21.818,0.146,3448,4.846,12,2014,5,19,Nada
1.133,153000,21.818,0.184,6135,7.974,17,2014,5,20,Nada
1.400,63000,21.818,0.087,1195,6.811,7,2014,5,21,Nada
1.222,99000,21.818,0.154,3323,6.417,11,2014,5,22,Nada
1.071,135000,21.818,0.191,5628,5.657,15,2014,6,23,Nada
1.111,90000,21.818,0.116,2283,8.273,10,2014,6,24,Nada
1.000,108000,21.818,0.160,3770,6.750,12,2014,6,25,Nada
1.000,135000,21.818,0.244,7184,5.595,15,2014,6,26,Nada
1.083,122000,25.022,0.226,6902,4.378,13,2014,6,27,Nada
1.211,218500,21.818,0.465,22151,4.575,23,2014,7,28,Poco
1.000,123500,21.818,0.413,11120,2.235,13,2014,7,29,Poco
1.000,85500,21.818,0.198,3690,1.531,9,2014,7,30,Poco
1.091,114000,21.818,0.200,4975,4.400,12,2014,7,31,Nada
1.000,85500,21.818,0.182,3392,4.765,9,2014,8,32,Nada
1.167,66500,21.818,0.124,1798,4.500,7,2014,8,33,Nada
1.000,38000,21.818,0.061,502,7.286,4,2014,8,34,Nada
1.000,76000,21.818,0.133,2211,9.600,8,2014,8,35,Nada
1.000,95000,21.818,0.196,4064,8.842,10,2014,8,36,Nada
1.000,114000,21.818,0.240,5969,6.273,12,2014,9,37,Nada
1.000,85500,21.818,0.182,3392,5.400,9,2014,9,38,Nada
1.000,85500,21.818,0.222,4145,4.355,9,2014,9,39,Nada
1.000,57000,21.818,0.140,1735,3.600,6,2014,9,40,Nada
1.000,47500,21.818,0.105,1091,6.250,5,2014,10,41,Nada
0.857,57000,21.818,0.143,1777,6.750,6,2014,10,42,Nada
0.857,57000,21.818,0.167,2073,6.882,6,2014,10,43,Nada
1.000,57000,21.818,0.200,2487,5.824,6,2014,10,44,Nada
1.000,76000,21.818,0.211,3491,4.500,8,2014,11,45,Nada
1.000,66500,21.818,0.154,2232,7.350,7,2014,11,46,Nada
1.000,57000,21.818,0.154,1913,6.000,6,2014,11,47,Nada
