KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
0.987,187500,36.768,1.899,130899,1.958,75,2013,12,49,Poco
1.071,150000,36.768,15.000,827284,0.036,60,2013,12,50,Medio
1.111,50000,36.768,0.556,10213,0.117,20,2013,12,51,Medio
1.056,95000,36.768,0.809,28241,1.277,38,2013,12,52,Poco
1.154,37500,36.768,0.732,10089,0.712,15,2013,12,53,Medio
1.000,42500,36.768,0.596,9321,0.534,17,2014,1,1,Medio
1.049,107500,36.768,0.935,36948,1.886,43,2014,1,2,Poco
1.028,92500,36.768,1.254,42657,1.920,37,2014,1,3,Poco
1.100,27500,36.768,2.000,20223,0.340,11,2014,1,4,Medio
1.000,65000,36.768,0.963,23014,0.000,26,2014,1,5,Medio
1.032,80000,36.768,0.842,24770,2.189,32,2014,2,6,Poco
1.048,55000,36.768,0.370,7477,0.957,22,2014,2,7,Medio
1.188,47500,36.768,0.218,3814,3.638,19,2014,2,8,Nada
1.000,67500,36.768,0.425,10553,3.164,27,2014,2,9,Nada
1.077,35000,36.768,0.237,3054,2.206,14,2014,3,10,Poco
1.000,75000,36.768,0.566,15609,3.400,30,2014,3,11,Nada
1.000,37500,36.768,0.240,3309,1.606,15,2014,3,12,Poco
1.000,27500,36.768,0.138,1390,4.424,11,2014,3,13,Nada
1.000,32500,36.768,0.132,1577,3.911,13,2014,3,14,Nada
1.000,50000,36.768,0.175,3225,9.538,20,2014,4,15,Nada
1.059,45000,36.768,0.189,3135,7.091,18,2014,4,16,Nada
1.000,50000,36.768,0.263,4838,5.059,20,2014,4,17,Nada
1.054,97500,36.768,0.553,19831,3.414,39,2014,4,18,Nada
1.074,72500,36.768,0.479,12778,2.922,29,2014,5,19,Poco
1.000,42500,36.768,0.453,7084,1.568,17,2014,5,20,Poco
1.000,35000,35.104,0.304,3739,1.024,14,2014,5,21,Poco
1.000,50000,34.650,0.260,4500,3.150,20,2014,5,22,Nada
1.000,40000,34.650,0.193,2672,5.353,16,2014,6,23,Nada
0.917,27500,34.650,0.158,1508,4.500,11,2014,6,24,Nada
1.125,67500,34.650,0.535,12505,4.085,27,2014,6,25,Nada
1.083,65000,34.650,1.300,29279,2.056,26,2014,6,26,Poco
1.100,27500,34.650,0.373,3553,0.141,11,2014,6,27,Medio
1.000,30000,34.650,0.240,2495,2.625,12,2014,7,28,Poco
1.063,42500,34.650,0.225,3316,2.694,17,2014,7,29,Poco
1.176,50000,34.650,0.206,3572,8.025,20,2014,7,30,Nada
1.000,50000,34.650,0.260,4500,5.327,20,2014,7,31,Nada
1.000,37500,34.650,0.164,2130,3.526,15,2014,8,32,Nada
1.050,52500,34.650,0.199,3621,6.327,21,2014,8,33,Nada
1.000,17500,34.650,0.077,464,5.089,7,2014,8,34,Nada
1.000,27500,34.650,0.133,1271,6.140,11,2014,8,35,Nada
1.000,22500,34.650,0.102,793,5.923,9,2014,8,36,Nada
1.000,22500,34.650,0.094,735,11.111,9,2014,9,37,Nada
1.087,62500,34.650,0.318,6897,9.414,25,2014,9,38,Nada
1.000,27500,34.650,0.182,1733,4.605,11,2014,9,39,Nada
1.133,42500,32.536,0.217,2995,3.667,17,2014,9,40,Nada
0.900,22500,31.057,0.092,645,5.774,9,2014,10,41,Nada
1.000,32500,31.057,0.150,1517,7.541,13,2014,10,42,Nada
1.100,27500,31.057,0.148,1261,6.154,11,2014,10,43,Nada
1.000,22500,31.057,0.102,711,6.273,9,2014,10,44,Nada
1.000,30000,31.057,0.118,1096,9.818,12,2014,11,45,Nada
1.188,47500,31.057,0.220,3240,9.000,19,2014,11,46,Nada
1.083,32500,31.057,0.184,1861,5.775,13,2014,11,47,Nada
1.000,25000,31.057,0.110,853,4.364,10,2014,11,48,Nada
1.000,22500,31.057,0.079,554,8.429,9,2014,11,49,Nada
1.167,52500,31.057,0.143,2337,10.219,21,2014,12,50,Nada
1.000,27500,31.057,0.062,526,13.800,11,2014,12,51,Nada
1.071,37500,31.057,0.091,1056,12.659,15,2014,12,52,Nada
1.000,17500,31.057,0.045,246,10.085,7,2014,12,53,Nada
1.333,40000,31.057,0.111,1385,13.727,16,2015,1,1,Nada
1.077,35000,31.057,0.109,1180,10.737,14,2015,1,2,Nada
1.053,50000,31.057,0.179,2773,9.892,20,2015,1,3,Nada
1.083,32500,31.057,0.117,1177,6.120,13,2015,1,4,Nada
1.000,27500,31.057,0.095,813,7.723,11,2015,1,5,Nada
1.000,50000,31.057,0.200,3106,7.500,20,2015,2,6,Nada
1.000,25000,31.057,0.121,941,6.136,10,2015,2,7,Nada
1.000,27500,31.057,0.158,1352,5.488,11,2015,2,8,Nada
1.000,22500,31.057,0.090,632,4.683,9,2015,2,9,Nada
1.000,22500,31.057,0.069,482,13.500,9,2015,3,10,Nada
0.923,30000,31.057,0.100,932,13.034,12,2015,3,11,Nada
1.063,42500,31.057,0.161,2127,11.400,17,2015,3,12,Nada
1.000,25000,31.057,0.109,844,7.658,10,2015,3,13,Nada
1.000,7500,31.057,0.035,82,6.692,3,2015,3,14,Nada
1.000,17500,31.057,0.087,473,8.400,7,2015,4,15,Nada
1.000,37500,31.057,0.216,2514,11.550,15,2015,4,16,Nada
1.000,22500,31.057,0.157,1094,7.440,9,2015,4,17,Nada
1.071,37500,31.057,0.330,3839,5.129,15,2015,4,18,Nada
1.111,25000,31.058,0.137,1064,2.923,10,2015,5,19,Poco
1.200,30000,31.059,0.118,1096,9.529,12,2015,5,20,Nada
1.000,27500,31.059,0.122,1038,7.784,11,2015,5,21,Nada
1.000,20000,31.059,0.099,614,7.727,8,2015,5,22,Nada
1.000,22500,31.059,0.124,868,7.452,9,2015,5,23,Nada
1.000,20000,31.059,0.125,776,7.286,8,2015,6,24,Nada
0.889,20000,31.059,0.143,887,7.200,8,2015,6,25,Nada
1.000,17500,30.571,0.087,465,6.240,7,2015,6,26,Nada
1.000,17500,29.920,0.066,347,14.217,7,2015,6,27,Nada
1.200,30000,29.920,0.125,1122,13.909,12,2015,7,28,Nada
1.000,25000,29.920,0.118,880,10.385,10,2015,7,29,Nada
1.100,27500,29.920,0.148,1215,8.276,11,2015,7,30,Nada
1.000,22500,29.920,0.102,685,6.273,9,2015,7,31,Nada
1.000,40000,29.920,0.160,1915,10.800,16,2015,8,32,Nada
