KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.000,51000,37.968,0.600,11618,0.158,6,2013,12,49,Medio
1.000,8500,37.968,0.054,174,3.563,1,2013,12,50,Nada
1.000,25500,37.968,0.182,1760,4.154,3,2013,12,51,Nada
1.000,42500,37.968,0.400,6455,4.500,5,2013,12,52,Nada
1.500,25500,37.968,0.261,2526,3.333,3,2013,12,53,Nada
1.182,110500,37.968,2.000,83909,3.545,13,2014,1,1,Poco
1.000,25500,37.968,0.667,6455,0.000,3,2014,1,2,Medio
1.000,42500,37.968,0.526,8493,1.421,5,2014,1,3,Poco
0.000,0,0.000,0.000,0,1.429,0,2014,1,4,Nada
1.143,68000,37.968,0.889,22949,3.750,8,2014,1,5,Nada
1.000,51000,37.968,1.200,23236,1.846,6,2014,2,6,Poco
1.167,59500,37.968,1.556,35141,0.429,7,2014,2,7,Medio
1.000,76500,37.968,1.059,30754,1.000,9,2014,2,8,Poco
1.000,76500,37.968,1.636,47529,1.364,9,2014,2,9,Poco
1.000,42500,37.968,1.111,17929,0.120,5,2014,3,10,Medio
1.000,8500,37.968,0.133,430,1.043,1,2014,3,11,Poco
1.000,25500,37.968,0.353,3417,1.400,3,2014,3,12,Poco
1.000,17000,37.968,0.222,1434,3.333,2,2014,3,13,Nada
1.000,8500,37.968,0.095,307,4.000,1,2014,3,14,Nada
1.000,42500,37.968,0.370,5976,6.500,5,2014,4,15,Nada
1.000,34000,37.968,0.333,4303,5.250,4,2014,4,16,Nada
1.000,42500,37.968,0.667,10758,3.000,5,2014,4,17,Poco
1.000,17000,37.968,0.500,3227,1.071,2,2014,4,18,Poco
1.167,59500,36.746,1.273,27826,0.818,7,2014,5,19,Medio
1.000,59500,35.829,1.556,33162,1.714,7,2014,5,20,Poco
1.000,25500,35.829,0.545,4983,0.188,3,2014,5,21,Medio
1.000,17000,35.829,0.222,1354,1.765,2,2014,5,22,Poco
1.000,17000,35.829,0.286,1740,2.000,2,2014,6,23,Poco
1.000,34000,35.829,0.400,4873,2.571,4,2014,6,24,Poco
1.000,51000,35.829,0.545,9967,5.250,6,2014,6,25,Nada
1.000,42500,35.829,0.909,13843,2.000,5,2014,6,26,Poco
1.000,25500,35.829,2.000,18273,0.600,3,2014,6,27,Medio
1.000,17000,35.829,0.400,2436,0.000,2,2014,7,28,Medio
0.000,0,0.000,0.000,0,3.000,0,2014,7,29,Nada
1.000,8500,35.829,0.105,321,6.000,1,2014,7,30,Nada
1.200,51000,35.829,0.500,9136,1.513,6,2014,7,31,Poco
1.000,17000,35.829,0.143,870,6.429,2,2014,8,32,Nada
1.200,51000,35.829,0.600,10964,4.333,6,2014,8,33,Nada
1.000,42500,35.829,0.476,7251,1.500,5,2014,8,34,Poco
0.857,51000,35.829,0.545,9967,3.231,6,2014,8,35,Nada
1.000,42500,35.829,0.909,13843,1.412,5,2014,8,36,Poco
1.000,17000,35.829,0.250,1523,0.563,2,2014,9,37,Medio
0.667,17000,35.829,0.167,1015,3.000,2,2014,9,38,Nada
0.000,0,0.000,0.000,0,3.667,0,2014,9,39,Nada
1.000,51000,35.829,0.750,13705,8.250,6,2014,9,40,Nada
1.250,42500,35.829,0.909,13843,1.875,5,2014,10,41,Poco
1.200,51000,35.829,0.667,12182,1.636,6,2014,10,42,Poco
1.000,8500,35.829,0.087,265,2.118,1,2014,10,43,Poco
1.000,59500,35.829,0.519,11054,2.750,7,2014,10,44,Poco
1.000,34000,35.829,0.286,3481,3.429,4,2014,11,45,Nada
1.000,17000,35.829,0.182,1107,3.000,2,2014,11,46,Poco
1.000,51000,35.829,0.462,8434,2.308,6,2014,11,47,Poco
1.000,51000,35.829,0.462,8434,4.000,6,2014,11,48,Nada
1.000,85000,35.829,2.000,60909,2.143,10,2014,11,49,Poco
1.000,68000,35.829,4.000,97455,0.000,8,2014,12,50,Mucho
1.154,127500,35.829,6.000,274091,0.500,15,2014,12,51,Mucho
1.000,8500,35.829,2.000,6091,0.091,1,2014,12,52,Medio
1.500,25500,35.829,0.667,6091,0.000,3,2014,12,53,Medio
1.000,34000,35.829,0.571,6961,1.421,4,2015,1,1,Poco
1.100,93500,35.829,0.957,32043,1.875,11,2015,1,2,Poco
1.000,51000,35.829,0.400,7309,3.000,6,2015,1,3,Poco
1.167,59500,35.829,0.824,17556,1.714,7,2015,1,4,Poco
1.000,76500,35.829,1.385,37951,0.625,9,2015,1,5,Medio
1.000,25500,35.829,0.462,4217,1.091,3,2015,2,6,Poco
1.000,25500,35.829,0.316,2885,0.789,3,2015,2,7,Medio
1.000,59500,35.829,0.667,14212,2.800,7,2015,2,8,Poco
1.125,76500,35.829,1.059,29021,1.615,9,2015,2,9,Poco
1.000,34000,35.829,0.320,3898,1.579,4,2015,3,10,Poco
1.000,8500,35.829,0.069,210,2.250,1,2015,3,11,Poco
1.000,51000,35.829,0.545,9967,3.000,6,2015,3,12,Poco
1.143,68000,35.829,2.000,48727,2.182,8,2015,3,13,Poco
1.000,25500,35.829,1.000,9136,0.000,3,2015,3,14,Medio
1.000,51000,35.829,0.750,13705,1.000,6,2015,4,16,Poco
0.800,34000,35.829,0.444,5414,2.538,4,2015,4,17,Poco
1.143,68000,35.829,0.889,21657,1.500,8,2015,4,18,Poco
1.000,8500,35.829,0.095,290,1.833,1,2015,5,19,Poco
2.000,34000,35.829,0.500,6091,2.308,4,2015,5,20,Poco
1.000,17000,35.829,0.182,1107,1.385,2,2015,5,21,Poco
1.000,42500,35.829,0.370,5640,6.857,5,2015,5,22,Nada
1.000,51000,35.829,0.750,13705,3.000,6,2015,5,23,Poco
1.000,34000,35.829,1.333,16242,1.154,4,2015,6,24,Poco
1.000,42500,35.829,1.111,16919,0.200,5,2015,6,25,Medio
0.000,0,0.000,0.000,0,1.600,0,2015,6,26,Nada
1.000,8500,35.829,0.095,290,2.667,1,2015,6,27,Poco
1.000,17000,35.829,0.167,1015,6.500,2,2015,7,28,Nada
1.000,25500,35.829,0.316,2885,1.513,3,2015,7,29,Poco
1.000,59500,35.829,1.556,33162,4.000,7,2015,7,30,Nada
1.000,17000,35.829,0.333,2030,0.250,2,2015,7,31,Medio
1.000,25500,35.829,0.316,2885,2.750,3,2015,8,32,Poco
