KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
2.500,70000,42.196,0.128,3787,4.016,10,2013,12,49,Nada
5.429,266000,42.196,0.704,78985,4.294,38,2013,12,50,Nada
3.167,133000,42.196,0.745,41816,1.591,19,2013,12,51,Poco
3.167,266000,41.322,0.667,73278,0.716,38,2013,12,52,Medio
4.000,56000,38.506,0.085,1835,3.095,8,2013,12,53,Nada
5.250,147000,38.506,0.264,14952,4.154,21,2014,1,1,Nada
3.167,266000,38.506,0.760,77844,3.090,38,2014,1,2,Nada
2.417,203000,38.506,0.212,16607,1.388,29,2014,1,3,Poco
3.824,455000,38.506,0.310,54359,8.250,65,2014,1,4,Poco
2.833,238000,38.506,0.198,18116,4.023,34,2014,1,5,Nada
3.875,434000,38.506,0.456,76185,3.914,62,2014,2,6,Poco
2.462,224000,38.506,0.360,31012,1.957,32,2014,2,7,Poco
1.500,21000,38.506,0.042,339,1.711,3,2014,2,8,Poco
2.800,126000,52.171,0.222,14608,2.165,14,2014,2,9,Poco
2.000,54000,52.171,0.113,3189,3.429,6,2014,3,10,Nada
1.500,27000,52.171,0.062,871,6.522,3,2014,3,11,Nada
5.000,180000,52.171,0.541,50761,6.130,20,2014,3,12,Nada
4.200,189000,52.171,1.313,129417,2.793,21,2014,3,13,Poco
2.000,18000,52.171,0.500,4695,0.341,2,2014,3,14,Medio
2.000,18000,52.171,1.000,9391,0.209,2,2014,4,15,Medio
1.333,36000,52.171,8.000,150253,0.120,4,2014,4,16,Medio
2.000,144000,44.532,0.034,2207,141.900,16,2014,4,18,Nada
1.400,63000,44.532,0.015,433,57.125,7,2014,5,19,Nada
3.286,207000,44.532,0.052,4835,50.000,23,2014,5,20,Nada
3.000,27000,44.532,0.007,85,27.848,3,2014,5,21,Nada
2.250,81000,44.532,0.021,774,38.545,9,2014,5,22,Nada
3.500,63000,44.532,0.017,477,35.571,7,2014,6,23,Nada
1.000,9000,44.532,0.002,10,64.421,1,2014,6,24,Nada
5.500,198000,44.532,0.056,4899,71.824,22,2014,6,25,Nada
