KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.000,72000,22.159,1.200,19145,2.250,9,2013,12,49,Poco
1.000,24000,22.159,2.000,10636,0.429,3,2013,12,50,Poco
1.000,16000,22.159,1.000,3545,0.000,2,2013,12,51,Medio
1.000,56000,22.159,0.609,7553,2.500,7,2013,12,53,Poco
1.111,80000,22.159,0.833,14773,1.091,10,2014,1,1,Nada
1.000,8000,22.159,0.047,82,1.600,1,2014,1,2,Nada
1.000,40000,22.159,0.204,1809,4.500,5,2014,1,3,Nada
1.000,88000,22.159,0.667,13000,4.125,11,2014,1,4,Nada
1.000,48000,22.159,0.750,7977,1.941,6,2014,1,5,Poco
1.250,40000,22.159,0.345,3056,0.682,5,2014,2,6,Medio
1.143,64000,22.159,0.400,5673,3.273,8,2014,2,7,Nada
0.929,104000,22.159,0.531,12228,2.526,13,2014,2,8,Poco
1.000,40000,22.159,0.164,1453,3.808,5,2014,2,9,Nada
0.833,40000,22.159,0.196,1738,3.231,5,2014,3,10,Nada
1.000,72000,22.159,0.486,7762,3.000,9,2014,3,11,Nada
1.000,40000,22.159,0.435,3854,2.211,5,2014,3,12,Poco
1.000,24000,22.159,0.182,967,1.421,3,2014,3,13,Nada
1.000,8000,22.159,0.043,75,4.235,1,2014,3,14,Nada
1.000,48000,22.159,0.300,3191,7.667,6,2014,4,15,Nada
1.000,40000,22.159,0.345,3056,5.100,5,2014,4,16,Nada
1.000,48000,22.159,0.667,7091,3.000,6,2014,4,17,Poco
1.000,72000,22.159,0.857,13675,1.059,9,2014,4,18,Nada
1.000,64000,22.159,0.727,10314,2.250,8,2014,5,19,Poco
1.000,32000,22.159,0.286,2026,0.913,4,2014,5,20,Medio
1.000,32000,22.159,0.211,1493,3.000,4,2014,5,21,Poco
1.000,32000,22.159,0.267,1891,3.188,4,2014,5,22,Nada
1.000,16000,22.159,0.167,591,3.250,2,2014,6,23,Nada
1.000,24000,22.159,0.316,1679,3.300,3,2014,6,24,Nada
0.000,0,0.000,0.000,0,2.667,0,2014,6,25,Nada
1.000,16000,22.159,0.286,1013,4.800,2,2014,6,26,Nada
1.000,32000,22.159,1.000,7091,3.600,4,2014,6,27,Nada
1.000,32000,22.159,4.000,28364,1.000,4,2014,7,28,Poco
1.000,24000,22.159,0.400,2127,3.000,3,2014,7,30,Nada
1.000,40000,22.159,0.526,4665,2.250,5,2014,7,31,Poco
1.000,48000,22.159,0.600,6382,4.333,6,2014,8,32,Nada
1.000,24000,22.159,0.545,2901,1.500,3,2014,8,33,Nada
1.000,24000,22.159,1.200,6382,0.857,3,2014,8,34,Poco
1.000,24000,22.159,0.857,4558,0.250,3,2014,8,35,Poco
1.000,32000,22.159,1.000,7091,2.000,4,2014,8,36,Poco
1.000,24000,22.159,0.462,2455,0.600,3,2014,9,37,Poco
1.000,24000,22.159,0.316,1679,3.300,3,2014,9,38,Nada
1.000,24000,22.159,0.261,1387,2.400,3,2014,9,39,Nada
1.000,104000,22.159,1.529,35246,5.000,13,2014,9,40,Nada
1.000,40000,22.159,0.345,3056,0.316,5,2014,10,41,Medio
1.000,8000,22.159,0.038,67,3.857,1,2014,10,42,Nada
1.000,24000,22.159,0.122,651,4.105,3,2014,10,43,Nada
0.875,56000,22.159,0.359,4455,7.667,7,2014,10,44,Nada
1.167,56000,22.159,0.560,6949,4.364,7,2014,11,45,Nada
0.923,96000,22.159,1.000,21273,1.588,12,2014,11,46,Poco
1.000,32000,22.159,0.308,2182,1.731,4,2014,11,47,Poco
1.000,40000,22.159,0.213,1886,1.435,5,2014,11,48,Poco
1.000,56000,22.159,0.212,2632,5.143,7,2014,11,49,Nada
1.000,88000,22.159,0.458,8938,5.625,11,2014,12,50,Nada
1.000,96000,22.159,0.444,9455,2.348,12,2014,12,51,Nada
1.100,88000,22.159,0.361,7033,3.600,11,2014,12,52,Nada
1.000,40000,22.159,0.222,1970,2.206,5,2014,12,53,Poco
1.000,8000,22.159,0.051,91,2.143,1,2015,1,1,Nada
1.000,112000,22.159,1.167,28955,3.353,14,2015,1,2,Poco
1.000,88000,22.159,1.294,25235,0.750,11,2015,1,3,Medio
1.000,80000,22.159,0.769,13636,1.385,10,2015,1,4,Nada
1.000,66000,24.518,0.800,12945,1.200,8,2015,1,5,Poco
1.000,51000,26.738,2.000,27273,0.621,6,2015,2,6,Medio
1.000,8500,26.738,0.069,157,0.000,1,2015,2,7,Medio
1.000,93500,26.738,0.468,11702,5.800,11,2015,2,8,Nada
1.000,25500,26.738,0.182,1240,3.000,3,2015,2,9,Poco
1.000,68000,26.738,0.727,13223,3.000,8,2015,3,10,Poco
1.000,59500,26.738,2.000,31818,0.955,7,2015,3,11,Medio
1.000,25500,26.738,0.222,1515,0.000,3,2015,3,12,Medio
1.000,59500,26.738,0.292,4640,4.500,7,2015,3,13,Nada
1.143,68000,26.738,0.471,8556,3.706,8,2015,3,14,Nada
1.000,42500,26.738,0.476,5411,2.167,5,2015,4,15,Poco
1.000,34000,26.738,0.667,6061,1.200,4,2015,4,16,Poco
1.000,17000,26.738,0.667,3030,0.706,2,2015,4,17,Medio
1.000,25500,26.738,3.000,20455,0.545,3,2015,4,18,Poco
1.000,59500,26.738,0.824,13102,3.600,7,2015,5,20,Nada
1.000,68000,26.738,0.800,14545,1.000,8,2015,5,21,Poco
1.000,25500,26.738,0.222,1515,2.250,3,2015,5,22,Poco
1.000,17000,26.738,0.182,826,2.000,2,2015,5,23,Poco
1.000,59500,26.738,1.077,17133,2.308,7,2015,6,24,Poco
1.000,34000,26.738,0.400,3636,0.750,4,2015,6,25,Medio
1.000,59500,26.738,0.519,8249,3.923,7,2015,6,26,Nada
1.000,42500,26.738,0.667,7576,1.667,5,2015,6,27,Poco
1.000,42500,26.738,2.000,22727,0.938,5,2015,7,28,Medio
1.000,42500,26.738,0.769,8741,0.000,5,2015,7,29,Medio
1.000,25500,26.738,0.261,1779,2.600,3,2015,7,30,Poco
1.000,42500,26.738,0.667,7576,2.308,5,2015,7,31,Poco
1.000,42500,26.738,2.000,22727,1.154,5,2015,8,32,Poco
1.000,17000,26.738,0.182,826,0.000,2,2015,8,33,Medio
