KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.067,128000,22.500,1.333,38400,2.000,16,2013,12,49,Poco
1.000,96000,22.500,0.923,19938,0.387,12,2013,12,50,Medio
1.063,136000,22.473,0.723,22110,2.000,17,2013,12,51,Poco
1.200,192000,22.386,1.846,79351,1.667,24,2013,12,52,Medio
1.000,32000,22.386,8.000,57309,0.057,4,2013,12,53,Medio
1.111,80000,22.500,10.000,180000,0.200,10,2014,1,3,Medio
1.100,93500,21.925,0.415,8509,3.310,11,2014,1,5,Nada
1.000,85000,21.925,0.625,11648,2.032,10,2014,2,6,Poco
0.889,68000,21.925,0.364,5421,1.065,8,2014,2,7,Poco
0.857,51000,21.925,0.150,1677,3.414,6,2014,2,8,Nada
0.889,68000,21.925,0.186,2774,5.875,8,2014,2,9,Nada
1.000,59500,21.925,0.197,2572,5.318,7,2014,3,10,Nada
1.000,34000,21.925,0.089,663,4.571,4,2014,3,11,Nada
0.800,34000,21.925,0.071,532,9.158,4,2014,3,12,Nada
1.000,34000,21.925,0.077,573,10.800,4,2014,3,13,Nada
1.200,51000,21.925,0.128,1427,12.500,6,2014,3,14,Nada
1.000,25500,21.925,0.071,395,9.429,3,2014,4,15,Nada
1.000,59500,21.925,0.187,2435,9.462,7,2014,4,16,Nada
1.000,42500,21.925,0.159,1479,6.375,5,2014,4,17,Nada
1.429,85000,21.925,0.417,7765,5.800,10,2014,4,18,Nada
1.000,17000,21.925,0.071,266,2.591,2,2014,5,19,Poco
1.000,59500,21.925,0.209,2726,6.529,7,2014,5,20,Nada
1.000,8500,21.925,0.034,63,4.737,1,2014,5,21,Nada
1.400,59500,21.925,0.275,3581,8.700,7,2014,5,22,Nada
1.000,34000,21.925,0.200,1491,4.400,4,2014,6,23,Nada
1.000,42500,21.925,0.323,3006,4.500,5,2014,6,24,Nada
1.000,51000,21.925,0.400,4473,2.438,6,2014,6,25,Poco
1.000,25500,21.925,0.146,818,3.400,3,2014,6,26,Nada
1.000,17000,21.925,0.087,324,5.143,2,2014,6,27,Nada
1.000,8500,21.925,0.047,87,6.000,1,2014,7,28,Nada
1.000,8500,21.925,0.049,91,10.500,1,2014,7,29,Nada
1.000,34000,21.925,0.222,1657,15.000,4,2014,7,30,Nada
1.000,25500,21.925,0.207,1157,8.000,3,2014,7,31,Nada
1.000,68000,17.901,0.571,6956,4.875,8,2014,8,32,Nada
0.667,18000,21.919,0.143,564,3.000,2,2014,8,33,Nada
1.000,54000,21.919,0.300,3551,3.000,6,2014,8,34,Poco
1.000,54000,21.919,0.250,2959,5.063,6,2014,8,35,Nada
1.000,90000,21.919,0.625,12330,4.500,10,2014,8,36,Nada
1.000,36000,21.919,0.211,1661,1.500,4,2014,9,37,Poco
1.000,45000,21.919,0.204,2013,4.050,5,2014,9,38,Nada
1.000,45000,21.919,0.256,2529,3.474,5,2014,9,39,Nada
1.143,72000,21.919,0.444,7014,3.643,8,2014,9,40,Nada
1.286,81000,21.919,0.621,11020,3.167,9,2014,10,41,Nada
1.000,81000,21.919,0.857,15218,1.364,9,2014,10,42,Poco
1.125,81000,21.919,0.783,13895,1.269,9,2014,10,43,Poco
1.000,63000,21.919,0.519,7160,1.333,7,2014,10,44,Poco
1.000,72000,21.919,0.381,6012,1.800,8,2014,11,45,Poco
1.143,72000,21.919,0.348,5489,3.375,8,2014,11,46,Nada
1.000,72000,21.919,0.320,5050,2.478,8,2014,11,47,Poco
1.000,90000,21.919,0.385,7587,3.875,10,2014,11,48,Nada
1.000,117000,21.919,0.531,13608,2.423,13,2014,11,49,Poco
1.000,81000,21.919,0.383,6800,2.710,9,2014,12,50,Poco
1.000,54000,21.919,0.375,4439,1.781,6,2014,12,51,Poco
1.000,81000,21.919,0.486,8637,1.393,9,2014,12,52,Poco
1.000,27000,21.919,0.092,546,3.000,3,2014,12,53,Poco
1.000,18000,21.919,0.050,197,6.833,2,2015,1,1,Nada
1.000,72000,21.919,0.229,3607,8.357,8,2015,1,2,Nada
0.857,54000,21.919,0.214,2536,7.154,6,2015,1,3,Nada
0.833,45000,21.919,0.222,2192,4.688,5,2015,1,4,Nada
1.143,72000,21.919,0.500,7891,3.158,8,2015,1,5,Nada
1.000,135000,21.919,1.579,46722,1.895,15,2015,2,6,Poco
1.000,81000,21.919,0.500,8877,0.750,9,2015,2,7,Medio
1.000,27000,21.919,0.109,646,2.719,3,2015,2,8,Poco
1.000,63000,21.919,0.187,2578,2.889,7,2015,2,9,Poco
1.000,18000,21.919,0.042,164,7.737,2,2015,3,10,Nada
1.000,54000,21.919,0.136,1614,11.750,6,2015,3,11,Nada
1.000,45000,21.919,0.130,1281,8.200,5,2015,3,12,Nada
1.167,63000,21.919,0.215,2974,8.308,7,2015,3,13,Nada
1.000,63000,21.919,0.275,3791,4.833,7,2015,3,14,Nada
1.000,36000,21.919,0.160,1263,3.474,4,2015,4,15,Nada
1.167,63000,21.919,0.286,3945,4.667,7,2015,4,16,Nada
1.250,45000,21.051,0.175,1662,3.500,5,2015,4,17,Nada
1.000,54000,17.576,0.182,1726,6.750,6,2015,4,18,Nada
1.000,63000,17.576,0.264,2925,5.000,7,2015,5,19,Nada
1.000,27000,17.576,0.140,662,3.833,3,2015,5,20,Nada
1.167,63000,17.576,0.326,3605,3.750,7,2015,5,21,Nada
1.000,63000,17.576,0.237,2627,4.059,7,2015,5,22,Nada
1.000,36000,17.576,0.118,744,6.353,4,2015,5,23,Nada
1.000,18000,17.576,0.065,204,5.333,2,2015,6,24,Nada
0.750,27000,17.576,0.105,500,6.923,3,2015,6,25,Nada
0.833,45000,17.576,0.204,1614,9.000,5,2015,6,26,Nada
1.000,54000,17.576,0.316,2997,6.600,6,2015,6,27,Nada
1.500,81000,17.576,0.545,7765,3.429,9,2015,7,28,Nada
1.000,18000,17.576,0.125,395,2.550,2,2015,7,29,Poco
1.000,36000,17.576,0.222,1406,2.647,4,2015,7,30,Poco
1.250,45000,17.576,0.270,2138,4.200,5,2015,7,31,Nada
1.250,45000,17.576,0.175,1388,4.364,5,2015,8,32,Nada
1.167,63000,17.576,0.165,1824,8.786,7,2015,8,33,Nada
1.000,18000,17.576,0.047,147,7.765,2,2015,8,34,Nada
1.000,9000,17.576,0.024,38,9.000,1,2015,8,35,Nada
1.000,27000,17.576,0.076,360,12.300,3,2015,8,36,Nada
1.000,18000,17.576,0.054,171,19.000,2,2015,9,37,Nada
1.444,117000,17.576,0.441,9062,18.000,13,2015,9,38,Nada
1.000,36000,17.576,0.190,1205,3.833,4,2015,9,39,Nada
1.286,81000,17.576,0.621,8836,3.000,9,2015,9,40,Poco
1.143,72000,17.576,0.727,9203,1.154,8,2015,10,41,Poco
1.333,36000,17.576,0.267,1687,1.714,4,2015,10,42,Poco
1.333,72000,17.576,0.421,5328,2.571,8,2015,10,43,Poco
1.143,72000,17.576,0.500,6327,3.000,8,2015,10,44,Poco
1.000,36000,17.576,0.400,2531,1.800,4,2015,11,45,Poco
1.333,36000,17.576,0.348,2201,1.200,4,2015,11,46,Poco
1.000,18000,17.576,0.105,333,2.813,2,2015,11,47,Poco
1.333,108000,17.576,0.706,13399,6.900,12,2015,11,48,Nada
1.250,45000,17.576,0.270,2138,1.833,5,2015,11,49,Poco
1.000,27000,17.576,0.122,581,4.105,3,2015,12,50,Nada
1.000,72000,17.576,0.421,5328,3.450,8,2015,12,51,Nada
1.167,63000,17.576,0.326,3605,2.813,7,2015,12,52,Poco
1.000,36000,17.576,0.111,703,4.667,4,2015,12,53,Nada
0.667,18000,17.576,0.047,147,6.947,2,2016,1,53,Nada
1.000,45000,17.576,0.127,1001,9.692,5,2016,1,1,Nada
1.125,81000,17.576,0.277,3942,10.091,9,2016,1,2,Nada
1.000,27000,17.576,0.113,537,5.250,3,2016,1,3,Nada
1.000,63000,13.420,0.264,2233,4.412,7,2016,1,4,Nada
1.000,81000,12.727,0.383,3948,4.421,9,2016,1,5,Nada
1.000,27000,12.727,0.171,589,3.000,3,2016,2,6,Poco
1.000,54000,12.727,0.324,2229,2.526,6,2016,2,7,Poco
1.000,72000,12.727,0.471,4312,3.500,8,2016,2,8,Nada
1.667,45000,12.727,0.323,1848,2.294,5,2016,2,9,Poco
1.500,27000,12.727,0.113,389,2.842,3,2016,3,10,Poco
1.000,27000,12.727,0.090,308,6.563,3,2016,3,11,Nada
1.222,99000,12.727,0.349,4400,8.727,11,2016,3,12,Nada
1.500,54000,12.727,0.214,1473,5.471,6,2016,3,13,Nada
1.000,27000,12.727,0.128,439,3.750,3,2016,4,14,Nada
1.500,27000,12.727,0.146,503,3.300,3,2016,4,15,Nada
1.286,81000,12.727,0.621,6399,4.750,9,2016,4,16,Nada
1.200,54000,12.727,0.353,2426,2.000,6,2016,4,17,Poco
1.143,72000,12.727,0.320,2932,4.000,8,2016,5,18,Nada
1.167,63000,12.727,0.311,2495,3.391,7,2016,5,19,Nada
