KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.333,80000,49.082,0.250,9816,3.176,4,2013,12,49,Nada
1.273,280000,49.082,2.000,274856,2.800,14,2013,12,50,Poco
1.500,240000,49.083,1.333,157066,0.000,12,2013,12,51,Medio
1.400,280000,49.083,1.273,174915,1.800,14,2013,12,52,Poco
0.857,120000,49.083,0.194,11400,0.300,6,2013,12,53,Poco
1.545,340000,49.083,0.343,57313,5.438,17,2014,1,1,Nada
1.364,300000,49.083,0.337,49635,3.324,15,2014,1,2,Nada
1.200,120000,49.083,0.133,7853,3.789,6,2014,1,3,Nada
1.125,180000,49.083,0.240,21204,3.316,9,2014,1,4,Nada
1.500,180000,49.189,0.222,19676,3.300,9,2014,1,5,Nada
1.600,160000,49.242,0.182,14325,6.000,8,2014,2,6,Nada
1.857,260000,49.242,0.388,49683,4.615,13,2014,2,7,Nada
1.222,220000,49.242,0.301,32648,2.700,11,2014,2,8,Poco
1.333,160000,49.242,0.190,15007,4.313,8,2014,2,9,Nada
1.222,220000,49.242,0.338,36667,3.563,11,2014,3,10,Nada
1.083,260000,49.242,0.634,81190,2.700,13,2014,3,11,Poco
1.250,100000,48.333,0.120,5823,1.313,5,2014,3,12,Poco
1.200,360000,46.970,0.300,50727,7.138,18,2014,3,13,Nada
1.143,160000,46.970,0.170,12792,4.250,8,2014,3,14,Nada
1.111,200000,46.970,0.263,24721,4.161,10,2014,4,15,Nada
1.154,300000,46.970,0.588,82888,2.750,15,2014,4,16,Poco
1.286,180000,46.970,0.667,56364,1.636,9,2014,4,17,Poco
1.556,840000,46.717,7.000,2746970,0.794,42,2014,4,18,Mucho
1.000,220000,47.019,0.165,17111,0.136,11,2014,5,19,Medio
1.619,680000,48.897,0.301,100043,6.290,34,2014,5,20,Poco
1.167,280000,48.897,0.157,21536,3.310,14,2014,5,21,Nada
1.500,420000,48.897,0.294,60317,4.169,21,2014,5,22,Nada
1.353,460000,48.897,0.465,104510,2.652,23,2014,6,23,Poco
2.071,580000,48.826,0.542,153504,1.966,29,2014,6,24,Poco
1.100,220000,48.485,0.173,18478,2.836,11,2014,6,25,Poco
1.000,240000,48.485,0.220,25621,2.762,12,2014,6,26,Poco
1.500,540000,48.485,0.720,188509,2.942,27,2014,6,27,Poco
1.100,220000,49.036,0.301,32511,1.440,11,2014,7,28,Poco
1.111,200000,50.000,0.227,22727,2.940,10,2014,7,29,Poco
1.364,300000,50.000,0.476,71429,2.438,15,2014,7,30,Poco
1.000,120000,50.000,0.286,17143,2.000,6,2014,7,31,Poco
1.214,340000,50.000,0.430,73165,1.742,17,2014,8,32,Poco
1.077,280000,50.000,0.259,36296,4.816,14,2014,8,33,Nada
1.500,60000,50.000,0.066,1978,3.811,3,2014,8,34,Nada
1.111,200000,50.606,0.119,12049,3.882,10,2014,8,35,Nada
1.400,140000,50.758,0.058,4128,13.778,7,2014,8,36,Nada
1.250,100000,50.758,0.044,2216,17.550,5,2014,9,37,Nada
1.538,400000,50.758,0.196,39810,15.273,20,2014,9,38,Nada
1.400,140000,50.758,0.082,5818,8.625,7,2014,9,39,Nada
1.143,160000,50.758,0.107,8663,7.406,8,2014,9,40,Nada
1.250,200000,50.758,0.152,15381,6.086,10,2014,10,41,Nada
0.857,120000,50.758,0.103,6301,7.320,6,2014,10,42,Nada
2.286,320000,50.758,0.340,55293,6.875,16,2014,10,43,Nada
1.167,140000,50.758,0.197,14012,3.656,7,2014,10,44,Nada
1.071,300000,50.758,0.612,93228,3.310,15,2014,11,45,Nada
1.200,120000,51.010,0.188,11477,1.342,6,2014,11,46,Poco
1.125,180000,52.273,0.212,19925,5.036,9,2014,11,47,Nada
1.200,240000,52.273,0.375,47045,3.800,12,2014,11,48,Nada
1.000,160000,52.273,0.364,30413,2.889,8,2014,11,49,Poco
1.143,160000,52.273,0.571,47792,1.862,8,2014,12,50,Poco
1.200,120000,52.273,0.273,17107,1.071,6,2014,12,51,Poco
1.348,620000,52.273,1.676,543071,4.636,31,2014,12,52,Nada
1.333,160000,52.273,0.727,60826,0.200,8,2014,12,53,Medio
1.125,180000,52.273,0.621,58401,1.267,9,2015,1,1,Poco
1.167,140000,52.273,1.077,78811,0.625,7,2015,1,2,Medio
1.000,40000,52.273,1.000,20909,0.375,2,2015,1,3,Medio
1.750,140000,52.273,14.000,1024545,0.167,7,2015,1,4,Medio
1.167,140000,52.778,0.136,10043,5.893,7,2015,2,8,Nada
1.000,140000,52.778,0.157,11623,6.261,7,2015,2,9,Nada
1.667,200000,52.778,0.278,29321,5.857,10,2015,3,10,Nada
1.000,100000,52.778,0.175,9259,3.875,5,2015,3,11,Nada
1.125,180000,52.778,0.419,39767,3.545,9,2015,3,12,Nada
