KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
2.250,216000,21.818,0.581,27364,2.273,27,2013,12,49,Poco
1.333,128000,21.818,0.320,8937,1.897,16,2013,12,50,Poco
1.182,104000,21.818,0.257,5841,2.803,13,2013,12,51,Poco
3.154,328000,21.818,1.224,87585,2.357,41,2013,12,52,Poco
1.000,16000,21.818,0.091,317,0.986,2,2013,12,53,Medio
2.667,128000,21.818,1.231,34372,1.125,16,2014,1,1,Nada
3.571,207000,21.818,1.471,66417,0.254,25,2014,1,2,Poco
3.000,255000,21.818,1.034,57555,2.023,30,2014,1,3,Nada
2.400,306000,21.818,1.000,66764,1.225,36,2014,1,4,Poco
3.857,229500,21.818,0.495,24807,1.418,27,2014,1,5,Nada
2.833,144500,21.818,0.206,6497,2.129,17,2014,2,6,Poco
3.077,340000,21.818,0.506,37560,3.713,40,2014,2,7,Nada
2.083,212500,21.818,0.538,24927,2.107,25,2014,2,8,Poco
2.091,195500,21.818,0.484,20654,1.244,23,2014,2,9,Poco
2.000,204000,21.818,0.375,16691,2.080,24,2014,3,10,Poco
2.583,263500,21.818,0.602,34606,2.792,31,2014,3,11,Poco
4.000,340000,21.818,0.976,72373,1.385,40,2014,3,12,Poco
2.933,374000,21.818,0.815,66489,1.453,44,2014,3,13,Poco
3.800,323000,21.818,0.884,62278,1.617,38,2014,3,14,Poco
4.833,246500,21.818,0.841,45208,0.590,29,2014,4,15,Poco
1.923,212500,21.818,0.769,35664,1.216,25,2014,4,16,Poco
5.500,187000,21.818,0.759,30952,0.652,22,2014,4,17,Poco
2.222,170000,21.818,0.317,11775,1.500,20,2014,4,18,Poco
4.000,102000,21.818,0.124,2753,3.940,12,2014,5,19,Nada
3.000,280500,21.818,0.369,22565,5.889,33,2014,5,20,Nada
2.667,136000,21.818,0.178,5275,3.369,16,2014,5,21,Nada
2.364,221000,21.818,0.277,13337,5.262,26,2014,5,22,Nada
5.500,187000,21.818,0.244,9973,3.240,22,2014,6,23,Nada
1.200,51000,21.818,0.063,695,4.641,6,2014,6,24,Nada
3.000,102000,21.818,0.138,3070,5.167,12,2014,6,25,Nada
2.000,153000,21.818,0.207,6907,6.075,18,2014,6,26,Nada
1.500,133500,25.332,0.175,5933,7.750,15,2014,6,27,Nada
3.273,324000,26.162,0.600,50858,5.200,36,2014,7,28,Nada
2.333,252000,26.162,1.000,65927,1.826,28,2014,7,29,Poco
2.125,153000,23.351,0.374,13349,0.532,17,2014,7,30,Medio
3.111,252000,21.818,0.359,19737,2.852,28,2014,7,31,Nada
1.000,72000,21.818,0.107,1676,3.247,8,2014,8,32,Nada
5.143,324000,21.818,0.529,37425,4.019,36,2014,8,33,Nada
1.500,81000,21.818,0.149,2629,2.708,9,2014,8,34,Poco
1.125,81000,21.818,0.175,3088,3.170,9,2014,8,35,Nada
2.375,342000,21.818,0.792,59073,2.611,38,2014,8,36,Poco
1.125,81000,21.818,0.140,2466,2.625,9,2014,9,37,Poco
1.571,99000,21.818,0.148,3189,4.286,11,2014,9,38,Nada
1.182,117000,21.818,0.208,5310,3.569,13,2014,9,39,Nada
1.375,99000,21.818,0.182,3927,5.091,11,2014,9,40,Nada
1.091,108000,21.818,0.203,4793,5.571,12,2014,10,41,Nada
1.167,126000,21.818,0.230,6309,4.417,14,2014,10,42,Nada
1.167,126000,21.818,0.226,6208,5.595,14,2014,10,43,Nada
2.000,180000,21.818,0.444,17455,4.125,20,2014,10,44,Nada
2.000,180000,21.818,0.400,15709,2.188,20,2014,11,45,Poco
3.364,333000,21.818,0.602,43711,3.611,37,2014,11,46,Nada
1.167,126000,21.818,0.275,7547,2.260,14,2014,11,47,Poco
1.143,144000,21.818,0.286,8977,1.859,16,2014,11,48,Poco
1.857,234000,21.818,0.473,24135,3.045,26,2014,11,49,Nada
1.545,153000,21.818,0.318,10607,2.250,17,2014,12,50,Poco
1.308,153000,21.818,0.209,6963,3.305,17,2014,12,51,Nada
2.100,189000,21.818,0.240,9897,4.900,21,2014,12,52,Nada
1.909,189000,21.818,0.316,13022,4.200,21,2014,12,53,Nada
1.000,36000,21.818,0.074,582,2.847,4,2015,1,1,Poco
2.000,306000,21.818,0.618,41272,3.391,34,2015,1,2,Nada
4.400,396000,21.818,1.222,105600,2.949,44,2015,1,3,Poco
2.091,207000,21.818,0.541,24441,0.512,23,2015,1,4,Medio
1.308,153000,21.818,0.272,9080,2.109,17,2015,1,5,Poco
3.278,531000,21.818,0.992,114881,1.929,59,2015,2,6,Poco
1.375,99000,21.818,0.150,3233,1.970,11,2015,2,7,Poco
2.000,180000,21.818,0.278,10909,2.828,20,2015,2,8,Poco
3.308,387000,21.818,0.711,60013,2.067,43,2015,2,9,Poco
1.917,207000,21.818,0.484,21869,2.392,23,2015,3,10,Poco
3.111,252000,21.818,0.538,29606,1.256,28,2015,3,11,Nada
1.909,189000,21.818,0.365,15060,2.170,21,2015,3,12,Poco
4.600,414000,21.818,1.353,122207,1.958,46,2015,3,13,Poco
2.273,225000,21.818,0.467,22940,0.663,25,2015,3,14,Medio
3.308,419000,27.789,0.667,77624,2.804,43,2015,4,15,Poco
1.308,161500,23.028,0.330,12277,1.132,17,2015,4,16,Poco
1.222,209000,21.818,0.449,20473,2.118,22,2015,4,17,Poco
2.400,342000,21.818,0.655,48841,1.390,36,2015,4,18,Poco
2.375,361000,21.818,0.603,47508,2.880,38,2015,5,19,Poco
2.818,294500,21.818,0.805,51737,1.688,31,2015,5,20,Poco
1.071,142500,21.818,0.270,8403,0.657,15,2015,5,21,Medio
3.500,399000,21.818,0.627,54572,3.143,42,2015,5,22,Nada
2.333,332500,21.818,1.228,89091,1.568,35,2015,5,23,Poco
1.846,228000,21.818,0.828,41169,0.359,24,2015,6,24,Medio
1.000,133000,21.818,0.233,6771,1.396,14,2015,6,25,Poco
1.200,114000,21.818,0.179,4455,3.000,12,2015,6,26,Poco
1.182,123500,21.818,0.239,6427,3.660,13,2015,6,27,Nada
1.400,133000,21.818,0.275,7966,3.692,14,2015,7,28,Nada
3.750,285000,21.818,0.769,47832,4.154,30,2015,7,29,Nada
3.444,294500,21.818,0.805,51737,1.263,31,2015,7,30,Poco
1.300,123500,21.818,0.280,7533,2.120,13,2015,7,31,Poco
2.154,266000,21.818,0.549,31863,1.622,28,2015,8,32,Poco
1.250,142500,21.818,0.259,8041,2.583,15,2015,8,33,Poco
1.833,209000,21.818,0.349,15924,2.893,22,2015,8,34,Poco
2.833,323000,21.818,0.453,31948,3.323,34,2015,8,35,Nada
1.250,142500,21.818,0.186,5793,3.296,15,2015,8,36,Nada
3.909,408500,21.818,0.699,62317,3.507,43,2015,9,37,Nada
1.294,209000,21.818,0.373,17003,1.304,22,2015,9,38,Poco
2.667,304000,21.818,0.516,34233,2.925,32,2015,9,39,Poco
1.143,152000,21.818,0.421,13964,1.423,16,2015,9,40,Poco
1.286,171000,21.818,0.391,14599,1.286,18,2015,10,41,Poco
3.222,275500,21.818,0.611,36698,2.818,29,2015,10,42,Nada
3.462,427500,21.818,1.111,103636,1.571,45,2015,10,43,Poco
1.455,152000,21.818,0.267,8844,1.565,16,2015,10,44,Poco
2.714,361000,21.818,0.521,41000,2.400,38,2015,11,45,Poco
2.353,380000,21.818,0.541,44816,2.242,40,2015,11,46,Poco
2.846,351500,21.818,0.490,37584,2.362,37,2015,11,47,Poco
4.333,370500,21.818,0.473,38214,2.009,39,2015,11,48,Poco
3.889,332500,21.818,0.409,29697,2.276,35,2015,11,49,Poco
1.308,161500,21.818,0.228,8041,2.243,17,2015,12,50,Poco
2.429,323000,21.818,0.459,32379,2.176,34,2015,12,51,Poco
1.273,133000,21.818,0.187,5417,2.860,14,2015,12,52,Poco
1.417,161500,21.818,0.286,10068,3.138,17,2015,12,53,Nada
0.000,0,0.000,0.000,0,2.354,0,2016,1,53,Nada
1.474,266000,21.818,0.491,28509,4.935,28,2016,1,1,Nada
1.450,275500,21.501,0.411,24367,4.200,29,2016,1,2,Nada
1.885,465500,17.225,0.715,57356,4.105,49,2016,1,3,Nada
1.500,313500,17.225,0.574,30991,1.670,33,2016,1,4,Poco
1.529,247000,17.225,0.605,25725,1.514,26,2016,1,5,Poco
1.364,285000,17.225,0.545,26777,0.833,30,2016,2,6,Medio
2.556,437000,17.225,0.639,48091,2.697,46,2016,2,7,Poco
2.733,389500,17.225,0.558,37425,1.882,41,2016,2,8,Poco
2.063,313500,17.225,0.496,26797,2.128,33,2016,2,9,Poco
1.476,294500,17.225,0.530,26881,1.250,31,2016,3,10,Poco
2.706,446000,18.895,0.719,60571,1.914,46,2016,3,11,Poco
2.286,480000,21.364,1.297,133032,1.664,48,2016,3,12,Poco
3.615,470000,21.364,0.729,73166,0.312,47,2016,3,13,Medio
2.300,460000,21.364,0.495,48608,2.468,46,2016,4,14,Poco
1.500,270000,21.364,0.406,23420,1.489,27,2016,4,15,Poco
1.667,400000,21.364,0.635,54257,1.575,40,2016,4,16,Poco
1.400,350000,21.364,0.496,37121,1.673,35,2016,4,17,Poco
1.346,350000,21.364,0.435,32510,2.294,35,2016,5,18,Poco
1.407,380000,21.364,0.420,34087,2.264,38,2016,5,19,Poco
2.200,440000,21.364,0.579,54421,2.722,44,2016,5,20,Poco
1.455,320000,21.364,0.508,34724,1.385,32,2016,5,21,Poco
1.211,230000,21.364,0.326,16030,1.895,23,2016,5,22,Poco
1.278,230000,21.364,0.341,16743,2.091,23,2016,6,23,Poco
1.154,150000,21.364,0.256,8217,2.538,15,2016,6,24,Poco
1.222,220000,21.364,0.400,18800,2.508,22,2016,6,25,Poco
1.190,250000,21.364,0.538,28715,2.950,25,2016,6,26,Poco
5.640,1410000,21.364,2.410,726035,1.645,141,2016,7,27,Medio
1.318,290000,21.364,0.423,26229,1.324,29,2016,7,28,Poco
1.368,260000,21.364,0.464,25789,0.831,26,2016,7,29,Medio
1.333,240000,21.364,0.393,20173,0.888,24,2016,7,30,Medio
1.636,180000,21.364,0.257,9888,2.430,18,2016,7,31,Poco
1.421,270000,21.364,0.432,24919,3.353,27,2016,8,32,Nada
1.389,250000,21.364,0.485,25927,2.130,25,2016,8,33,Poco
1.267,190000,21.364,0.319,12962,2.314,19,2016,8,34,Poco
2.438,390000,21.364,0.595,49609,2.746,39,2016,8,35,Poco
2.200,440000,21.364,1.000,94000,2.386,44,2016,9,36,Poco
2.316,440000,21.364,1.467,137867,0.647,44,2016,9,37,Medio
3.125,500000,21.364,1.493,159430,0.898,50,2016,9,38,Medio
2.389,430000,21.364,0.905,83161,0.630,43,2016,9,39,Medio
