KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.000,60000,38.000,1.000,22800,1.513,6,2013,12,49,Poco
1.000,26000,28.462,0.462,3415,1.286,3,2013,12,50,Poco
1.000,8000,22.500,0.069,124,3.333,1,2013,12,51,Nada
1.000,32000,22.386,0.235,1686,5.700,4,2013,12,52,Nada
1.250,40000,22.386,0.400,3582,5.625,5,2013,12,53,Nada
0.000,0,0.000,0.000,0,3.000,0,2014,1,1,Nada
1.000,40000,22.409,0.286,2561,3.333,5,2014,1,2,Nada
1.125,72000,22.500,0.439,7112,7.500,9,2014,1,3,Nada
1.000,40500,23.457,0.370,3519,3.429,5,2014,1,4,Nada
1.000,42500,23.979,0.270,2754,1.737,5,2014,1,5,Poco
1.167,59500,21.925,0.311,4059,4.105,7,2014,2,6,Nada
0.800,34000,21.925,0.182,1355,3.353,4,2014,2,7,Nada
1.000,51000,21.925,0.222,2485,4.688,6,2014,2,8,Nada
1.000,59500,21.925,0.275,3581,5.118,7,2014,2,9,Nada
0.909,85000,21.925,0.588,10963,3.882,10,2014,3,10,Nada
1.000,59500,21.925,0.298,3886,1.565,7,2014,3,11,Poco
1.375,93500,21.925,0.373,7644,4.375,11,2014,3,12,Nada
1.000,76500,21.925,0.305,5117,2.571,9,2014,3,13,Poco
1.154,127500,21.925,0.545,15248,3.889,15,2014,3,14,Nada
1.200,51000,21.925,0.222,2485,1.714,6,2014,4,15,Poco
1.000,76500,21.925,0.305,5117,3.400,9,2014,4,16,Nada
1.000,25500,21.925,0.105,589,2.500,3,2014,4,17,Poco
1.000,76500,21.925,0.327,5489,5.333,9,2014,4,18,Nada
1.250,85000,21.925,0.357,6656,3.286,10,2014,5,19,Nada
1.900,161500,21.925,0.809,28629,4.500,19,2014,5,20,Poco
1.000,25500,21.925,0.240,1342,1.105,3,2014,5,21,Poco
1.000,59500,21.925,0.311,4059,1.031,7,2014,5,22,Poco
1.500,76500,21.925,0.305,5117,3.517,9,2014,6,23,Nada
1.000,25500,21.925,0.128,714,3.947,3,2014,6,24,Nada
1.000,51000,21.925,0.250,2795,3.474,6,2014,6,25,Nada
1.143,68000,21.925,0.364,5421,4.333,8,2014,6,26,Nada
1.500,25500,21.925,0.182,1017,3.176,3,2014,6,27,Nada
1.091,102000,21.925,1.333,29818,2.647,12,2014,7,28,Poco
1.000,85000,21.925,6.667,124242,0.391,10,2014,7,29,Mucho
1.125,76500,21.925,0.486,8160,2.000,9,2014,7,31,Poco
1.000,59500,19.297,0.341,3921,2.375,7,2014,8,32,Poco
1.125,80000,20.943,0.514,8617,3.143,9,2014,8,33,Nada
1.000,36000,21.919,0.190,1503,1.560,4,2014,8,34,Poco
1.000,54000,21.919,0.231,2731,4.350,6,2014,8,35,Nada
1.111,90000,21.919,0.435,8577,3.632,10,2014,8,36,Nada
1.000,63000,21.919,0.286,3945,3.450,7,2014,9,37,Nada
1.000,54000,21.919,0.261,3088,3.391,6,2014,9,38,Nada
1.000,81000,21.919,0.353,6266,2.609,9,2014,9,39,Poco
1.250,90000,21.919,0.323,6364,4.227,10,2014,9,40,Nada
1.000,72000,21.919,0.296,4676,3.720,8,2014,10,41,Nada
0.900,81000,21.919,0.486,8637,2.556,9,2014,10,42,Poco
0.800,36000,21.919,0.182,1435,1.556,4,2014,10,43,Nada
1.200,54000,21.919,0.222,2630,4.286,6,2014,10,44,Nada
0.833,45000,21.919,0.233,2294,3.789,5,2014,11,45,Nada
1.000,72000,21.919,0.400,6313,3.800,8,2014,11,46,Nada
1.143,72000,21.919,0.296,4676,3.316,8,2014,11,47,Nada
1.000,45000,21.919,0.164,1617,4.714,5,2014,11,48,Nada
1.000,90000,21.919,0.435,8577,4.000,10,2014,11,49,Nada
0.667,36000,21.919,0.190,1503,2.348,4,2014,12,50,Nada
1.143,72000,21.919,0.400,6313,3.789,8,2014,12,51,Nada
1.000,45000,21.919,0.213,2099,2.182,5,2014,12,52,Poco
0.857,54000,21.919,0.214,2536,5.471,6,2014,12,53,Nada
1.000,45000,21.919,0.222,2192,3.947,5,2015,1,1,Nada
1.000,63000,21.919,0.424,5858,3.750,7,2015,1,2,Nada
1.000,45000,21.919,0.244,2406,2.167,5,2015,1,3,Poco
1.000,18000,21.919,0.074,292,4.941,2,2015,1,4,Nada
1.125,81000,21.919,0.340,6030,5.571,9,2015,1,5,Nada
1.444,117000,21.919,0.634,16263,5.063,13,2015,2,6,Nada
1.000,36000,21.919,0.182,1435,1.750,4,2015,2,7,Poco
1.000,36000,21.919,0.143,1127,3.462,4,2015,2,8,Nada
1.200,54000,21.919,0.214,2536,3.714,6,2015,2,9,Nada
1.000,27000,21.919,0.105,623,6.429,3,2015,3,10,Nada
1.000,9000,21.919,0.038,74,6.231,1,2015,3,11,Nada
1.250,45000,21.919,0.213,2099,7.800,5,2015,3,12,Nada
1.000,54000,21.919,0.261,3088,7.000,6,2015,3,13,Nada
1.000,45000,21.919,0.154,1517,6.250,5,2015,3,14,Nada
1.000,63000,21.919,0.192,2648,7.500,7,2015,4,15,Nada
1.000,27000,21.919,0.095,564,5.500,3,2015,4,16,Nada
1.000,36000,21.919,0.143,1127,6.000,4,2015,4,17,Nada
1.000,9000,17.576,0.033,52,5.571,1,2015,4,18,Nada
1.000,45000,17.576,0.154,1217,13.125,5,2015,5,19,Nada
1.000,45000,17.576,0.182,1438,9.000,5,2015,5,20,Nada
1.000,72000,17.576,0.308,3894,6.818,8,2015,5,21,Nada
1.000,36000,17.576,0.133,844,4.500,4,2015,5,22,Nada
1.000,45000,17.576,0.164,1297,5.824,5,2015,5,23,Nada
1.000,65000,20.112,0.286,3735,4.941,7,2015,6,24,Nada
1.000,28500,21.914,0.154,961,3.938,3,2015,6,25,Nada
1.000,19000,21.914,0.118,490,3.600,2,2015,6,26,Nada
1.000,19000,21.914,0.100,416,4.000,2,2015,6,27,Nada
1.000,47500,21.914,0.189,1964,10.286,5,2015,7,28,Nada
1.000,57000,21.914,0.231,2883,9.667,6,2015,7,29,Nada
0.750,28500,21.914,0.140,871,5.308,3,2015,7,30,Nada
1.000,57000,21.914,0.267,3331,4.286,6,2015,7,31,Nada
1.000,85500,21.914,0.295,5529,5.000,9,2015,8,32,Nada
1.167,66500,21.914,0.209,3045,6.000,7,2015,8,33,Nada
1.000,47500,21.914,0.175,1826,4.227,5,2015,8,34,Nada
1.000,38000,21.914,0.167,1388,3.714,4,2015,8,35,Nada
1.000,28500,21.914,0.146,914,4.125,3,2015,8,36,Nada
1.000,28500,21.914,0.171,1071,4.750,3,2015,9,37,Nada
1.000,19000,21.914,0.100,416,4.800,2,2015,9,38,Nada
1.000,9500,21.914,0.043,89,9.000,1,2015,9,39,Nada
0.917,104500,21.914,0.629,14394,11.500,11,2015,9,40,Nada
0.000,0,0.000,0.000,0,2.571,0,2015,10,41,Nada
1.000,28500,21.914,0.146,914,5.500,3,2015,10,42,Nada
1.000,47500,21.914,0.303,3154,4.071,5,2015,10,43,Nada
1.286,85500,21.914,0.462,8648,5.250,9,2015,10,44,Nada
1.000,28500,21.914,0.128,797,4.412,3,2015,11,45,Nada
1.000,38000,21.914,0.200,1665,3.882,4,2015,11,46,Nada
1.500,28500,21.914,0.140,871,3.375,3,2015,11,47,Nada
1.000,38000,21.914,0.174,1448,7.500,4,2015,11,48,Nada
1.000,57000,21.914,0.333,4164,5.727,6,2015,11,49,Nada
1.000,57000,21.914,0.353,4409,3.462,6,2015,12,50,Nada
1.167,66500,21.914,0.452,6581,3.563,7,2015,12,51,Nada
1.250,47500,21.914,0.256,2669,1.895,5,2015,12,52,Poco
1.000,28500,21.914,0.098,614,4.500,3,2015,12,53,Nada
1.000,28500,21.914,0.092,577,6.800,3,2016,1,53,Nada
1.000,76000,21.914,0.296,4935,8.455,8,2016,1,1,Nada
1.000,57000,21.914,0.300,3747,4.929,6,2016,1,2,Nada
1.000,57000,21.914,0.316,3944,3.000,6,2016,1,3,Poco
1.000,57000,18.852,0.261,2803,3.150,6,2016,1,4,Nada
1.000,47500,17.321,0.222,1828,4.167,5,2016,1,5,Nada
1.000,38000,17.321,0.222,1463,3.529,4,2016,2,6,Nada
1.125,85500,17.321,0.419,6199,3.200,9,2016,2,7,Nada
1.111,95000,17.321,0.455,7479,4.500,10,2016,2,8,Nada
1.333,152000,17.321,1.143,30088,2.217,16,2016,2,9,Medio
2.000,76000,17.321,0.667,8776,0.943,8,2016,3,10,Medio
1.600,76000,17.321,0.421,5543,1.147,8,2016,3,11,Poco
1.600,76000,17.321,0.308,4050,2.344,8,2016,3,12,Poco
1.000,19000,17.321,0.077,253,3.375,2,2016,3,13,Nada
1.000,47500,17.321,0.222,1828,4.167,5,2016,4,14,Nada
2.000,95000,17.321,0.667,10970,4.000,10,2016,4,15,Nada
