KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
2.333,70000,24.545,2.154,37007,0.453,14,2013,12,49,Medio
1.348,155000,24.545,0.805,30634,2.613,31,2013,12,51,Poco
1.516,235000,24.545,4.087,235743,0.986,47,2013,12,52,Mucho
1.500,180000,24.545,3.000,132545,0.195,36,2014,1,4,Medio
1.704,230000,24.545,1.278,72136,0.695,46,2014,1,5,Mucho
1.640,205000,24.545,1.262,63478,1.383,41,2014,2,6,Medio
1.333,120000,24.545,0.686,20197,0.293,24,2014,2,7,Medio
1.478,170000,24.545,0.667,27818,1.568,34,2014,2,8,Poco
1.450,145000,24.545,0.652,23194,1.333,29,2014,2,9,Poco
1.545,170000,24.545,1.214,50669,1.552,34,2014,3,10,Poco
1.500,120000,24.545,1.000,29455,0.340,24,2014,3,11,Medio
1.167,105000,24.545,0.506,13042,1.276,21,2014,3,12,Poco
1.455,80000,24.545,0.254,4987,1.747,16,2014,3,13,Poco
1.412,120000,24.545,0.353,10396,3.934,24,2014,3,14,Nada
1.412,120000,24.545,0.407,11982,2.754,24,2014,4,15,Poco
1.688,135000,24.545,0.394,13061,2.906,27,2014,4,16,Poco
1.316,125000,24.545,0.286,8766,3.000,25,2014,4,17,Poco
1.727,95000,24.545,0.210,4896,3.947,19,2014,4,18,Nada
2.111,190000,24.545,0.463,21612,3.423,38,2014,5,19,Nada
1.389,125000,24.545,0.355,10880,3.037,25,2014,5,20,Nada
1.333,100000,24.545,0.417,10227,2.122,20,2014,5,21,Poco
1.471,125000,24.545,0.495,15189,1.373,25,2014,5,22,Poco
1.636,196000,30.705,0.800,48145,2.700,36,2014,6,23,Poco
1.647,154000,25.691,0.737,29152,1.000,28,2014,6,24,Poco
1.500,82500,24.132,0.244,4856,1.652,15,2014,6,25,Poco
1.500,82500,24.132,0.226,4491,2.810,15,2014,6,26,Poco
1.429,110000,24.132,0.408,10835,3.052,20,2014,6,27,Nada
1.375,121000,24.132,0.786,22943,2.340,22,2014,7,28,Poco
1.571,121000,24.132,2.588,75576,0.895,22,2014,7,29,Medio
2.071,159500,24.132,1.055,40590,0.708,29,2014,7,31,Medio
