KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
4.025,2395000,23.712,0.336,190829,5.293,479,2013,12,49,Nada
3.435,2130000,23.712,0.975,492355,1.827,426,2013,12,50,Nada
3.913,2465000,23.712,0.254,148269,0.374,493,2013,12,51,Poco
4.306,4500000,23.712,0.184,196188,8.006,900,2013,12,52,Nada
3.911,1545000,23.712,0.064,23464,9.993,309,2013,12,53,Nada
4.218,1645000,23.712,0.130,50694,6.328,329,2014,1,1,Nada
3.390,1780000,23.712,0.261,110282,2.873,356,2014,1,2,Nada
3.913,2465000,23.712,0.416,243071,3.779,493,2014,1,3,Nada
3.846,1750000,23.712,0.132,54600,2.850,350,2014,1,4,Nada
4.181,1965000,23.712,0.119,55247,10.511,393,2014,1,5,Nada
3.864,1990000,23.712,0.133,62790,5.893,398,2014,2,6,Nada
3.510,1720000,23.712,0.128,52331,9.344,344,2014,2,7,Nada
3.716,1635000,23.712,0.116,45004,4.779,327,2014,2,8,Nada
3.912,1780000,23.712,0.121,51135,10.737,356,2014,2,9,Nada
3.814,1850000,23.712,0.240,105396,5.991,370,2014,3,10,Nada
3.856,1870000,23.712,0.242,107269,2.932,374,2014,3,11,Nada
3.493,1205000,23.712,0.136,38982,5.626,241,2014,3,12,Nada
3.167,1140000,23.712,0.107,28935,4.477,228,2014,3,13,Nada
3.795,2125000,23.712,0.200,100943,9.929,425,2014,3,14,Nada
3.717,2100000,23.712,0.199,98978,4.876,420,2014,4,15,Nada
3.800,1520000,23.712,0.130,46844,7.753,304,2014,4,16,Nada
3.638,1255000,23.712,0.158,47052,4.974,251,2014,4,17,Nada
3.684,2155000,23.712,0.261,133600,3.908,431,2014,4,18,Nada
3.576,1180000,23.712,0.136,37928,6.167,236,2014,5,19,Nada
3.653,1315000,24.796,0.115,37456,4.755,263,2014,5,20,Nada
3.236,890000,27.727,0.059,14676,10.077,178,2014,5,21,Nada
4.188,1005000,27.727,0.077,21398,12.682,201,2014,5,22,Nada
3.522,1180000,27.727,0.116,37869,11.089,236,2014,6,23,Nada
2.837,1390000,27.727,0.198,76313,8.317,278,2014,6,24,Nada
3.515,1195000,27.727,0.321,106510,4.628,239,2014,6,25,Nada
3.167,855000,27.727,0.131,31172,1.530,171,2014,6,26,Poco
3.036,1260000,27.727,0.129,45079,9.667,252,2014,6,27,Nada
3.917,1410000,27.727,0.206,80592,7.654,282,2014,7,28,Nada
3.210,1300000,27.727,0.142,51073,4.455,260,2014,7,29,Nada
3.226,1000000,27.727,0.083,23044,9.911,200,2014,7,30,Nada
3.486,1865000,27.727,0.236,121808,8.854,373,2014,7,31,Nada
2.904,1365000,27.727,0.152,57386,3.519,273,2014,8,32,Nada
3.305,975000,27.727,0.096,25911,9.305,195,2014,8,33,Nada
3.090,1205000,27.727,0.114,38045,5.155,241,2014,8,34,Nada
3.488,1465000,27.727,0.124,50571,11.797,293,2014,8,35,Nada
3.068,1135000,27.727,0.145,45633,7.897,227,2014,8,36,Nada
3.353,1425000,27.727,0.151,59533,4.778,285,2014,9,37,Nada
3.062,995000,27.727,0.091,25213,9.581,199,2014,9,38,Nada
3.176,1175000,27.727,0.170,55540,7.527,235,2014,9,39,Nada
3.254,1090000,27.727,0.088,26718,4.060,218,2014,9,40,Nada
3.406,1175000,27.727,0.064,20944,18.216,235,2014,10,41,Nada
3.548,1100000,27.727,0.079,24033,14.616,220,2014,10,42,Nada
3.229,775000,27.727,0.088,19006,9.949,155,2014,10,43,Nada
3.863,1545000,27.727,0.159,68075,6.261,309,2014,10,44,Nada
3.220,950000,27.727,0.084,22234,11.474,190,2014,11,45,Nada
3.694,1330000,27.727,0.179,66145,8.651,266,2014,11,46,Nada
3.255,895000,26.494,0.097,22887,4.235,179,2014,11,47,Nada
3.556,1600000,23.712,0.156,59251,12.420,320,2014,11,48,Nada
3.495,1835000,23.712,0.500,217411,5.761,367,2014,11,49,Nada
3.327,1730000,26.609,0.083,38031,4.988,346,2014,12,51,Nada
3.907,2305000,26.924,0.094,58310,17.443,461,2014,12,52,Nada
3.550,1065000,26.924,0.081,23316,8.031,213,2014,12,53,Nada
