KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.000,4000,27.273,0.061,66,7.286,1,2013,12,49,Nada
1.000,8000,27.273,0.133,291,12.000,2,2013,12,50,Nada
1.000,12000,27.273,0.240,785,7.000,3,2013,12,51,Nada
0.750,12000,27.273,0.316,1033,5.500,3,2013,12,52,Nada
1.000,8000,27.273,0.286,623,3.000,2,2013,12,53,Poco
1.000,4000,27.273,0.182,198,2.250,1,2014,1,1,Poco
1.000,20000,27.273,2.000,10909,2.500,5,2014,1,2,Poco
1.000,8000,27.841,0.105,234,0.000,2,2014,1,3,Medio
1.000,20000,28.409,0.141,800,14.250,5,2014,1,4,Nada
1.000,12000,28.409,0.095,325,8.250,3,2014,1,5,Nada
1.000,28000,28.409,0.264,2101,9.000,7,2014,2,6,Nada
1.000,24000,27.841,0.200,1336,4.600,6,2014,2,7,Nada
1.000,16000,27.273,0.114,499,6.938,4,2014,2,8,Nada
1.000,16000,27.273,0.098,426,5.824,4,2014,2,9,Nada
1.000,8000,27.273,0.042,91,10.500,2,2014,3,10,Nada
1.000,4000,27.273,0.022,23,14.100,1,2014,3,11,Nada
2.000,8000,27.273,0.044,97,19.714,2,2014,3,12,Nada
1.000,12000,27.273,0.071,231,26.400,3,2014,3,13,Nada
1.167,28000,27.273,0.187,1425,20.500,7,2014,3,14,Nada
0.000,0,0.000,0.000,0,8.500,0,2014,4,15,Nada
1.000,8000,27.273,0.061,132,10.200,2,2014,4,16,Nada
0.500,4000,27.273,0.032,35,10.667,1,2014,4,17,Nada
1.000,24000,27.273,0.214,1403,1.513,6,2014,4,18,Poco
1.000,20000,27.955,0.118,658,8.333,5,2014,5,19,Nada
1.000,20000,28.409,0.087,494,15.000,5,2014,5,20,Nada
0.800,16000,28.409,0.075,343,10.313,4,2014,5,21,Nada
1.000,8000,28.409,0.040,91,10.929,2,2014,5,22,Nada
1.000,12000,28.409,0.063,215,13.364,3,2014,6,23,Nada
1.000,32000,28.409,0.190,1732,15.333,8,2014,6,24,Nada
1.000,32000,28.409,0.235,2139,8.769,8,2014,6,25,Nada
1.000,24000,28.409,0.222,1515,4.737,6,2014,6,26,Nada
1.500,72000,26.641,0.720,13811,3.273,18,2014,6,27,Nada
1.273,56000,26.136,0.737,10785,2.438,14,2014,7,28,Poco
1.467,88000,26.136,3.667,84333,0.947,22,2014,7,29,Mucho
1.143,32000,27.273,0.103,895,4.556,8,2014,7,31,Nada
1.417,68000,27.273,0.260,4813,4.625,17,2014,8,32,Nada
1.500,84000,27.273,0.452,10346,3.977,21,2014,8,33,Poco
1.000,48000,27.273,0.343,4488,2.348,12,2014,8,34,Poco
1.500,84000,27.273,0.483,11060,2.040,21,2014,8,35,Medio
0.917,44000,27.273,0.232,2779,2.944,11,2014,8,36,Nada
1.000,44000,27.273,0.237,2839,2.864,11,2014,9,37,Poco
1.000,52000,27.273,0.292,4143,3.558,13,2014,9,38,Nada
0.923,48000,27.273,0.324,4246,3.257,12,2014,9,39,Nada
1.222,44000,27.273,0.361,4328,3.000,11,2014,9,40,Poco
1.000,52000,27.273,0.338,4789,2.083,13,2014,10,41,Poco
1.000,40000,27.273,0.213,2321,4.333,10,2014,10,42,Nada
1.727,76000,27.273,0.585,12117,3.706,19,2014,10,43,Nada
1.000,24000,27.273,0.300,1964,1.643,6,2014,10,44,Poco
1.000,56000,27.273,0.350,5345,1.457,14,2014,11,45,Poco
1.000,36000,27.273,0.154,1510,4.846,9,2014,11,46,Nada
1.000,40000,27.273,0.204,2226,5.586,10,2014,11,47,Nada
1.000,28000,27.273,0.173,1320,4.000,7,2014,11,48,Nada
1.000,12000,27.273,0.066,216,4.269,3,2014,11,49,Nada
1.000,40000,27.273,0.204,2226,8.100,10,2014,12,50,Nada
1.000,28000,27.273,0.173,1320,6.600,7,2014,12,51,Nada
1.143,32000,27.273,0.186,1624,5.550,8,2014,12,52,Nada
1.000,20000,27.273,0.108,587,5.880,5,2014,12,53,Nada
1.000,16000,27.273,0.095,416,6.600,4,2015,1,1,Nada
0.889,32000,27.273,0.222,1939,7.059,8,2015,1,2,Nada
1.250,40000,27.273,0.370,4040,5.647,10,2015,1,3,Nada
1.000,68000,27.273,0.507,9411,3.000,17,2015,1,4,Poco
1.000,32000,27.273,0.195,1703,3.857,8,2015,1,5,Nada
1.000,20000,27.273,0.127,690,3.171,5,2015,2,6,Nada
1.000,20000,27.273,0.127,690,4.200,5,2015,2,7,Nada
1.154,60000,27.273,0.508,8320,6.167,15,2015,2,8,Nada
1.125,36000,27.273,0.240,2356,2.640,9,2015,2,9,Poco
1.167,56000,27.273,0.304,4648,5.483,14,2015,3,10,Nada
1.400,28000,27.273,0.197,1506,3.079,7,2015,3,11,Nada
1.273,56000,27.273,0.560,8553,3.200,14,2015,3,12,Nada
1.556,56000,27.273,0.667,10182,1.543,14,2015,3,13,Poco
1.667,40000,27.273,0.526,5742,2.057,10,2015,3,14,Poco
1.444,52000,27.273,0.400,5673,1.105,13,2015,4,15,Poco
1.500,48000,27.273,0.267,3491,4.135,12,2015,4,16,Nada
