KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.000,19500,23.601,1.000,4602,0.000,3,2013,12,49,Medio
1.000,58500,23.602,1.059,14619,0.200,9,2013,12,51,Medio
1.000,84500,23.602,1.368,27292,3.000,13,2013,12,52,Poco
1.000,6500,23.602,0.400,614,0.346,1,2013,12,53,Medio
0.000,0,0.000,0.000,0,0.261,0,2014,1,1,Nada
1.000,13000,23.602,2.000,6137,0.429,2,2014,1,2,Medio
1.000,58500,23.601,1.385,19117,2.538,9,2014,1,4,Poco
1.000,52000,23.602,1.333,16364,0.273,8,2014,1,5,Medio
1.000,71500,23.602,0.880,14851,1.071,11,2014,2,6,Poco
1.000,45500,23.602,0.452,4850,1.607,7,2014,2,7,Poco
1.167,45500,23.601,0.560,6014,1.846,7,2014,2,8,Poco
1.000,32500,23.601,0.345,2645,1.080,5,2014,2,9,Poco
1.000,13000,23.601,0.105,323,3.158,2,2014,3,10,Nada
1.000,26000,23.601,0.250,1534,3.857,4,2014,3,11,Nada
1.000,45500,23.601,0.667,7159,3.818,7,2014,3,12,Nada
1.000,26000,23.602,0.296,1818,1.615,4,2014,3,13,Poco
1.000,26000,23.602,0.222,1364,4.000,4,2014,3,14,Nada
1.000,32500,23.602,0.370,2841,3.200,5,2014,4,15,Nada
0.923,78000,23.601,1.333,24546,2.538,12,2014,4,16,Poco
1.000,39000,23.601,1.500,13807,1.000,6,2014,4,17,Poco
1.000,6500,23.601,0.118,180,0.130,1,2014,4,18,Medio
1.000,32500,23.602,0.370,2841,2.526,5,2014,5,19,Poco
1.167,45500,23.602,0.933,10023,2.750,7,2014,5,20,Poco
1.000,26000,23.602,0.400,2455,0.923,4,2014,5,21,Medio
1.000,6500,23.602,0.065,99,3.000,1,2014,5,22,Poco
1.000,58500,23.602,0.857,11835,3.750,9,2014,6,23,Nada
1.333,26000,23.602,0.500,3068,1.286,4,2014,6,24,Poco
1.000,26000,23.601,0.500,3068,2.143,4,2014,6,25,Poco
1.000,39000,23.601,2.000,18409,1.059,6,2014,6,26,Poco
1.000,32500,23.602,0.667,5114,2.000,5,2014,7,28,Poco
0.667,13000,23.602,0.500,1534,0.938,2,2014,7,29,Poco
1.333,26000,23.602,0.444,2727,0.750,4,2014,7,30,Medio
1.000,32500,23.602,0.400,3068,4.091,5,2014,7,31,Nada
1.000,45500,23.602,0.667,7159,2.727,7,2014,8,32,Poco
1.000,26000,23.601,0.444,2727,2.063,4,2014,8,33,Poco
1.000,6500,23.601,0.069,106,1.313,1,2014,8,34,Poco
0.000,0,0.000,0.000,0,5.500,0,2014,8,35,Nada
1.000,84500,23.602,0.839,16727,13.200,13,2014,8,36,Nada
1.000,78000,23.602,1.143,21040,1.929,12,2014,9,37,Poco
1.000,26000,23.602,0.400,2455,1.440,4,2014,9,38,Poco
1.000,32500,23.602,0.370,2841,0.828,5,2014,9,39,Medio
1.000,32500,23.601,0.303,2324,2.714,5,2014,9,40,Poco
1.000,65000,23.601,0.769,11801,3.000,10,2014,10,41,Poco
1.000,45500,23.601,0.824,8844,1.800,7,2014,10,42,Poco
1.000,39000,23.601,2.400,22091,0.682,6,2014,10,43,Medio
1.000,39000,23.602,0.667,6137,2.250,6,2014,11,45,Poco
1.000,39000,23.602,0.857,7890,1.200,6,2014,11,46,Poco
1.000,65000,23.601,0.909,13946,1.600,10,2014,11,47,Poco
1.000,39000,23.601,0.400,3682,1.909,6,2014,11,48,Poco
1.000,52000,23.601,0.667,8182,2.182,8,2014,11,49,Poco
1.125,58500,23.602,0.783,10806,1.000,9,2014,12,50,Poco
