KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.000,3200,28.977,0.036,34,9.600,1,2013,12,49,Nada
1.000,10500,35.065,0.080,295,29.250,3,2013,12,50,Nada
1.000,7000,35.065,0.057,140,21.600,2,2013,12,51,Nada
1.000,28000,35.065,0.267,2618,17.000,8,2013,12,52,Nada
1.000,10500,35.065,0.122,451,6.000,3,2013,12,53,Nada
1.000,10500,35.065,0.140,514,5.308,3,2014,1,1,Nada
1.000,10500,35.065,0.162,597,4.286,3,2014,1,2,Nada
1.333,14000,35.065,0.267,1309,5.667,4,2014,1,3,Nada
1.333,14000,35.065,0.364,1785,3.900,4,2014,1,4,Nada
1.333,14000,35.065,0.308,1510,2.455,4,2014,1,5,Poco
1.000,31500,35.065,0.581,6413,4.250,9,2014,2,6,Nada
1.083,45500,35.065,1.733,27655,2.471,13,2014,2,7,Poco
1.000,3500,35.065,2.000,2455,0.115,1,2014,2,8,Medio
0.000,0,0.000,0.000,0,0.000,0,2014,2,9,Nada
0.000,0,0.000,0.000,0,2.571,0,2014,3,10,Nada
1.000,21000,35.065,0.667,4909,1.513,6,2014,3,11,Poco
1.000,21000,35.065,1.000,7364,3.000,6,2014,3,12,Poco
1.000,7000,35.065,0.400,982,1.500,2,2014,3,13,Poco
1.000,7000,35.065,0.667,1636,0.857,2,2014,3,14,Medio
1.000,7000,35.065,2.000,4909,0.600,2,2014,4,15,Medio
1.000,3500,35.065,0.118,144,0.000,1,2014,4,16,Medio
1.000,7000,35.065,0.125,307,10.200,2,2014,4,17,Nada
1.000,14000,35.065,0.308,1510,9.000,4,2014,4,18,Nada
1.000,7000,35.065,0.200,491,4.714,2,2014,5,19,Nada
1.000,10500,35.065,0.400,1473,3.375,3,2014,5,20,Nada
1.000,7000,35.065,0.400,982,2.000,2,2014,5,21,Poco
