KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
0.000,0,0.000,0.000,0,9.000,0,2013,12,49,Nada
0.000,0,0.000,0.000,0,9.000,0,2013,12,50,Nada
0.000,0,0.000,0.000,0,27.000,0,2013,12,51,Nada
0.000,0,0.000,0.000,0,1.513,0,2013,12,52,Nada
0.000,0,0.000,0.000,0,1.513,0,2013,12,53,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,1,1,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,1,2,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,1,3,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,1,4,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,1,5,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,2,6,Nada
2.000,1400,25.170,0.045,16,1.513,2,2014,2,7,Poco
0.000,0,0.000,0.000,0,1.513,0,2014,2,8,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,2,9,Nada
1.500,2100,25.170,0.072,38,1.513,3,2014,3,10,Poco
2.000,1400,25.170,0.051,18,1.513,2,2014,3,11,Poco
0.000,0,0.000,0.000,0,22.800,0,2014,3,12,Nada
6.000,4200,25.170,0.185,195,22.800,6,2014,3,13,Nada
0.000,0,0.000,0.000,0,10.125,0,2014,3,14,Nada
0.000,0,0.000,0.000,0,13.500,0,2014,4,15,Nada
0.000,0,0.000,0.000,0,13.500,0,2014,4,16,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,4,17,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,4,18,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,5,19,Nada
7.000,4900,25.170,0.298,367,1.513,7,2014,5,20,Poco
0.000,0,0.000,0.000,0,8.571,0,2014,5,21,Nada
0.000,0,0.000,0.000,0,8.571,0,2014,5,22,Nada
0.000,0,0.000,0.000,0,8.571,0,2014,6,23,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,6,24,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,6,25,Nada
2.000,1400,25.170,0.154,54,1.513,2,2014,6,26,Poco
0.000,0,0.000,0.000,0,1.513,0,2014,6,27,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,7,28,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,7,29,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,7,30,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,7,31,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,8,32,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,8,33,Nada
1.667,3500,15.762,0.213,117,1.513,5,2014,8,34,Poco
5.500,7700,15.762,0.710,861,12.600,11,2014,8,35,Nada
2.500,3500,15.762,0.667,368,1.875,5,2014,8,36,Poco
1.000,700,15.762,0.222,25,0.714,1,2014,9,37,Poco
0.000,0,0.000,0.000,0,0.706,0,2014,9,38,Nada
0.000,0,0.000,0.000,0,12.000,0,2014,9,39,Nada
4.000,4800,36.508,0.200,350,1.513,4,2014,9,40,Poco
0.000,0,0.000,0.000,0,13.500,0,2014,10,41,Nada
1.000,1200,36.508,0.036,16,13.500,1,2014,10,42,Nada
0.000,0,0.000,0.000,0,22.200,0,2014,10,43,Nada
1.000,1200,36.508,0.027,12,1.513,1,2014,10,44,Poco
0.000,0,0.000,0.000,0,1.513,0,2014,11,45,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,11,46,Nada
10.000,12000,36.508,0.323,1413,1.513,10,2014,11,47,Poco
2.000,2400,36.508,0.080,70,7.800,2,2014,11,48,Nada
0.000,0,0.000,0.000,0,6.000,0,2014,11,49,Nada
2.000,2400,36.508,0.087,76,6.000,2,2014,12,50,Nada
1.000,1200,36.508,0.014,6,16.500,1,2014,12,51,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,12,52,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,12,53,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,1,1,Nada
1.000,1200,36.508,0.008,4,1.513,1,2015,1,2,Poco
0.000,0,0.000,0.000,0,1.513,0,2015,1,3,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,1,4,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,1,5,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,2,6,Nada
2.000,2400,36.508,0.017,15,1.513,2,2015,2,7,Poco
6.000,7200,36.508,0.057,149,1.513,6,2015,2,8,Medio
0.000,0,0.000,0.000,0,38.625,0,2015,2,9,Nada
0.000,0,0.000,0.000,0,38.625,0,2015,3,10,Nada
0.000,0,0.000,0.000,0,51.500,0,2015,3,11,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,3,12,Nada
1.500,3600,36.508,0.030,39,1.513,3,2015,3,13,Poco
2.000,2400,36.508,0.020,18,1.513,2,2015,3,14,Poco
0.000,0,0.000,0.000,0,58.800,0,2015,4,15,Nada
1.667,6000,36.508,0.052,115,58.800,5,2015,4,16,Nada
0.000,0,0.000,0.000,0,39.857,0,2015,4,17,Nada
2.000,2400,36.508,0.022,19,55.800,2,2015,4,18,Nada
1.000,2400,36.508,0.022,19,39.000,2,2015,5,19,Nada
2.000,2400,36.508,0.023,20,66.750,2,2015,5,20,Nada
0.000,0,0.000,0.000,0,43.500,0,2015,5,21,Nada
0.000,0,0.000,0.000,0,65.250,0,2015,5,22,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,5,23,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,6,24,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,6,25,Nada
