KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.000,22000,24.793,0.267,1455,5.100,4,2013,12,49,Nada
1.167,38500,24.793,0.359,3427,3.000,7,2013,12,50,Poco
1.125,49500,24.757,0.286,3501,5.571,9,2013,12,51,Nada
1.125,49500,24.628,0.277,3376,5.550,9,2013,12,52,Nada
1.000,33000,24.628,0.240,1951,3.360,6,2013,12,53,Nada
0.875,38500,24.628,0.378,3588,2.750,7,2014,1,1,Nada
1.182,71500,24.743,0.722,12777,2.045,13,2014,1,2,Poco
1.333,44000,20.041,0.296,2613,2.423,8,2014,1,3,Poco
1.333,44000,22.893,0.276,2779,3.536,8,2014,1,4,Nada
1.125,49500,24.793,0.353,4332,2.586,9,2014,1,5,Poco
1.600,44000,24.793,0.364,3967,3.120,8,2014,2,6,Nada
1.333,88000,24.793,0.800,17455,2.160,16,2014,2,7,Poco
1.375,60500,24.793,0.667,10000,2.000,11,2014,2,8,Poco
1.385,99000,24.793,0.818,20083,0.943,18,2014,2,9,Medio
1.200,132000,24.793,1.143,37403,2.200,24,2014,3,10,Poco
1.333,88000,24.793,1.455,31736,0.509,16,2014,3,11,Medio
1.750,77000,24.793,1.273,24298,0.672,14,2014,3,12,Medio
1.182,71500,24.793,0.743,13169,0.500,13,2014,3,13,Medio
1.000,60500,24.793,0.537,8049,1.814,11,2014,3,14,Poco
1.571,60500,24.793,0.564,8462,1.184,11,2014,4,15,Poco
1.400,77000,24.793,0.636,12149,2.057,14,2014,4,16,Poco
1.417,93500,24.793,0.642,14871,1.667,17,2014,4,17,Poco
1.500,99000,24.793,0.462,11329,2.357,18,2014,4,18,Poco
1.667,110000,24.793,0.444,12121,2.755,20,2014,5,19,Poco
1.429,110000,24.793,0.571,15584,2.455,20,2014,5,20,Poco
1.000,66000,24.793,0.632,10335,1.293,12,2014,5,21,Poco
1.000,38500,24.793,0.359,3427,0.750,7,2014,5,22,Medio
