KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.250,15000,40.909,0.204,1252,4.765,5,2013,12,49,Nada
1.333,12000,40.909,0.200,982,5.500,4,2013,12,50,Nada
1.500,9000,40.909,0.182,669,4.500,3,2013,12,51,Nada
1.000,6000,40.909,0.069,169,3.750,2,2013,12,52,Nada
2.500,15000,40.909,0.123,758,14.333,5,2013,12,53,Nada
1.000,9000,40.909,0.082,303,11.400,3,2014,1,1,Nada
1.000,15000,40.909,0.156,959,10.500,5,2014,1,2,Nada
1.000,6000,40.909,0.071,175,6.692,2,2014,1,3,Nada
1.000,6000,40.909,0.077,189,8.100,2,2014,1,4,Nada
0.000,0,0.000,0.000,0,8.333,0,2014,1,5,Nada
1.500,18000,40.909,0.273,2008,18.750,6,2014,2,6,Nada
1.000,9000,40.909,0.171,631,7.125,3,2014,2,7,Nada
1.333,36000,40.909,1.200,17673,5.333,12,2014,2,8,Poco
1.000,6000,40.909,0.667,1636,0.571,2,2014,2,9,Medio
0.000,0,0.000,0.000,0,0.353,0,2014,3,10,Nada
0.000,0,0.000,0.000,0,0.429,0,2014,3,11,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,3,12,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,3,13,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,3,14,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,4,15,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,4,16,Nada
1.000,15000,40.909,0.087,534,1.513,5,2014,4,17,Poco
1.000,3000,40.909,0.018,23,33.000,1,2014,4,18,Nada
1.000,3000,40.909,0.019,23,27.000,1,2014,5,19,Nada
1.000,9000,40.909,0.058,214,22.714,3,2014,5,20,Nada
1.000,3000,40.909,0.020,25,30.000,1,2014,5,21,Nada
1.000,3000,40.909,0.021,25,29.400,1,2014,5,22,Nada
1.000,15000,40.909,0.110,674,28.800,5,2014,6,23,Nada
0.000,0,0.000,0.000,0,18.429,0,2014,6,24,Nada
1.000,3000,40.909,0.024,29,21.500,1,2014,6,25,Nada
1.000,6000,40.909,0.049,120,21.000,2,2014,6,26,Nada
3.000,18000,40.909,0.162,1194,1.513,6,2014,6,27,Poco
1.250,15000,40.909,0.159,974,11.333,5,2014,7,28,Nada
1.200,18000,40.909,0.261,1921,6.692,6,2014,7,29,Nada
1.000,9000,40.909,0.194,713,3.000,3,2014,7,30,Poco
1.250,15000,40.909,0.435,2668,3.000,5,2014,7,31,Poco
1.000,9000,40.909,0.400,1473,1.929,3,2014,8,32,Poco
1.000,12000,40.909,1.000,4909,1.636,4,2014,8,33,Poco
1.000,12000,32.197,0.267,1030,0.500,4,2014,8,34,Medio
1.000,9000,29.293,0.113,298,7.636,3,2014,8,35,Nada
1.111,30000,29.293,0.500,4394,6.818,10,2014,8,36,Nada
1.000,18000,29.293,0.500,2636,2.647,6,2014,9,37,Poco
1.000,3000,29.293,0.118,103,1.421,1,2014,9,38,Poco
1.667,15000,29.293,0.909,3994,1.412,5,2014,9,39,Poco
1.000,6000,29.293,1.000,1758,0.750,2,2014,9,40,Poco
0.000,0,0.000,0.000,0,0.375,0,2014,10,41,Nada
1.000,3000,29.293,2.000,1758,0.429,1,2014,10,42,Poco
1.200,18000,29.293,0.500,2636,1.513,6,2014,10,43,Poco
1.000,6000,29.293,0.087,153,10.286,2,2014,10,44,Nada
1.000,6000,29.293,0.095,167,7.333,2,2014,11,45,Nada
1.000,21000,29.293,0.424,2610,6.000,7,2014,11,46,Nada
1.833,33000,29.293,1.467,14178,3.545,11,2014,11,47,Poco
1.333,12000,29.293,0.267,937,0.300,4,2014,11,48,Medio
1.600,24000,29.293,0.333,2343,3.818,8,2014,11,49,Nada
1.000,15000,29.293,0.286,1255,2.609,5,2014,12,50,Poco
1.000,3000,29.293,0.034,30,2.647,1,2014,12,51,Poco
1.000,21000,29.293,0.173,1063,9.429,7,2014,12,52,Nada
1.500,9000,29.293,0.085,223,8.538,3,2014,12,53,Nada
0.000,0,0.000,0.000,0,9.273,0,2015,1,1,Nada
1.182,39000,29.293,0.473,5401,10.200,13,2015,1,2,Nada
1.333,24000,29.293,0.471,3308,3.938,8,2015,1,3,Nada
1.000,6000,29.293,0.074,130,1.857,2,2015,1,4,Poco
1.333,12000,29.293,0.103,361,5.348,4,2015,1,5,Nada
1.000,12000,29.293,0.114,402,7.929,4,2015,2,6,Nada
