KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
1.000,6000,24.394,0.143,209,5.000,2,2013,12,49,Nada
0.000,0,0.000,0.000,0,5.571,0,2013,12,50,Nada
0.000,0,0.000,0.000,0,9.750,0,2013,12,51,Nada
0.000,0,0.000,0.000,0,1.513,0,2013,12,52,Nada
1.000,3000,24.394,0.080,59,1.513,1,2013,12,53,Poco
0.000,0,0.000,0.000,0,1.513,0,2014,1,1,Nada
1.000,3000,24.394,0.047,34,1.513,1,2014,1,2,Poco
1.000,3000,24.394,0.033,24,1.513,1,2014,1,3,Poco
1.000,6000,24.394,0.069,101,1.513,2,2014,1,4,Poco
1.000,9000,24.394,0.113,249,21.000,3,2014,1,5,Nada
0.000,0,0.000,0.000,0,12.500,0,2014,2,6,Nada
0.000,0,0.000,0.000,0,15.000,0,2014,2,7,Nada
1.000,3000,24.394,0.041,30,1.513,1,2014,2,8,Poco
1.000,3000,24.394,0.043,31,1.513,1,2014,2,9,Poco
0.000,0,0.000,0.000,0,1.513,0,2014,3,10,Nada
1.000,9000,24.394,0.140,306,1.513,3,2014,3,11,Poco
0.000,0,0.000,0.000,0,15.000,0,2014,3,12,Nada
1.000,3000,24.394,0.051,38,1.513,1,2014,3,13,Poco
1.000,3000,24.394,0.054,40,14.250,1,2014,3,14,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,4,15,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,4,16,Nada
1.000,3000,24.394,0.036,27,1.513,1,2014,4,17,Poco
0.000,0,0.000,0.000,0,1.513,0,2014,4,18,Nada
0.500,3000,24.394,0.038,28,1.513,1,2014,5,19,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,5,20,Nada
1.000,3000,24.394,0.039,29,1.513,1,2014,5,21,Poco
1.000,6000,24.394,0.083,122,1.513,2,2014,5,22,Poco
1.000,15000,24.394,0.244,892,1.513,5,2014,6,23,Poco
0.000,0,0.000,0.000,0,6.750,0,2014,6,24,Nada
1.000,3000,24.394,0.057,42,7.714,1,2014,6,25,Nada
1.000,6000,24.394,0.125,183,8.500,2,2014,6,26,Nada
1.000,3000,24.394,0.069,50,1.513,1,2014,6,27,Poco
0.000,0,0.000,0.000,0,10.500,0,2014,7,28,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,7,29,Nada
1.500,9000,24.394,0.240,527,1.513,3,2014,7,30,Poco
1.000,12000,24.394,0.444,1301,1.513,4,2014,7,31,Poco
0.000,0,0.000,0.000,0,3.000,0,2014,8,32,Nada
1.000,12000,24.394,0.267,781,7.286,4,2014,8,33,Nada
1.000,9000,24.394,0.261,573,4.875,3,2014,8,34,Nada
1.000,3000,24.394,0.105,77,4.286,1,2014,8,35,Nada
1.000,6000,24.394,0.250,366,3.375,2,2014,8,36,Nada
0.000,0,0.000,0.000,0,3.500,0,2014,9,37,Nada
1.000,12000,24.394,0.267,781,1.513,4,2014,9,38,Poco
1.000,18000,24.394,0.400,1756,6.500,6,2014,9,39,Nada
0.000,0,0.000,0.000,0,5.100,0,2014,9,40,Nada
1.000,15000,24.394,0.345,1262,5.100,5,2014,10,41,Nada
1.000,12000,24.394,0.400,1171,3.273,4,2014,10,42,Nada
1.000,6000,24.394,0.167,244,2.667,2,2014,10,43,Poco
1.000,3000,24.394,0.065,47,4.364,1,2014,10,44,Nada
0.000,0,0.000,0.000,0,6.429,0,2014,11,45,Nada
1.000,3000,24.394,0.069,50,1.513,1,2014,11,46,Poco
1.000,6000,24.394,0.154,225,1.513,2,2014,11,47,Poco
1.000,3000,24.394,0.087,64,1.513,1,2014,11,48,Poco
1.000,6000,24.394,0.200,293,8.250,2,2014,11,49,Nada
1.000,12000,24.394,0.333,976,5.400,4,2014,12,50,Nada
1.000,9000,24.394,0.222,488,6.429,3,2014,12,51,Nada
1.000,6000,24.394,0.182,266,4.000,2,2014,12,52,Nada
1.000,3000,24.394,0.105,77,3.333,1,2014,12,53,Nada
0.000,0,0.000,0.000,0,4.500,0,2015,1,1,Nada
1.000,6000,24.394,0.250,366,1.513,2,2015,1,2,Poco
