KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
2.000,1000,57.714,0.010,6,82.714,2,2013,12,Nada
3.333,5000,57.714,0.054,156,63.667,10,2014,1,Nada
2.000,1000,57.714,0.011,6,28.421,2,2014,2,Nada
0.000,0,0.000,0.000,0,38.143,0,2014,3,Nada
5.200,13000,57.714,0.152,1141,46.000,26,2014,4,Nada
3.000,3000,57.714,0.039,67,16.929,6,2014,5,Nada
10.000,10000,57.714,0.146,843,14.250,20,2014,6,Nada
0.000,0,0.000,0.000,0,7.038,0,2014,7,Nada
0.000,0,0.000,0.000,0,14.077,0,2014,8,Nada
0.000,0,0.000,0.000,0,18.300,0,2014,9,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,10,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,11,Nada
0.000,0,0.000,0.000,0,1.513,0,2014,12,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,1,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,2,Nada
1.000,500,61.280,0.004,1,1.513,1,2015,3,Poco
0.000,0,0.000,0.000,0,1.513,0,2015,4,Nada
2.000,1000,61.280,0.006,4,1.513,2,2015,5,Poco
0.000,0,0.000,0.000,0,1.513,0,2015,6,Nada
2.000,1000,61.280,0.006,4,1.513,2,2015,7,Poco
0.000,0,0.000,0.000,0,237.750,0,2015,8,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,9,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,10,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,11,Nada
0.000,0,0.000,0.000,0,1.513,0,2015,12,Nada
5.000,17500,61.280,0.121,1301,1.513,35,2016,1,Medio
3.000,6000,61.280,0.047,174,22.286,12,2016,2,Nada
0.000,0,0.000,0.000,0,15.830,0,2016,3,Nada
0.000,0,0.000,0.000,0,17.106,0,2016,4,Nada
0.000,0,0.000,0.000,0,67.000,0,2016,5,Nada
0.000,0,0.000,0.000,0,1.513,0,2016,6,Nada
4.333,19500,61.280,0.158,1883,1.513,39,2016,7,Medio
8.571,30000,61.280,0.305,5599,17.462,60,2016,8,Nada
8.000,16000,61.280,0.215,2106,5.061,32,2016,9,Poco
