KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.200,54000,40.909,0.486,10747,4.895,18,2013,12,Nada
1.250,45000,40.909,0.423,7778,3.486,15,2014,1,Nada
1.208,87000,40.909,1.018,36215,1.615,29,2014,2,Medio
1.300,39000,40.909,0.605,9647,1.403,13,2014,3,Poco
1.250,30000,40.909,1.111,13636,0.737,10,2014,4,Medio
1.000,15000,40.909,0.303,1860,0.231,5,2014,5,Medio
1.000,27000,40.909,0.367,4058,3.107,9,2014,6,Nada
1.222,33000,40.909,0.759,10241,2.500,11,2014,7,Poco
1.059,54000,33.810,1.200,21909,1.080,18,2014,8,Poco
1.071,45000,29.293,1.034,13636,1.658,15,2014,9,Poco
1.143,72000,29.293,2.182,46017,0.545,24,2014,10,Medio
1.094,105000,29.293,3.043,93610,0.737,35,2014,11,Mucho
1.042,75000,29.293,0.943,20726,0.365,25,2014,12,Medio
1.240,93000,29.293,1.088,29632,1.571,31,2015,1,Medio
1.091,36000,29.293,1.846,19469,0.429,12,2015,2,Medio
1.200,54000,29.293,3.000,47455,0.000,18,2015,3,Mucho
1.333,36000,29.293,2.000,21091,0.590,12,2015,4,Medio
1.000,27000,29.293,0.857,6779,0.000,9,2015,5,Medio
1.167,21000,29.293,0.400,2461,1.615,7,2015,6,Poco
1.250,45000,29.293,0.698,9197,1.500,15,2015,7,Poco
1.118,57000,29.293,0.974,16269,2.806,19,2015,8,Poco
1.500,36000,29.293,0.632,6660,0.732,12,2015,9,Medio
1.500,18000,29.293,0.214,1130,1.826,6,2015,10,Poco
1.100,33000,29.293,0.489,4726,2.270,11,2015,11,Poco
1.000,42000,29.293,0.560,6890,1.759,14,2015,12,Poco
1.231,48000,29.293,0.653,9182,3.194,16,2016,1,Nada
1.308,51000,29.293,0.756,11288,1.171,17,2016,2,Poco
1.214,51000,29.293,0.486,7256,1.851,17,2016,3,Poco
1.308,51000,29.293,0.523,7814,2.460,17,2016,4,Poco
1.000,36000,29.293,0.253,2664,1.412,12,2016,5,Poco
1.167,21000,29.293,0.097,598,4.630,7,2016,6,Nada
1.286,54000,29.293,0.290,4592,6.083,18,2016,7,Nada
1.000,30000,29.293,0.217,1910,4.135,10,2016,8,Nada
1.000,39000,29.293,0.382,4368,3.514,13,2016,9,Nada
